"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2010,-766,582,-184,2016
2011,-1274,1321,47,2016
2012,-2045,2495,450,2016
2013,-2983,3585,602,2016
2014,-3662,3793,131,2016
2015,-3501,3417,-84,2016
2016,1363,7303,8666,2016
2017,9312,13020,22332,2016
2018,17773,21560,39333,2016
2019,28228,30705,58933,2016
2020,38596,40917,79513,2016
2021,49632,51185,100817,2016
2022,62479,63012,125491,2016
2023,76366,74623,150989,2016
2024,90104,85394,175498,2016
2025,104021,95658,199679,2016
2026,118010,106714,224724,2016
2027,131788,117322,249110,2016
2028,143969,126565,270534,2016
2029,159282,134282,293564,2016
2030,171965,141952,313917,2016
2031,185963,149775,335738,2016
2032,201457,157182,358639,2016
2033,217459,164201,381660,2016
2034,233746,170687,404433,2016
2035,249380,178008,427388,2016
2036,264326,184154,448480,2016
2037,281171,191154,472325,2016
2038,298891,198389,497280,2016
2039,314342,206939,521281,2016
2040,332383,213562,545945,2016
2041,349544,220395,569939,2016
2042,364191,227471,591662,2016
2043,379124,233992,613116,2016
2044,393877,240031,633908,2016
2045,408433,245893,654326,2016
2046,421494,249994,671488,2016
2047,436069,252627,688696,2016
2048,450717,255152,705869,2016
2049,466319,256968,723287,2016
2050,483211,259074,742285,2016
2051,499014,262378,761392,2016
2052,514697,265525,780222,2016
2053,527628,267541,795169,2016
2054,542252,269253,811505,2016
2055,556033,271449,827482,2016
2056,570936,273784,844720,2016
2057,585610,274874,860484,2016
2058,599243,276690,875933,2016
2059,612806,276224,889030,2016
2060,625513,277015,902528,2016
2010,-1350,655,-695,2017
2011,-2028,1062,-966,2017
2012,-2952,1678,-1274,2017
2013,-3821,2119,-1702,2017
2014,-4905,1695,-3210,2017
2015,-5667,1109,-4558,2017
2016,-6251,2094,-4157,2017
2017,-2441,5630,3189,2017
2018,3062,12703,15765,2017
2019,10672,20607,31279,2017
2020,17770,30443,48213,2017
2021,26042,40213,66255,2017
2022,36642,51326,87968,2017
2023,47682,62653,110335,2017
2024,58745,73146,131891,2017
2025,71476,83692,155168,2017
2026,83726,94376,178102,2017
2027,96520,104287,200807,2017
2028,109394,112188,221582,2017
2029,124937,119394,244331,2017
2030,138274,127122,265396,2017
2031,153513,135585,289098,2017
2032,169464,143003,312467,2017
2033,186157,150258,336415,2017
2034,202670,156781,359451,2017
2035,216094,163258,379352,2017
2036,230386,168942,399328,2017
2037,244422,176425,420847,2017
2038,259803,182344,442147,2017
2039,271627,189445,461072,2017
2040,285551,194440,479991,2017
2041,301783,201820,503603,2017
2042,315030,210107,525137,2017
2043,328490,217375,545865,2017
2044,343128,223801,566929,2017
2045,355997,230624,586621,2017
2046,369090,237169,606259,2017
2047,381663,242453,624116,2017
2048,394460,247259,641719,2017
2049,406124,252099,658223,2017
2050,417818,257538,675356,2017
2051,429468,263021,692489,2017
2052,440730,268261,708991,2017
2053,449057,272726,721783,2017
2054,458857,274924,733781,2017
2055,468085,278783,746868,2017
2056,477984,281010,758994,2017
2057,486688,282556,769244,2017
2058,494446,284502,778948,2017
2059,499735,285234,784969,2017
2060,505326,286310,791636,2017
2010,-84,830,746,2018
2011,165,1684,1849,2018
2012,-48,2610,2562,2018
2013,118,2581,2699,2018
2014,-481,2086,1605,2018
2015,-374,1996,1622,2018
2016,-622,2663,2041,2018
2017,248,3183,3431,2018
2018,3632,7478,11110,2018
2019,9814,13277,23091,2018
2020,15832,21442,37274,2018
2021,23611,29242,52853,2018
2022,33197,39437,72634,2018
2023,44336,49275,93611,2018
2024,56797,58252,115049,2018
2025,70214,67537,137751,2018
2026,82678,77247,159925,2018
2027,94855,86974,181829,2018
2028,107162,95606,202768,2018
2029,121439,102996,224435,2018
2030,134685,110103,244788,2018
2031,150235,117890,268125,2018
2032,166345,125048,291393,2018
2033,182606,132033,314639,2018
2034,198566,138545,337111,2018
2035,211600,145428,357028,2018
2036,225536,151945,377481,2018
2037,240255,158893,399148,2018
2038,255298,164667,419965,2018
2039,268261,171841,440102,2018
2040,282271,177624,459895,2018
2041,297408,184429,481837,2018
2042,309086,192323,501409,2018
2043,320903,199765,520668,2018
2044,334197,205382,539579,2018
2045,344214,210867,555081,2018
2046,354496,214710,569206,2018
2047,365891,216981,582872,2018
2048,375249,218619,593868,2018
2049,385551,220378,605929,2018
2050,398185,222664,620849,2018
2051,410994,225660,636654,2018
2052,419666,228348,648014,2018
2053,426783,230177,656960,2018
2054,435559,231816,667375,2018
2055,446164,233938,680102,2018
2056,455114,235437,690551,2018
2057,463262,236128,699390,2018
2058,469291,238451,707742,2018
2059,476203,239604,715807,2018
2060,484585,241564,726149,2018
2010,573,1103,1676,2019
2011,960,2267,3227,2019
2012,774,3699,4473,2019
2013,1147,4872,6019,2019
2014,568,5588,6156,2019
2015,584,6277,6861,2019
2016,623,7295,7918,2019
2017,1271,8161,9432,2019
2018,834,9215,10049,2019
2019,5289,12624,17913,2019
2020,8913,18045,26958,2019
2021,14359,24405,38764,2019
2022,21746,32951,54697,2019
2023,30382,42378,72760,2019
2024,40876,51372,92248,2019
2025,52419,61161,113580,2019
2026,64432,71614,136046,2019
2027,76641,82166,158807,2019
2028,88677,92029,180706,2019
2029,103072,100423,203495,2019
2030,116609,108576,225185,2019
2031,132637,117512,250149,2019
2032,149446,125067,274513,2019
2033,166994,131711,298705,2019
2034,184573,138046,322619,2019
2035,200363,145195,345558,2019
2036,217223,151393,368616,2019
2037,234044,158079,392123,2019
2038,250596,164636,415232,2019
2039,265751,172380,438131,2019
2040,282033,179758,461791,2019
2041,300526,187774,488300,2019
2042,315654,196367,512021,2019
2043,331649,204333,535982,2019
2044,348034,211025,559059,2019
2045,363317,217012,580329,2019
2046,376259,221784,598043,2019
2047,389625,225729,615354,2019
2048,401459,228512,629971,2019
2049,413715,231652,645367,2019
2050,427675,234629,662304,2019
2051,441453,239522,680975,2019
2052,453766,243991,697757,2019
2053,461977,248088,710065,2019
2054,471279,251355,722634,2019
2055,479048,255594,734642,2019
2056,487801,259843,747644,2019
2057,498131,262367,760498,2019
2058,505719,266102,771821,2019
2059,512749,267607,780356,2019
2060,520161,269261,789422,2019
2010,998,122,1120,2020
2011,1697,351,2048,2020
2012,2052,838,2890,2020
2013,2943,1284,4227,2020
2014,3137,1089,4226,2020
2015,3712,624,4336,2020
2016,4486,876,5362,2020
2017,6003,941,6944,2020
2018,6721,1663,8384,2020
2019,7925,2029,9954,2020
2020,10252,5682,15934,2020
2021,15561,10585,26146,2020
2022,23088,17972,41060,2020
2023,33260,26268,59528,2020
2024,44965,34740,79705,2020
2025,57773,43756,101529,2020
2026,70961,53770,124731,2020
2027,84087,63623,147710,2020
2028,97074,73022,170096,2020
2029,111812,81298,193110,2020
2030,125767,89165,214932,2020
2031,140746,98287,239033,2020
2032,157512,107018,264530,2020
2033,173788,115366,289154,2020
2034,190662,123526,314188,2020
2035,206290,132111,338401,2020
2036,221844,140887,362731,2020
2037,238918,149171,388089,2020
2038,256239,157030,413269,2020
2039,273013,165451,438464,2020
2040,290462,172113,462575,2020
2041,310294,178513,488807,2020
2042,325024,184656,509680,2020
2043,340251,191474,531725,2020
2044,355875,198077,553952,2020
2045,368578,205302,573880,2020
2046,379781,211101,590882,2020
2047,393608,216050,609658,2020
2048,404177,220168,624345,2020
2049,414926,224198,639124,2020
2050,425721,227738,653459,2020
2051,436899,231506,668405,2020
2052,446353,235446,681799,2020
2053,455849,237177,693026,2020
2054,467013,238995,706008,2020
2055,476861,241950,718811,2020
2056,487042,243749,730791,2020
2057,498322,244237,742559,2020
2058,507470,246065,753535,2020
2059,515266,246566,761832,2020
2060,523368,248378,771746,2020
