"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2030,369705,267502,637207,2017
2031,400921,285535,686456,2017
2032,433701,301503,735204,2017
2033,466346,316651,782997,2017
2034,499152,330888,830040,2017
2035,531519,345220,876739,2017
2036,561000,359475,920475,2017
2037,592582,373843,966425,2017
2038,624125,386417,1010542,2017
2039,653408,400653,1054061,2017
2040,686621,414277,1100898,2017
2041,719199,427717,1146916,2017
2042,749610,441591,1191201,2017
2043,778326,454616,1232942,2017
2044,807306,466714,1274020,2017
2045,834137,480470,1314607,2017
2046,858943,493412,1352355,2017
2047,884273,505470,1389743,2017
2048,908450,516466,1424916,2017
2049,931952,524625,1456577,2017
2050,955823,532775,1488598,2017
2051,980911,542091,1523002,2017
2052,1002046,551836,1553882,2017
2053,1024308,559874,1584182,2017
2054,1047170,566914,1614084,2017
2055,1068990,574007,1642997,2017
2056,1090532,580368,1670900,2017
2057,1113965,586182,1700147,2017
2058,1135700,592573,1728273,2017
2059,1158519,597354,1755873,2017
2060,1180162,601332,1781494,2017
2010,103,1298,1401,2018
2011,1080,2169,3249,2018
2012,1489,3241,4730,2018
2013,2279,4341,6620,2018
2014,3842,3961,7803,2018
2015,5270,3994,9264,2018
2016,7056,4625,11681,2018
2017,11279,4766,16045,2018
2018,22479,12568,35047,2018
2019,39605,24201,63806,2018
2020,59375,40349,99724,2018
2021,82509,58689,141198,2018
2022,108322,79499,187821,2018
2023,137159,101996,239155,2018
2024,168332,123920,292252,2018
2025,202098,145493,347591,2018
2026,234994,168110,403104,2018
2027,268086,190575,458661,2018
2028,299024,211587,510611,2018
2029,329761,231780,561541,2018
2030,360886,251022,611908,2018
2031,392893,269608,662501,2018
2032,425740,285744,711484,2018
2033,458293,301295,759588,2018
2034,492388,316240,808628,2018
2035,523116,331538,854654,2018
2036,552852,346081,898933,2018
2037,584733,361175,945908,2018
2038,615738,376361,992099,2018
2039,646072,391196,1037268,2018
2040,677168,405309,1082477,2018
2041,707270,419583,1126853,2018
2042,736732,433610,1170342,2018
2043,765442,446791,1212233,2018
2044,794073,459544,1253617,2018
2045,821039,473367,1294406,2018
2046,846494,485855,1332349,2018
2047,872021,497060,1369081,2018
2048,898617,507852,1406469,2018
2049,924059,517938,1441997,2018
2050,948744,528326,1477070,2018
2051,974299,538147,1512446,2018
2052,997462,548497,1545959,2018
2053,1019032,556443,1575475,2018
2054,1043124,564244,1607368,2018
2055,1068203,572058,1640261,2018
2056,1090193,579652,1669845,2018
2057,1112674,585454,1698128,2018
2058,1132502,592519,1725021,2018
2059,1151430,598539,1749969,2018
2060,1170399,605286,1775685,2018
2010,-788,215,-573,2019
2011,234,496,730,2019
2012,659,673,1332,2019
2013,1079,747,1826,2019
2014,1966,500,2466,2019
2015,2927,-256,2671,2019
2016,4262,-369,3893,2019
2017,5781,-148,5633,2019
2018,5071,471,5542,2019
2019,15280,7588,22868,2019
2020,29244,20401,49645,2019
2021,48536,36186,84722,2019
2022,70321,54932,125253,2019
2023,94771,76267,171038,2019
2024,122293,97371,219664,2019
2025,152331,119249,271580,2019
2026,183060,141879,324939,2019
2027,213017,163916,376933,2019
2028,242527,185056,427583,2019
2029,273280,204548,477828,2019
2030,305414,224053,529467,2019
2031,337072,244653,581725,2019
2032,370921,263851,634772,2019
2033,405619,280828,686447,2019
2034,440925,297363,738288,2019
2035,472674,312619,785293,2019
2036,504228,327624,831852,2019
2037,537030,343580,880610,2019
2038,568894,360344,929238,2019
2039,600607,377077,977684,2019
2040,634432,392465,1026897,2019
2041,666309,408833,1075142,2019
2042,696736,425830,1122566,2019
2043,725319,442446,1167765,2019
2044,753164,459559,1212723,2019
2045,778497,476189,1254686,2019
2046,803290,490537,1293827,2019
2047,826623,503607,1330230,2019
2048,848398,515680,1364078,2019
2049,870766,526982,1397748,2019
2050,894104,538265,1432369,2019
2051,916038,548416,1464454,2019
2052,935582,558223,1493805,2019
2053,953017,567007,1520024,2019
2054,971753,574067,1545820,2019
2055,989640,582214,1571854,2019
2056,1008142,590196,1598338,2019
2057,1028211,596271,1624482,2019
2058,1046597,603553,1650150,2019
2059,1064613,609201,1673814,2019
2060,1083657,614640,1698297,2019
2010,-1296,2012,716,2020
2011,-1374,3934,2560,2020
2012,-1179,5900,4721,2020
2013,-895,8090,7195,2020
2014,-435,9577,9142,2020
2015,205,10237,10442,2020
2016,694,11867,12561,2020
2017,2460,13479,15939,2020
2018,2104,15994,18098,2020
2019,2050,18019,20069,2020
2020,9875,27989,37864,2020
2021,24097,41238,65335,2020
2022,42152,58231,100383,2020
2023,64378,79289,143667,2020
2024,90910,99952,190862,2020
2025,119053,121748,240801,2020
2026,147245,145289,292534,2020
2027,176591,169149,345740,2020
2028,206259,191297,397556,2020
2029,236986,212205,449191,2020
2030,268565,231727,500292,2020
2031,298860,251502,550362,2020
2032,331044,270291,601335,2020
2033,364137,287250,651387,2020
2034,398278,303220,701498,2020
2035,430974,318279,749253,2020
2036,463177,333527,796704,2020
2037,495929,349555,845484,2020
2038,528209,364375,892584,2020
2039,559186,380158,939344,2020
2040,591671,394072,985743,2020
2041,623251,408689,1031940,2020
2042,654144,423539,1077683,2020
2043,685235,438058,1123293,2020
2044,714937,453294,1168231,2020
2045,744973,469236,1214209,2020
2046,772808,483974,1256782,2020
2047,798512,497703,1296215,2020
2048,823427,509540,1332967,2020
2049,846637,519619,1366256,2020
2050,872181,530308,1402489,2020
2051,894501,541188,1435689,2020
2052,916248,552097,1468345,2020
2053,937139,561174,1498313,2020
2054,957827,570054,1527881,2020
2055,978109,579428,1557537,2020
2056,998233,588701,1586934,2020
2057,1017901,596811,1614712,2020
2058,1034210,605004,1639214,2020
2059,1050866,611768,1662634,2020
2060,1067527,618424,1685951,2020
