"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2010,-118,93,-25,2016
2011,132,355,487,2016
2012,-280,528,248,2016
2013,-187,830,643,2016
2014,1194,483,1677,2016
2015,2221,520,2741,2016
2016,13722,7872,21594,2016
2017,32803,20449,53252,2016
2018,53474,36342,89816,2016
2019,79004,55060,134064,2016
2020,106547,76878,183425,2016
2021,135414,99158,234572,2016
2022,165815,123482,289297,2016
2023,198616,150147,348763,2016
2024,233477,174701,408178,2016
2025,267165,198146,465311,2016
2026,298356,223257,521613,2016
2027,329143,246213,575356,2016
2028,358482,267410,625892,2016
2029,389229,286106,675335,2016
2030,417522,304113,721635,2016
2031,447177,322383,769560,2016
2032,477964,338355,816319,2016
2033,511118,352809,863927,2016
2034,544320,366644,910964,2016
2035,576167,380374,956541,2016
2036,606643,393782,1000425,2016
2037,638999,409224,1048223,2016
2038,670878,423125,1094003,2016
2039,699303,438782,1138085,2016
2040,730389,452992,1183381,2016
2041,762424,467427,1229851,2016
2042,791980,482487,1274467,2016
2043,820868,496662,1317530,2016
2044,849148,510259,1359407,2016
2045,875794,523431,1399225,2016
2046,901894,535411,1437305,2016
2047,928403,547491,1475894,2016
2048,953681,557039,1510720,2016
2049,976253,566101,1542354,2016
2050,1001101,575175,1576276,2016
2051,1026781,584262,1611043,2016
2052,1049397,593068,1642465,2016
2053,1069555,600714,1670269,2016
2054,1089709,606298,1696007,2016
2055,1108366,612491,1720857,2016
2056,1126236,618593,1744829,2016
2057,1146774,624108,1770882,2016
2058,1164869,630167,1795036,2016
2059,1182657,634745,1817402,2016
2060,1201866,639318,1841184,2016
2010,-2077,740,-1337,2017
2011,-2993,1385,-1608,2017
2012,-4330,2233,-2097,2017
2013,-5396,3169,-2227,2017
2014,-5532,2793,-2739,2017
2015,-6221,2285,-3936,2017
2016,-6161,2574,-3587,2017
2017,5022,10161,15183,2017
2018,19789,23634,43423,2017
2019,40591,40010,80601,2017
2020,63655,59697,123352,2017
2021,89985,79854,169839,2017
2022,117877,101741,219618,2017
2023,149130,125277,274407,2017
2024,182725,147475,330200,2017
2025,216312,169611,385923,2017
2026,248744,191900,440644,2017
2027,280195,213409,493604,2017
2028,310481,232638,543119,2017
2029,340755,249913,590668,2017
