"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2040,275671,174040,449711,2018
2041,288587,181152,469739,2018
2042,299447,188980,488427,2018
2043,308182,196090,504272,2018
2044,318806,201393,520199,2018
2045,329331,207549,536880,2018
2046,339589,212818,552407,2018
2047,350361,216384,566745,2018
2048,361023,218495,579518,2018
2049,370976,220592,591568,2018
2050,382595,223363,605958,2018
2051,394993,227072,622065,2018
2052,404262,229934,634196,2018
2053,413472,231882,645354,2018
2054,421765,233201,654966,2018
2055,432192,235686,667878,2018
2056,441667,237478,679145,2018
2057,451059,237584,688643,2018
2058,458099,238804,696903,2018
2059,464433,239596,704029,2018
2060,472342,241110,713452,2018
2010,273,775,1048,2019
2011,132,1583,1715,2019
2012,-184,2962,2778,2019
2013,361,3987,4348,2019
2014,111,4431,4542,2019
2015,831,4771,5602,2019
2016,1197,5312,6509,2019
2017,2063,5688,7751,2019
2018,1837,6656,8493,2019
2019,6191,9608,15799,2019
2020,9501,14583,24084,2019
2021,14744,20627,35371,2019
2022,21589,28550,50139,2019
2023,29986,36900,66886,2019
2024,39747,44627,84374,2019
2025,50232,53025,103257,2019
2026,61310,61708,123018,2019
2027,72428,70524,142952,2019
2028,83903,79131,163034,2019
2029,96454,86227,182681,2019
2030,108626,93244,201870,2019
2031,122668,100842,223510,2019
2032,137634,107874,245508,2019
2033,153001,113522,266523,2019
2034,169041,118503,287544,2019
2035,183219,124174,307393,2019
2036,197128,128741,325869,2019
2037,211586,134038,345624,2019
2038,226208,139559,365767,2019
2039,239634,145990,385624,2019
2040,253216,151182,404398,2019
2041,269036,157459,426495,2019
2042,281731,164609,446340,2019
2043,295548,170896,466444,2019
2044,310212,176665,486877,2019
2045,323647,182325,505972,2019
2046,334866,187578,522444,2019
2047,346815,191979,538794,2019
2048,355744,195883,551627,2019
2049,363114,199897,563011,2019
2050,372612,204050,576662,2019
2051,381921,209829,591750,2019
2052,388807,215140,603947,2019
2053,393759,219346,613105,2019
2054,400115,222647,622762,2019
2055,407096,226179,633275,2019
2056,413807,229139,642946,2019
2057,421893,230647,652540,2019
2058,428156,232361,660517,2019
2059,434239,232598,666837,2019
2060,441024,233084,674108,2019
2010,288,712,1000,2020
2011,123,1366,1489,2020
2012,186,2216,2402,2020
2013,874,2924,3798,2020
2014,422,2887,3309,2020
2015,738,2377,3115,2020
2016,1120,2645,3765,2020
2017,2056,2305,4361,2020
2018,2234,2684,4918,2020
2019,3700,3100,6800,2020
2020,5555,6154,11709,2020
2021,10385,10468,20853,2020
2022,17470,17285,34755,2020
2023,26653,24859,51512,2020
2024,37198,32711,69909,2020
2025,49110,41436,90546,2020
2026,61474,51017,112491,2020
2027,73936,60594,134530,2020
2028,85707,69566,155273,2020
2029,98724,77148,175872,2020
2030,110633,83857,194490,2020
2031,122662,91705,214367,2020
2032,136625,99460,236085,2020
2033,149657,106745,256402,2020
2034,163381,113474,276855,2020
2035,178354,121105,299459,2020
2036,192671,128147,320818,2020
2037,208318,135082,343400,2020
2038,223557,140702,364259,2020
2039,238940,147415,386355,2020
2040,254523,153241,407764,2020
2041,270934,157897,428831,2020
2042,284660,162799,447459,2020
2043,297464,168092,465556,2020
2044,309887,173971,483858,2020
2045,320799,180413,501212,2020
2046,328884,185697,514581,2020
2047,338786,189898,528684,2020
2048,346273,194305,540578,2020
2049,352693,197947,550640,2020
2050,360577,202252,562829,2020
2051,368138,207101,575239,2020
2052,374324,210207,584531,2020
2053,380619,212112,592731,2020
2054,390046,213634,603680,2020
2055,398491,216052,614543,2020
2056,407114,218470,625584,2020
2057,416597,219131,635728,2020
2058,424201,220932,645133,2020
2059,431765,221944,653709,2020
2060,439638,224326,663964,2020
