"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2010,-966,-181,-1147,2016
2011,-1197,-63,-1260,2016
2012,-1146,207,-939,2016
2013,-1642,405,-1237,2016
2014,-1499,-161,-1660,2016
2015,-612,-683,-1295,2016
2016,6491,3879,10370,2016
2017,17551,10998,28549,2016
2018,28838,20798,49636,2016
2019,43313,32130,75443,2016
2020,57716,44566,102282,2016
2021,73190,56787,129977,2016
2022,89785,70416,160201,2016
2023,107516,84869,192385,2016
2024,126711,98810,225521,2016
2025,144678,112296,256974,2016
2026,162589,126455,289044,2016
2027,180655,140414,321069,2016
2028,196601,153368,349969,2016
2029,214475,165309,379784,2016
2030,231486,176255,407741,2016
2031,250936,187175,438111,2016
2032,270689,197201,467890,2016
2033,290776,205718,496494,2016
2034,312008,213421,525429,2016
2035,332614,221348,553962,2016
2036,353432,228792,582224,2016
2037,375250,236753,612003,2016
2038,397292,244656,641948,2016
2039,415446,252828,668274,2016
2040,435454,260105,695559,2016
2041,456681,269068,725749,2016
2042,474105,277847,751952,2016
2043,490836,285520,776356,2016
2044,508532,292552,801084,2016
2045,524071,300770,824841,2016
2046,538806,307246,846052,2016
2047,553756,313600,867356,2016
2048,568615,318104,886719,2016
2049,582681,322049,904730,2016
2050,598683,326193,924876,2016
2051,615073,330632,945705,2016
2052,628954,335219,964173,2016
2053,641402,338899,980301,2016
2054,654837,341463,996300,2016
2055,669572,345037,1014609,2016
2056,683496,348171,1031667,2016
2057,699043,348672,1047715,2016
2058,712895,350516,1063411,2016
2059,725340,351661,1077001,2016
2060,738173,353668,1091841,2016
2010,-1056,1620,564,2017
2011,-1170,3026,1856,2017
2012,-1314,4630,3316,2017
2013,-922,6254,5332,2017
2014,-331,7122,6791,2017
2015,96,7504,7600,2017
2016,470,8429,8899,2017
2017,6801,12914,19715,2017
2018,15688,21106,36794,2017
2019,28367,30596,58963,2017
2020,41819,42876,84695,2017
2021,56135,55255,111390,2017
2022,72251,69279,141530,2017
2023,88739,84555,173294,2017
2024,106299,99641,205940,2017
2025,123498,114135,237633,2017
2026,140967,129827,270794,2017
2027,158203,144341,302544,2017
2028,174215,157169,331384,2017
2029,192257,168927,361184,2017
2030,209352,179892,389244,2017
2031,228805,191497,420302,2017
2032,249869,201909,451778,2017
2033,270633,211939,482572,2017
2034,292280,221170,513450,2017
2035,310409,230151,540560,2017
2036,329101,239356,568457,2017
2037,348216,248701,596917,2017
2038,367655,257485,625140,2017
2039,384369,267045,651414,2017
2040,403752,274499,678251,2017
2041,424329,281997,706326,2017
2042,444174,289863,734037,2017
2043,462342,297662,760004,2017
2044,479897,304131,784028,2017
2045,495428,309974,805402,2017
2046,510984,314335,825319,2017
2047,526045,318609,844654,2017
