"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2048,538811,323183,861994,2017
2049,550205,327696,877901,2017
2050,562894,331492,894386,2017
2051,574649,336331,910980,2017
2052,584620,341816,926436,2017
2053,591207,345507,936714,2017
2054,600178,349193,949371,2017
2055,610219,354943,965162,2017
2056,619258,359514,978772,2017
2057,629497,362783,992280,2017
2058,638227,367065,1005292,2017
2059,647841,369397,1017238,2017
2060,657932,371999,1029931,2017
2010,705,1316,2021,2018
2011,1451,2742,4193,2018
2012,1936,3794,5730,2018
2013,2902,4335,7237,2018
2014,4075,3861,7936,2018
2015,4885,3442,8327,2018
2016,5646,4007,9653,2018
2017,6970,4550,11520,2018
2018,11881,9255,21136,2018
2019,20940,16275,37215,2018
2020,30889,26506,57395,2018
2021,43046,37657,80703,2018
2022,56836,50780,107616,2018
2023,72520,64427,136947,2018
2024,89082,77345,166427,2018
2025,106044,89851,195895,2018
2026,123157,103367,226524,2018
2027,140369,116828,257197,2018
2028,157497,128697,286194,2018
2029,175866,139504,315370,2018
2030,193165,149626,342791,2018
2031,211279,160592,371871,2018
2032,230080,170433,400513,2018
2033,249036,179839,428875,2018
2034,268814,188649,457463,2018
2035,286939,197935,484874,2018
2036,305798,206530,512328,2018
2037,326564,214929,541493,2018
2038,346898,222452,569350,2018
2039,364020,230257,594277,2018
2040,382175,236799,618974,2018
2041,401096,244402,645498,2018
2042,417602,253362,670964,2018
2043,432750,261091,693841,2018
2044,447894,266902,714796,2018
2045,462819,273359,736178,2018
2046,476446,279336,755782,2018
2047,490918,284335,775253,2018
2048,503268,289249,792517,2018
2049,515449,294669,810118,2018
2050,528550,300590,829140,2018
2051,541764,307764,849528,2018
2052,550992,315036,866028,2018
2053,559083,320509,879592,2018
2054,570179,325265,895444,2018
2055,581500,330611,912111,2018
2056,592787,335815,928602,2018
2057,603825,339366,943191,2018
2058,612996,344054,957050,2018
2059,622462,347414,969876,2018
2060,632455,351166,983621,2018
2010,-356,685,329,2019
2011,-859,1249,390,2019
2012,-2104,2294,190,2019
2013,-2825,2571,-254,2019
2014,-4269,2097,-2172,2019
2015,-4894,1585,-3309,2019
2016,-5555,1436,-4119,2019
2017,-5127,1663,-3464,2019
2018,-6063,2801,-3262,2019
2019,-155,7794,7639,2019
2020,6336,15959,22295,2019
2021,15346,25699,41045,2019
2022,27327,36951,64278,2019
2023,41476,49621,91097,2019
2024,57698,62139,119837,2019
2025,74495,74698,149193,2019
2026,91728,88452,180180,2019
2027,108906,102108,211014,2019
2028,125237,114242,239479,2019
2029,141967,125184,267151,2019
2030,157658,135921,293579,2019
2031,177174,146975,324149,2019
2032,197092,156707,353799,2019
2033,218365,165641,384006,2019
2034,240957,174254,415211,2019
2035,262419,182904,445323,2019
2036,284209,190748,474957,2019
2037,306975,199556,506531,2019
2038,328053,206978,535031,2019
2039,346918,215526,562444,2019
2040,367344,223255,590599,2019
2041,387974,231901,619875,2019
2042,405946,241156,647102,2019
2043,424761,249456,674217,2019
2044,443724,257370,701094,2019
2045,462153,264984,727137,2019
2046,480788,270977,751765,2019
2047,499713,277081,776794,2019
2048,517061,282647,799708,2019
2049,532124,287443,819567,2019
2050,547332,292122,839454,2019
2051,562726,297184,859910,2019
2052,575510,301976,877486,2019
2053,587903,306392,894295,2019
2054,600880,310588,911468,2019
2055,613124,315502,928626,2019
2056,623790,319884,943674,2019
2057,635550,323231,958781,2019
2058,646307,327778,974085,2019
2059,659191,330308,989499,2019
2060,670316,333827,1004143,2019
2010,383,819,1202,2020
2011,763,1703,2466,2020
2012,354,3227,3581,2020
2013,549,4363,4912,2020
2014,291,5246,5537,2020
2015,679,5503,6182,2020
2016,873,6242,7115,2020
2017,1694,6075,7769,2020
2018,1727,7250,8977,2020
2019,2252,8238,10490,2020
2020,5365,13527,18892,2020
2021,13393,20810,34203,2020
2022,24659,30087,54746,2020
2023,38578,40700,79278,2020
2024,54670,51651,106321,2020
2025,71617,63403,135020,2020
2026,89490,75634,165124,2020
2027,106133,87638,193771,2020
2028,123200,99224,222424,2020
2029,141970,110263,252233,2020
2030,159257,121798,281055,2020
2031,177611,134240,311851,2020
2032,197306,144633,341939,2020
2033,218535,154430,372965,2020
2034,240810,163714,404524,2020
2035,261460,173552,435012,2020
2036,281797,182240,464037,2020
2037,304833,191509,496342,2020
2038,326638,199941,526579,2020
2039,346670,210032,556702,2020
2040,367008,218192,585200,2020
2041,387139,227470,614609,2020
2042,405108,237625,642733,2020
2043,421385,247387,668772,2020
2044,440976,255362,696338,2020
2045,457762,263145,720907,2020
2046,474061,270067,744128,2020
2047,490370,276068,766438,2020
2048,503751,282118,785869,2020
2049,516289,287393,803682,2020
2050,529380,292344,821724,2020
2051,543160,297623,840783,2020
2052,556803,303207,860010,2020
2053,568715,306722,875437,2020
2054,581966,309679,891645,2020
2055,595763,313290,909053,2020
2056,607841,316587,924428,2020
2057,620088,319370,939458,2020
2058,630375,322503,952878,2020
2059,641959,325643,967602,2020
2060,654468,329080,983548,2020
