"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2025,76285,76164,152449,2019
2026,92703,89562,182265,2019
2027,108627,102777,211404,2019
2028,124429,114426,238855,2019
2029,140691,124951,265642,2019
2030,156204,135268,291472,2019
2031,174359,146040,320399,2019
2032,193393,155417,348810,2019
2033,214758,164332,379090,2019
2034,236146,172753,408899,2019
2035,255762,181499,437261,2019
2036,275740,189753,465493,2019
2037,297138,199053,496191,2019
2038,316324,208045,524369,2019
2039,331563,217580,549143,2019
2040,348118,226316,574434,2019
2041,365235,235114,600349,2019
2042,379976,244551,624527,2019
2043,395482,252326,647808,2019
2044,411931,258781,670712,2019
2045,425640,265520,691160,2019
2046,437687,270592,708279,2019
2047,448436,275226,723662,2019
2048,459580,279190,738770,2019
2049,470030,283143,753173,2019
2050,482753,286454,769207,2019
2051,495780,291037,786817,2019
2052,506821,295465,802286,2019
2053,514740,299722,814462,2019
2054,524159,302528,826687,2019
2055,533023,306172,839195,2019
2056,541540,308732,850272,2019
2057,552674,310551,863225,2019
2058,562601,313932,876533,2019
2059,572383,316257,888640,2019
2060,580883,320205,901088,2019
2010,159,245,404,2020
2011,73,523,596,2020
2012,-736,1566,830,2020
2013,-882,2314,1432,2020
2014,-1991,2755,764,2020
2015,-2110,2597,487,2020
2016,-1957,2805,848,2020
2017,-1431,2435,1004,2020
2018,-2198,3377,1179,2020
2019,-2518,4192,1674,2020
2020,-184,9007,8823,2020
2021,6868,15737,22605,2020
2022,17185,24028,41213,2020
2023,29448,33789,63237,2020
2024,43057,43930,86987,2020
2025,57697,54839,112536,2020
2026,72614,66369,138983,2020
2027,87242,77826,165068,2020
2028,101493,88652,190145,2020
2029,117507,98916,216423,2020
2030,131917,109924,241841,2020
2031,147540,122069,269609,2020
2032,163901,132435,296336,2020
2033,182321,142231,324552,2020
2034,202495,151589,354084,2020
2035,221928,161410,383338,2020
2036,240274,170393,410667,2020
2037,260960,179697,440657,2020
2038,281579,188398,469977,2020
2039,300729,197612,498341,2020
2040,321546,204717,526263,2020
2041,342874,212810,555684,2020
2042,361753,221607,583360,2020
2043,379856,229945,609801,2020
2044,400038,237393,637431,2020
2045,417607,244799,662406,2020
2046,436357,251451,687808,2020
2047,454025,257451,711476,2020
2048,470126,263738,733864,2020
2049,483943,268940,752883,2020
2050,499334,274349,773683,2020
2051,514262,279922,794184,2020
2052,526756,285774,812530,2020
2053,536420,289184,825604,2020
2054,548287,292624,840911,2020
2055,560804,297036,857840,2020
2056,571381,300448,871829,2020
2057,583523,303882,887405,2020
2058,594901,307439,902340,2020
2059,606732,310807,917539,2020
2060,618878,314354,933232,2020
