"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2010,-112,-433,-545,2016
2011,71,-978,-907,2016
2012,-308,-1406,-1714,2016
2013,-692,-2008,-2700,2016
2014,-163,-2563,-2726,2016
2015,166,-3216,-3050,2016
2016,11338,3951,15289,2016
2017,31964,16128,48092,2016
2018,55679,32865,88544,2016
2019,83600,52849,136449,2016
2020,113749,75944,189693,2016
2021,147490,99276,246766,2016
2022,181798,123953,305751,2016
2023,219103,151384,370487,2016
2024,258372,177200,435572,2016
2025,296029,201586,497615,2016
2026,331884,227810,559694,2016
2027,367251,251978,619229,2016
2028,402532,274430,676962,2016
2029,436565,294697,731262,2016
2030,468814,314326,783140,2016
2031,502481,333806,836287,2016
2032,537996,351568,889564,2016
2033,574147,367801,941948,2016
2034,609495,383054,992549,2016
2035,642899,398801,1041700,2016
2036,675058,413407,1088465,2016
2037,709328,428823,1138151,2016
2038,743364,444059,1187423,2016
2039,775044,460402,1235446,2016
2040,808768,474161,1282929,2016
2041,843366,489518,1332884,2016
2042,874675,504684,1379359,2016
2043,906650,518914,1425564,2016
2044,938303,532672,1470975,2016
2045,970619,547649,1518268,2016
2046,1001132,560459,1561591,2016
2047,1031759,571705,1603464,2016
2048,1060902,580751,1641653,2016
2049,1087663,588333,1675996,2016
2050,1113965,596671,1710636,2016
2051,1140602,604613,1745215,2016
2052,1164559,612228,1776787,2016
2053,1186567,617604,1804171,2016
2054,1208656,623269,1831925,2016
2055,1229674,630006,1859680,2016
2056,1248947,637026,1885973,2016
2057,1270112,643952,1914064,2016
2058,1291128,652031,1943159,2016
2059,1312728,659485,1972213,2016
2060,1334107,668521,2002628,2016
2010,-1434,1099,-335,2017
2011,-2247,2446,199,2017
2012,-3397,3763,366,2017
2013,-4436,5400,964,2017
2014,-3986,5504,1518,2017
2015,-4147,5427,1280,2017
2016,-4419,6446,2027,2017
2017,6073,14795,20868,2017
2018,21395,28937,50332,2017
2019,43391,46261,89652,2017
2020,68552,67445,135997,2017
2021,96898,89669,186567,2017
2022,126905,113850,240755,2017
2023,160016,139477,299493,2017
2024,196480,164593,361073,2017
2025,232492,188786,421278,2017
2026,267529,213637,481166,2017
2027,301356,237530,538886,2017
2028,334252,258945,593197,2017
2029,366397,278951,645348,2017
2030,397811,298523,696334,2017
2031,430220,317952,748172,2017
2032,464184,334968,799152,2017
2033,500083,350941,851024,2017
2034,534442,366434,900876,2017
2035,567247,381918,949165,2017
2036,599424,397018,996442,2017
2037,634165,412564,1046729,2017
2038,669168,427195,1096363,2017
2039,701458,443027,1144485,2017
2040,735765,457130,1192895,2017
2041,769887,472901,1242788,2017
2042,802801,487264,1290065,2017
2043,834608,500941,1335549,2017
2044,864441,513859,1378300,2017
2045,892262,527991,1420253,2017
2046,921773,540853,1462626,2017
2047,950285,553825,1504110,2017
2048,977422,566567,1543989,2017
2049,1002836,578495,1581331,2017
2050,1028025,590049,1618074,2017
2051,1054523,602724,1657247,2017
2052,1077771,614017,1691788,2017
2053,1102298,623381,1725679,2017
2054,1128475,632275,1760750,2017
2055,1154530,641557,1796087,2017
2056,1179449,650485,1829934,2017
2057,1204633,658571,1863204,2017
2058,1228858,666291,1895149,2017
2059,1251806,672039,1923845,2017
2060,1276925,678366,1955291,2017
2010,-109,1372,1263,2018
2011,1018,2237,3255,2018
2012,1905,2545,4450,2018
2013,3713,3222,6935,2018
2014,5854,3350,9204,2018
2015,8346,3996,12342,2018
2016,10815,5132,15947,2018
2017,14806,6487,21293,2018
2018,26590,16180,42770,2018
2019,44265,29835,74100,2018
2020,65607,47843,113450,2018
2021,91434,68383,159817,2018
2022,119760,92517,212277,2018
2023,150520,118448,268968,2018
2024,184424,144348,328772,2018
2025,220858,170091,390949,2018
2026,256027,195926,451953,2018
2027,291089,221744,512833,2018
2028,324170,246047,570217,2018
2029,358619,269045,627664,2018
2030,392895,290859,683754,2018
2031,429558,311933,741491,2018
2032,465457,330815,796272,2018
2033,502231,348874,851105,2018
2034,539181,365549,904730,2018
2035,574692,383159,957851,2018
2036,608575,400165,1008740,2018
2037,644463,418338,1062801,2018
2038,680329,436325,1116654,2018
2039,714363,454361,1168724,2018
2040,749158,471080,1220238,2018
2041,782719,487675,1270394,2018
2042,814963,504526,1319489,2018
2043,846515,519588,1366103,2018
2044,877589,534610,1412199,2018
2045,909423,551567,1460990,2018
2046,940861,566145,1507006,2018
2047,971298,579776,1551074,2018
2048,1001073,592671,1593744,2018
2049,1030435,604017,1634452,2018
2050,1061125,614224,1675349,2018
2051,1089733,625169,1714902,2018
2052,1118147,636265,1754412,2018
2053,1144786,645993,1790779,2018
2054,1171120,654844,1825964,2018
2055,1197197,664288,1861485,2018
2056,1221404,673872,1895276,2018
2057,1247008,680705,1927713,2018
2058,1270597,688060,1958657,2018
2059,1293537,693519,1987056,2018
2060,1317203,699740,2016943,2018
2010,-910,371,-539,2019
2011,-498,1306,808,2019
2012,-393,2122,1729,2019
2013,-1226,2744,1518,2019
2014,-783,3057,2274,2019
2015,-61,2715,2654,2019
2016,53,3357,3410,2019
2017,1212,4404,5616,2019
2018,1275,5327,6602,2019
2019,11182,13266,24448,2019
2020,25492,27749,53241,2019
2021,45520,45472,90992,2019
2022,67787,66630,134417,2019
2023,93922,90386,184308,2019
2024,124046,113729,237775,2019
2025,156676,137304,293980,2019
2026,188862,162259,351121,2019
2027,221131,186525,407656,2019
2028,252048,209142,461190,2019
2029,284043,229780,513823,2019
2030,316684,250190,566874,2019
2031,352136,270962,623098,2019
2032,387996,290389,678385,2019
2033,425642,308540,734182,2019
2034,462447,326576,789023,2019
2035,496140,342880,839020,2019
2036,529748,358249,887997,2019
2037,565740,373732,939472,2019
2038,600698,389442,990140,2019
2039,633431,406133,1039564,2019
2040,667948,421794,1089742,2019
2041,700339,438322,1138661,2019
2042,730033,455189,1185222,2019
2043,759869,471742,1231611,2019
2044,789644,488986,1278630,2019
2045,817294,506039,1323333,2019
2046,844379,520643,1365022,2019
2047,871604,533936,1405540,2019
2048,897944,544891,1442835,2019
2049,924949,554477,1479426,2019
2050,953622,563991,1517613,2019
2051,982272,573680,1555952,2019
2052,1007529,582913,1590442,2019
2053,1032224,590876,1623100,2019
2054,1058153,598102,1656255,2019
2055,1083380,605443,1688823,2019
2056,1108369,612281,1720650,2019
2057,1132613,618454,1751067,2019
2058,1155688,625276,1780964,2019
2059,1179876,629798,1809674,2019
2060,1203938,635346,1839284,2019
2010,-2083,1838,-245,2020
2011,-3231,4183,952,2020
2012,-4006,6293,2287,2020
2013,-4332,7964,3632,2020
2014,-4132,8928,4796,2020
2015,-3738,9179,5441,2020
2016,-3818,10503,6685,2020
2017,-2584,12374,9790,2020
2018,-4076,15222,11146,2020
2019,-5960,17219,11259,2020
2020,860,27336,28196,2020
2021,15152,41443,56595,2020
2022,34483,58985,93468,2020
2023,58547,80412,138959,2020
2024,86054,101063,187117,2020
2025,116888,123200,240088,2020
2026,147894,147703,295597,2020
2027,179937,173181,353118,2020
2028,210182,197516,407698,2020
2029,242787,220532,463319,2020
2030,275085,243569,518654,2020
2031,307333,266551,573884,2020
2032,340736,287452,628188,2020
2033,375283,306880,682163,2020
2034,408356,325067,733423,2020
2035,440192,342054,782246,2020
2036,471775,358335,830110,2020
2037,505081,375010,880091,2020
2038,537596,390489,928085,2020
2039,567966,406286,974252,2020
2040,601510,421115,1022625,2020
2041,634105,435952,1070057,2020
2042,665686,450631,1116317,2020
2043,697063,465896,1162959,2020
2044,728629,481209,1209838,2020
2045,758260,496352,1254612,2020
2046,788084,512097,1300181,2020
2047,817411,527362,1344773,2020
2048,844602,540555,1385157,2020
2049,870277,553182,1423459,2020
2050,897809,564983,1462792,2020
2051,924230,577082,1501312,2020
2052,950305,588695,1539000,2020
2053,973891,597485,1571376,2020
2054,996262,606326,1602588,2020
2055,1017804,615537,1633341,2020
2056,1039876,624513,1664389,2020
2057,1063168,632849,1696017,2020
2058,1084403,641646,1726049,2020
2059,1105417,649963,1755380,2020
2060,1127816,658175,1785991,2020
