"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2010,420,501,921,2016
2011,1563,1080,2643,2016
2012,2345,1708,4053,2016
2013,3877,2793,6670,2016
2014,6414,2855,9269,2016
2015,9174,3233,12407,2016
2016,20890,10558,31448,2016
2017,40104,22963,63067,2016
2018,61592,38540,100132,2016
2019,87289,56270,143559,2016
2020,114171,76610,190781,2016
2021,142637,97388,240025,2016
2022,171303,119117,290420,2016
2023,201805,143237,345042,2016
2024,233786,165654,399440,2016
2025,264868,186906,451774,2016
2026,294801,208856,503657,2016
2027,324016,229080,553096,2016
2028,351465,248308,599773,2016
2029,379003,265251,644254,2016
2030,406061,281128,687189,2016
2031,434823,298270,733093,2016
2032,464742,313564,778306,2016
2033,496521,327556,824077,2016
2034,528405,341550,869955,2016
2035,558205,356296,914501,2016
2036,586218,370003,956221,2016
2037,614987,384573,999560,2016
2038,645194,397127,1042321,2016
2039,671800,411256,1083056,2016
2040,701459,424767,1126226,2016
2041,732423,438763,1171186,2016
2042,760821,453070,1213891,2016
2043,789276,466926,1256202,2016
2044,817278,480438,1297716,2016
2045,842408,494331,1336739,2016
2046,866473,506569,1373042,2016
2047,890760,519048,1409808,2016
2048,914843,528744,1443587,2016
2049,935501,536789,1472290,2016
2050,958325,545157,1503482,2016
2051,980240,554369,1534609,2016
2052,999918,562004,1561922,2016
2053,1018663,568976,1587639,2016
2054,1038933,574959,1613892,2016
2055,1058194,581828,1640022,2016
2056,1076359,587932,1664291,2016
2057,1097162,592462,1689624,2016
2058,1116416,598688,1715104,2016
2059,1135102,604009,1739111,2016
2060,1155006,610226,1765232,2016
2010,-1023,1026,3,2017
2011,-1517,1892,375,2017
2012,-2911,2844,-67,2017
2013,-3686,3896,210,2017
2014,-2816,3914,1098,2017
2015,-2094,3947,1853,2017
2016,-959,4757,3798,2017
2017,10623,12506,23129,2017
2018,25478,25515,50993,2017
2019,46763,41147,87910,2017
2020,70378,59857,130235,2017
2021,97169,78794,175963,2017
2022,125675,99281,224956,2017
2023,156053,121039,277092,2017
2024,187774,141642,329416,2017
2025,218654,161941,380595,2017
2026,248235,183091,431326,2017
2027,276696,203601,480297,2017
2028,304331,222135,526466,2017
2029,332615,238551,571166,2017
2030,358399,255212,613611,2017
2031,386226,271840,658066,2017
2032,415361,286016,701377,2017
2033,446038,300128,746166,2017
2034,477729,313738,791467,2017
2035,507155,327180,834335,2017
2036,535285,341061,876346,2017
2037,563771,354910,918681,2017
2038,592640,367507,960147,2017
2039,618421,381484,999905,2017
2040,647054,394572,1041626,2017
2041,675716,407840,1083556,2017
2042,701713,421911,1123624,2017
2043,727952,435042,1162994,2017
2044,755155,448021,1203176,2017
2045,780049,462603,1242652,2017
2046,803078,474530,1277608,2017
2047,828188,486336,1314524,2017
2048,852473,496006,1348479,2017
2049,872275,503727,1376002,2017
2050,893210,512294,1405504,2017
2051,913382,521430,1434812,2017
2052,929164,531164,1460328,2017
2053,946566,539111,1485677,2017
2054,966092,546978,1513070,2017
2055,984927,554750,1539677,2017
2056,1002853,562572,1565425,2017
2057,1020518,569150,1589668,2017
2058,1036934,577080,1614014,2017
2059,1054013,584149,1638162,2017
2060,1071115,590927,1662042,2017
2010,803,1432,2235,2018
2011,2339,2689,5028,2018
2012,3224,4069,7293,2018
2013,4024,5259,9283,2018
2014,5771,5213,10984,2018
2015,7893,5740,13633,2018
2016,10486,6799,17285,2018
2017,14324,7806,22130,2018
2018,24136,15713,39849,2018
2019,39043,27140,66183,2018
