"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2025,162653,136143,298796,2017
2026,187874,153953,341827,2017
2027,210759,171725,382484,2017
2028,233841,187503,421344,2017
2029,257617,202093,459710,2017
2030,279810,216449,496259,2017
2031,303380,232109,535489,2017
2032,327905,245365,573270,2017
2033,352698,259218,611916,2017
2034,377880,272316,650196,2017
2035,400904,284710,685614,2017
2036,423479,296929,720408,2017
2037,446514,309202,755716,2017
2038,470434,319717,790151,2017
2039,492770,330885,823655,2017
2040,516913,341273,858186,2017
2041,540011,351617,891628,2017
2042,560715,361942,922657,2017
2043,580990,371206,952196,2017
2044,601481,379547,981028,2017
2045,621411,387902,1009313,2017
2046,640352,393820,1034172,2017
2047,659663,399956,1059619,2017
2048,676377,405607,1081984,2017
2049,690618,410116,1100734,2017
2050,704485,414617,1119102,2017
2051,719512,419652,1139164,2017
2052,733724,425953,1159677,2017
2053,746709,430004,1176713,2017
2054,761221,433238,1194459,2017
2055,774623,438159,1212782,2017
2056,788964,442789,1231753,2017
2057,805716,447507,1253223,2017
2058,822269,452473,1274742,2017
2059,839486,455524,1295010,2017
2060,857843,460131,1317974,2017
2010,1362,992,2354,2018
2011,2162,1875,4037,2018
2012,2260,2801,5061,2018
2013,3436,3449,6885,2018
2014,4366,3223,7589,2018
2015,4995,3419,8414,2018
2016,5911,4515,10426,2018
2017,8053,6350,14403,2018
2018,15453,13387,28840,2018
2019,28085,22817,50902,2018
2020,41758,35936,77694,2018
2021,58803,50318,109121,2018
2022,77446,66870,144316,2018
2023,97780,84635,182415,2018
2024,120224,102130,222354,2018
2025,143306,118964,262270,2018
2026,166597,136860,303457,2018
2027,188623,154109,342732,2018
2028,209480,169284,378764,2018
2029,231722,183453,415175,2018
2030,253141,196977,450118,2018
2031,277036,210855,487891,2018
2032,300684,223890,524574,2018
2033,325025,235843,560868,2018
2034,350073,247258,597331,2018
2035,374064,259117,633181,2018
2036,397416,269637,667053,2018
2037,421773,282000,703773,2018
2038,445755,293355,739110,2018
2039,467999,305545,773544,2018
2040,490424,316966,807390,2018
2041,514897,329042,843939,2018
2042,536597,341513,878110,2018
2043,557613,353267,910880,2018
2044,578374,364099,942473,2018
2045,596444,375911,972355,2018
2046,615341,385407,1000748,2018
2047,635492,394356,1029848,2018
2048,654745,402785,1057530,2018
2049,673096,409570,1082666,2018
2050,692698,416588,1109286,2018
2051,710382,424841,1135223,2018
2052,725414,432788,1158202,2018
2053,738887,438304,1177191,2018
2054,752925,444215,1197140,2018
2055,767614,450446,1218060,2018
2056,782782,456724,1239506,2018
2057,799217,460945,1260162,2018
2058,815632,466332,1281964,2018
2059,830852,471223,1302075,2018
2060,848013,476443,1324456,2018
2010,-1390,1303,-87,2019
2011,-2129,2624,495,2019
2012,-3208,4164,956,2019
2013,-3924,4875,951,2019
2014,-5189,4758,-431,2019
2015,-4608,4636,28,2019
2016,-3781,4529,748,2019
2017,-3026,4329,1303,2019
2018,-3414,5806,2392,2019
2019,3535,11631,15166,2019
2020,13595,21641,35236,2019
2021,28360,33408,61768,2019
2022,46022,47552,93574,2019
2023,65030,63075,128105,2019
2024,87556,79217,166773,2019
2025,110548,95805,206353,2019
2026,133546,113846,247392,2019
2027,156729,131289,288018,2019
2028,181445,148017,329462,2019
2029,207172,163822,370994,2019
2030,232418,179411,411829,2019
2031,258975,195297,454272,2019
2032,284798,209342,494140,2019
2033,308077,222108,530185,2019
2034,333649,234671,568320,2019
2035,358078,246891,604969,2019
2036,380511,257189,637700,2019
2037,405977,268743,674720,2019
2038,430576,279655,710231,2019
2039,453722,291806,745528,2019
2040,479747,302459,782206,2019
2041,505899,314191,820090,2019
2042,527371,327422,854793,2019
2043,548979,339799,888778,2019
2044,571290,351266,922556,2019
2045,591658,364103,955761,2019
2046,610994,374482,985476,2019
2047,632186,383701,1015887,2019
2048,652089,391251,1043340,2019
2049,670623,398228,1068851,2019
2050,692035,406106,1098141,2019
2051,711186,414572,1125758,2019
2052,729028,423008,1152036,2019
2053,745615,429930,1175545,2019
2054,764488,436578,1201066,2019
2055,781391,443186,1224577,2019
2056,795851,450200,1246051,2019
2057,811637,455094,1266731,2019
2058,825761,460737,1286498,2019
2059,838519,466680,1305199,2019
2060,852282,471996,1324278,2019
2010,295,1215,1510,2020
2011,1014,2399,3413,2020
2012,1490,4196,5686,2020
2013,3272,6051,9323,2020
2014,3850,7683,11533,2020
2015,5119,8870,13989,2020
2016,6225,10337,16562,2020
2017,7253,11596,18849,2020
2018,6967,13826,20793,2020
2019,7381,15729,23110,2020
2020,10825,23327,34152,2020
2021,20444,33492,53936,2020
2022,33153,45996,79149,2020
2023,47621,61152,108773,2020
2024,66492,76961,143453,2020
2025,87750,93409,181159,2020
2026,108611,110944,219555,2020
2027,128527,127667,256194,2020
2028,150191,144510,294701,2020
2029,173829,160121,333950,2020
2030,197568,175738,373306,2020
2031,222103,191621,413724,2020
2032,247250,206285,453535,2020
2033,273706,220319,494025,2020
2034,300216,233742,533958,2020
2035,324267,247668,571935,2020
2036,347833,259526,607359,2020
2037,374845,271984,646829,2020
2038,399873,283175,683048,2020
2039,423469,295250,718719,2020
2040,446734,305242,751976,2020
2041,470484,315338,785822,2020
2042,490601,325244,815845,2020
2043,510537,335055,845592,2020
2044,531239,344813,876052,2020
2045,551732,355765,907497,2020
2046,571147,365783,936930,2020
2047,590543,374577,965120,2020
2048,608595,382579,991174,2020
2049,624696,390945,1015641,2020
2050,643830,399443,1043273,2020
2051,661999,408359,1070358,2020
2052,676269,416516,1092785,2020
2053,690610,422660,1113270,2020
2054,705833,427152,1132985,2020
2055,719606,432067,1151673,2020
2056,733521,436133,1169654,2020
2057,748739,440516,1189255,2020
2058,763219,445428,1208647,2020
2059,779202,449921,1229123,2020
2060,795994,454437,1250431,2020
