"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2010,-752,207,-545,2016
2011,-369,708,339,2016
2012,0,1026,1026,2016
2013,546,1665,2211,2016
2014,1238,1627,2865,2016
2015,2852,1340,4192,2016
2016,11118,7007,18125,2016
2017,24767,16457,41224,2016
2018,40258,29460,69718,2016
2019,58864,44157,103021,2016
2020,77041,60837,137878,2016
2021,97671,77793,175464,2016
2022,119599,96499,216098,2016
2023,143452,115752,259204,2016
2024,168494,134888,303382,2016
2025,193246,152452,345698,2016
2026,217687,170945,388632,2016
2027,241263,188228,429491,2016
2028,263192,204208,467400,2016
2029,286787,218657,505444,2016
2030,310658,232959,543617,2016
2031,335130,247307,582437,2016
2032,360886,260313,621199,2016
2033,387627,272173,659800,2016
2034,413318,284494,697812,2016
2035,437599,296881,734480,2016
2036,461270,308144,769414,2016
2037,486500,320322,806822,2016
2038,512402,332100,844502,2016
2039,532694,344519,877213,2016
2040,553689,355358,909047,2016
2041,576000,366308,942308,2016
2042,596418,377534,973952,2016
2043,616806,387392,1004198,2016
2044,636680,396502,1033182,2016
2045,657315,406691,1064006,2016
2046,675878,415042,1090920,2016
2047,695524,421579,1117103,2016
2048,714016,428171,1142187,2016
2049,731931,434615,1166546,2016
2050,750367,441545,1191912,2016
2051,770169,450308,1220477,2016
2052,787361,458486,1245847,2016
2053,803647,463652,1267299,2016
2054,823718,468495,1292213,2016
2055,841195,474410,1315605,2016
2056,856878,479708,1336586,2016
2057,873702,483602,1357304,2016
2058,888108,488251,1376359,2016
2059,901064,491567,1392631,2016
2060,916257,496021,1412278,2016
2010,-912,1288,376,2017
2011,-669,2454,1785,2017
2012,-866,3851,2985,2017
2013,-57,5288,5231,2017
2014,-186,5689,5503,2017
2015,-296,5703,5407,2017
2016,224,6616,6840,2017
2017,8278,12822,21100,2017
2018,19962,23274,43236,2017
2019,35687,35688,71375,2017
2020,52243,51172,103415,2017
2021,71287,67020,138307,2017
2022,91003,84490,175493,2017
2023,113346,102591,215937,2017
2024,137681,119394,257075,2017
