"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2031,192321,165558,357879,2020
2032,215699,178286,393985,2020
2033,240119,190369,430488,2020
2034,263690,201557,465247,2020
2035,285078,213126,498204,2020
2036,305182,223544,528726,2020
2037,328136,235346,563482,2020
2038,349833,246533,596366,2020
2039,371311,258214,629525,2020
2040,393994,267011,661005,2020
2041,418238,277103,695341,2020
2042,441780,287397,729177,2020
2043,464552,296963,761515,2020
2044,488371,305310,793681,2020
2045,512477,314740,827217,2020
2046,534771,323783,858554,2020
2047,556225,331531,887756,2020
2048,576149,337834,913983,2020
2049,595078,343373,938451,2020
2050,615985,349993,965978,2020
2051,634515,357038,991553,2020
2052,650439,364206,1014645,2020
2053,665209,369732,1034941,2020
2054,680051,374431,1054482,2020
2055,696870,379101,1075971,2020
2056,710753,384092,1094845,2020
2057,726235,388208,1114443,2020
2058,741155,391762,1132917,2020
2059,756893,394518,1151411,2020
2060,772596,398189,1170785,2020
