"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2012,-330,-130,-460,2018
2013,-301,-501,-802,2018
2014,-635,-1073,-1708,2018
2015,-644,-1518,-2162,2018
2016,-727,-1727,-2454,2018
2017,-882,-1420,-2302,2018
2018,-312,-929,-1241,2018
2019,1026,560,1586,2018
2020,2391,2814,5205,2018
2021,2924,5021,7945,2018
2022,4408,8362,12770,2018
2023,7299,11975,19274,2018
2024,10209,15381,25590,2018
2025,13765,18868,32633,2018
2026,17407,22131,39538,2018
2027,21347,24934,46281,2018
2028,25501,27332,52833,2018
2029,30724,29094,59818,2018
2030,36189,30620,66809,2018
2031,41742,32834,74576,2018
2032,47676,34605,82281,2018
2033,54132,36492,90624,2018
2034,60803,38392,99195,2018
2035,66690,40421,107111,2018
2036,72209,41341,113550,2018
2037,78692,42365,121057,2018
2038,85822,43006,128828,2018
2039,92050,45189,137239,2018
2040,98476,45413,143889,2018
2041,106204,48096,154300,2018
2042,113066,51717,164783,2018
2043,120146,55960,176106,2018
2044,126674,59275,185949,2018
2045,133400,62983,196383,2018
2046,139677,66077,205754,2018
2047,148205,67823,216028,2018
2048,155972,67563,223535,2018
2049,163209,67201,230410,2018
2050,169608,66702,236310,2018
2051,175370,66802,242172,2018
2052,179245,67295,246540,2018
2053,179391,67611,247002,2018
2054,183318,67997,251315,2018
2055,188188,69974,258162,2018
2056,192389,70564,262953,2018
2057,197172,69036,266208,2018
2058,200039,68251,268290,2018
2059,203832,66076,269908,2018
2060,208383,63999,272382,2018
2010,-125,429,304,2019
2011,-336,1180,844,2019
2012,-601,2134,1533,2019
2013,-914,2802,1888,2019
2014,-1611,3004,1393,2019
2015,-2149,3228,1079,2019
2016,-2835,3257,422,2019
2017,-3638,3463,-175,2019
2018,-4793,3237,-1556,2019
2019,-4634,4028,-606,2019
2020,-5106,5706,600,2019
2021,-5552,7584,2032,2019
2022,-4966,10325,5359,2019
2023,-2967,12842,9875,2019
2024,-439,15149,14710,2019
2025,2763,17834,20597,2019
2026,6574,20923,27497,2019
2027,10273,23836,34109,2019
2028,14371,26422,40793,2019
2029,20748,29166,49914,2019
2030,26578,31783,58361,2019
2031,33389,34992,68381,2019
2032,39719,37474,77193,2019
2033,46722,39534,86256,2019
2034,54320,41214,95534,2019
2035,62236,43687,105923,2019
2036,68889,46035,114924,2019
2037,76803,47687,124490,2019
2038,85861,48934,134795,2019
2039,94246,51411,145657,2019
2040,101666,52158,153824,2019
2041,111355,55746,167101,2019
2042,120876,60469,181345,2019
2043,129207,64947,194154,2019
2044,137266,68955,206221,2019
2045,144072,73152,217224,2019
2046,152082,76931,229013,2019
2047,159308,80110,239418,2019
2048,164809,80709,245518,2019
2049,169867,82225,252092,2019
2050,174240,83732,257972,2019
2051,177786,84416,262202,2019
2052,179551,85283,264834,2019
2053,178418,84776,263194,2019
2054,180135,83874,264009,2019
2055,183532,84168,267700,2019
2056,186182,83861,270043,2019
2057,188918,82300,271218,2019
2058,190431,82143,272574,2019
2059,191517,81226,272743,2019
2060,193529,81500,275029,2019
2010,814,141,955,2020
2011,1634,408,2042,2020
2012,2814,1222,4036,2020
2013,3589,1808,5397,2020
2014,4015,2070,6085,2020
2015,5123,2400,7523,2020
2016,6300,2641,8941,2020
2017,7325,2600,9925,2020
2018,7776,2850,10626,2020
2019,8294,3095,11389,2020
2020,7678,4641,12319,2020
2021,7480,6591,14071,2020
2022,8384,9360,17744,2020
2023,10635,11959,22594,2020
2024,13697,14089,27786,2020
2025,16650,16520,33170,2020
2026,19837,19581,39418,2020
2027,22680,22357,45037,2020
2028,26210,25229,51439,2020
2029,31316,27932,59248,2020
2030,36166,30332,66498,2020
2031,41798,33507,75305,2020
2032,47018,36064,83082,2020
2033,53319,37268,90587,2020
2034,59188,38387,97575,2020
2035,65432,39575,105007,2020
2036,69663,40968,110631,2020
2037,74866,42083,116949,2020
2038,80070,42670,122740,2020
2039,83569,44746,128315,2020
2040,87271,44917,132188,2020
2041,92741,46909,139650,2020
2042,96576,50191,146767,2020
2043,100896,53294,154190,2020
2044,106610,55287,161897,2020
2045,112380,57609,169989,2020
2046,117836,59769,177605,2020
2047,123532,60890,184422,2020
2048,126533,59608,186141,2020
2049,131766,59325,191091,2020
2050,135393,59283,194676,2020
2051,139613,60151,199764,2020
2052,142080,61362,203442,2020
2053,141551,61168,202719,2020
2054,141104,60834,201938,2020
2055,142117,60428,202545,2020
2056,143288,59422,202710,2020
2057,146732,57967,204699,2020
2058,148503,58425,206928,2020
2059,150297,57829,208126,2020
2060,152439,58223,210662,2020
