"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2010,-1282,181,-1101,2016
2011,-2304,518,-1786,2016
2012,-2556,1216,-1340,2016
2013,-3396,1862,-1534,2016
2014,-3366,2393,-973,2016
2015,-2981,2844,-137,2016
2016,-1433,4351,2918,2016
2017,1425,6664,8089,2016
2018,3845,9211,13056,2016
2019,6966,12654,19620,2016
2020,9575,16620,26195,2016
2021,11246,20721,31967,2016
2022,13397,25129,38526,2016
2023,15967,29749,45716,2016
2024,19274,34436,53710,2016
2025,24110,39313,63423,2016
2026,28405,44921,73326,2016
2027,31991,50601,82592,2016
2028,35788,55062,90850,2016
2029,40473,58800,99273,2016
2030,45573,62137,107710,2016
2031,51092,66611,117703,2016
2032,56496,70866,127362,2016
2033,62063,74218,136281,2016
2034,68993,76708,145701,2016
2035,75738,79489,155227,2016
2036,82687,81480,164167,2016
2037,91153,83827,174980,2016
2038,100168,86102,186270,2016
2039,107889,89553,197442,2016
2040,115961,91507,207468,2016
2041,125779,94372,220151,2016
2042,133574,97558,231132,2016
2043,142284,100272,242556,2016
2044,151214,102387,253601,2016
2045,159785,105117,264902,2016
2046,165012,107453,272465,2016
2047,171282,110072,281354,2016
2048,176572,111279,287851,2016
2049,182412,113794,296206,2016
2050,189832,115435,305267,2016
2051,197385,116642,314027,2016
2052,204805,118217,323022,2016
2053,210028,118547,328575,2016
2054,215915,117684,333599,2016
2055,220787,117254,338041,2016
2056,225090,116535,341625,2016
2057,228077,114667,342744,2016
2058,229847,113768,343615,2016
2059,231817,112048,343865,2016
2060,235893,109847,345740,2016
2010,-1774,-795,-2569,2017
2011,-2740,-1415,-4155,2017
2012,-3439,-1760,-5199,2017
2013,-4123,-2245,-6368,2017
2014,-4742,-3237,-7979,2017
2015,-5135,-4560,-9695,2017
2016,-4973,-5198,-10171,2017
2017,-3884,-4830,-8714,2017
2018,-2557,-3954,-6511,2017
2019,-884,-2139,-3023,2017
2020,975,942,1917,2017
2021,1943,3947,5890,2017
2022,3987,7711,11698,2017
2023,6636,11404,18040,2017
2024,10677,15005,25682,2017
2025,15385,18723,34108,2017
2026,19948,23069,43017,2017
2027,24682,27338,52020,2017
2028,28399,30989,59388,2017
2029,33340,34225,67565,2017
2030,38340,37100,75440,2017
2031,43408,40632,84040,2017
2032,48764,43817,92581,2017
2033,55576,46405,101981,2017
2034,62932,48174,111106,2017
2035,70007,50044,120051,2017
2036,77462,50988,128450,2017
2037,86728,52189,138917,2017
2038,97364,52980,150344,2017
2039,106244,55055,161299,2017
2040,115416,54868,170284,2017
2041,125391,55945,181336,2017
2042,134473,58546,193019,2017
2043,142910,61277,204187,2017
2044,152856,63322,216178,2017
2045,161469,65343,226812,2017
2046,168919,67701,236620,2017
2047,176768,68857,245625,2017
2048,183324,69285,252609,2017
2049,190251,70026,260277,2017
2050,197207,70911,268118,2017
2051,203647,71728,275375,2017
2052,208437,72283,280720,2017
2053,211550,71880,283430,2017
2054,216142,71868,288010,2017
2055,221064,72415,293479,2017
2056,224459,72617,297076,2017
2057,229213,71220,300433,2017
2058,233505,70943,304448,2017
2059,236886,68473,305359,2017
2060,241199,66851,308050,2017
2010,-178,-207,-385,2018
2011,-224,-111,-335,2018
