"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2037,711078,474463,1185541,2017
2038,748837,491289,1240126,2017
2039,783827,508596,1292423,2017
2040,819686,524000,1343686,2017
2041,856475,541162,1397637,2017
2042,890645,557805,1448450,2017
2043,922852,574783,1497635,2017
2044,954430,591960,1546390,2017
2045,983687,609496,1593183,2017
2046,1012772,625042,1637814,2017
2047,1042373,639917,1682290,2017
2048,1069694,654985,1724679,2017
2049,1095990,668205,1764195,2017
2050,1125035,681502,1806537,2017
2051,1153557,694320,1847877,2017
2052,1178959,706642,1885601,2017
2053,1203609,716388,1919997,2017
2054,1229187,725628,1954815,2017
2055,1254732,734827,1989559,2017
2056,1280325,743579,2023904,2017
2057,1306868,750170,2057038,2017
2058,1331310,758480,2089790,2017
2059,1354319,765612,2119931,2017
2060,1378437,773386,2151823,2017
2010,-182,1786,1604,2018
2011,670,3245,3915,2018
2012,897,4210,5107,2018
2013,2592,5357,7949,2018
2014,3790,5449,9239,2018
2015,6086,5954,12040,2018
2016,7584,6830,14414,2018
2017,10902,8131,19033,2018
2018,22462,18612,41074,2018
2019,40471,33496,73967,2018
2020,63228,53700,116928,2018
2021,91100,76817,167917,2018
2022,123071,102886,225957,2018
2023,156619,130987,287606,2018
2024,192376,158819,351195,2018
2025,230131,186599,416730,2018
2026,267025,214230,481255,2018
2027,303726,240036,543762,2018
2028,339660,265026,604686,2018
2029,376808,288671,665479,2018
2030,413398,311831,725229,2018
2031,451961,334264,786225,2018
2032,490032,355450,845482,2018
2033,529644,374931,904575,2018
2034,568961,393767,962728,2018
2035,605341,413311,1018652,2018
2036,641902,431911,1073813,2018
2037,680950,449943,1130893,2018
2038,719855,467686,1187541,2018
2039,757667,485548,1243215,2018
2040,795936,501408,1297344,2018
2041,835216,517806,1353022,2018
2042,872112,533760,1405872,2018
2043,907175,547915,1455090,2018
2044,941267,561805,1503072,2018
2045,976076,575642,1551718,2018
2046,1009469,587766,1597235,2018
2047,1043051,598090,1641141,2018
2048,1075596,606649,1682245,2018
2049,1107123,614321,1721444,2018
2050,1139864,622204,1762068,2018
2051,1171370,629663,1801033,2018
2052,1199504,637796,1837300,2018
2053,1225373,644498,1869871,2018
2054,1251639,653319,1904958,2018
2055,1276124,662294,1938418,2018
2056,1298352,671614,1969966,2018
2057,1321956,678479,2000435,2018
2058,1345367,686156,2031523,2018
2059,1369027,692120,2061147,2018
2060,1391940,698993,2090933,2018
2010,-567,657,90,2019
2011,125,1634,1759,2019
2012,807,2502,3309,2019
2013,558,3060,3618,2019
2014,1429,2821,4250,2019
2015,3216,2165,5381,2019
2016,4164,2720,6884,2019
2017,6672,3784,10456,2019
2018,6921,4575,11496,2019
2019,17836,13538,31374,2019
2020,33900,29374,63274,2019
2021,56246,49163,105409,2019
2022,81898,72488,154386,2019
2023,112035,99098,211133,2019
2024,145571,124336,269907,2019
2025,181540,150288,331828,2019
2026,217413,177651,395064,2019
2027,253456,205308,458764,2019
2028,287760,231735,519495,2019
2029,323290,256539,579829,2019
2030,359703,280952,640655,2019
2031,396859,304414,701273,2019
2032,434025,326797,760822,2019
2033,471286,347536,818822,2019
2034,509818,367558,877376,2019
2035,544780,386633,931413,2019
2036,580681,405688,986369,2019
2037,618181,424552,1042733,2019
2038,654646,442890,1097536,2019
2039,690002,462217,1152219,2019
2040,725790,479244,1205034,2019
2041,761884,496395,1258279,2019
2042,795512,513092,1308604,2019
2043,827713,529879,1357592,2019
2044,860830,546620,1407450,2019
2045,892662,563730,1456392,2019
2046,924146,577909,1502055,2019
2047,955431,591764,1547195,2019
2048,985459,604366,1589825,2019
2049,1015455,615832,1631287,2019
2050,1045539,626552,1672091,2019
2051,1075199,637236,1712435,2019
2052,1101075,647456,1748531,2019
2053,1125469,656561,1782030,2019
2054,1149216,665522,1814738,2019
2055,1173755,674237,1847992,2019
2056,1196975,681161,1878136,2019
2057,1219717,686907,1906624,2019
2058,1239792,693485,1933277,2019
2059,1260242,698522,1958764,2019
2060,1280924,704793,1985717,2019
2010,-1594,1170,-424,2020
2011,-1788,2662,874,2020
2012,-2006,4077,2071,2020
2013,-1743,4823,3080,2020
2014,-1362,4980,3618,2020
2015,-499,5006,4507,2020
2016,204,6006,6210,2020
2017,2069,7544,9613,2020
2018,1607,9520,11127,2020
2019,-5,11058,11053,2020
2020,8365,21035,29400,2020
2021,24386,35716,60102,2020
2022,45438,53586,99024,2020
2023,70547,74289,144836,2020
2024,100288,95454,195742,2020
2025,133102,118597,251699,2020
2026,166870,144606,311476,2020
2027,201778,171438,373216,2020
2028,234767,196888,431655,2020
2029,268016,220724,488740,2020
2030,303074,244883,547957,2020
2031,338245,269136,607381,2020
2032,375493,291760,667253,2020
2033,413828,313039,726867,2020
2034,451472,333474,784946,2020
2035,485876,351840,837716,2020
2036,520362,368955,889317,2020
2037,556063,386230,942293,2020
2038,591772,402645,994417,2020
2039,625840,419671,1045511,2020
2040,662377,434673,1097050,2020
2041,699972,450156,1150128,2020
2042,736001,466133,1202134,2020
2043,770892,482158,1253050,2020
2044,805279,498049,1303328,2020
2045,836693,513021,1349714,2020
2046,867591,527936,1395527,2020
2047,899478,542588,1442066,2020
2048,929543,555661,1485204,2020
2049,959747,569129,1528876,2020
2050,990774,580735,1571509,2020
2051,1020077,591873,1611950,2020
2052,1047735,603435,1651170,2020
2053,1073197,612098,1685295,2020
2054,1099463,620931,1720394,2020
2055,1125496,629258,1754754,2020
2056,1151655,636906,1788561,2020
2057,1177612,644326,1821938,2020
2058,1201808,652339,1854147,2020
2059,1225633,660037,1885670,2020
2060,1249013,667198,1916211,2020
