"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2010,-1004,-99,-1103,2016
2011,-977,-171,-1148,2016
2012,-954,-139,-1093,2016
2013,-1179,-485,-1664,2016
2014,-894,-1127,-2021,2016
2015,-1056,-1849,-2905,2016
2016,11491,6510,18001,2016
2017,32493,20562,53055,2016
2018,56870,39266,96136,2016
2019,84951,61262,146213,2016
2020,116439,87756,204195,2016
2021,152143,114601,266744,2016
2022,188447,143177,331624,2016
2023,225943,173790,399733,2016
2024,265771,203103,468874,2016
2025,304623,230918,535541,2016
2026,342804,259428,602232,2016
2027,380765,286885,667650,2016
2028,416407,311946,728353,2016
2029,452695,334931,787626,2016
2030,487677,357386,845063,2016
2031,524276,379928,904204,2016
2032,561755,401120,962875,2016
2033,599655,419457,1019112,2016
2034,639647,436354,1076001,2016
2035,677503,453650,1131153,2016
2036,715227,470004,1185231,2016
2037,754547,486594,1241141,2016
2038,794767,503327,1298094,2016
2039,832577,520555,1353132,2016
2040,870367,535973,1406340,2016
2041,908675,553189,1461864,2016
2042,942696,571144,1513840,2016
2043,976666,588073,1564739,2016
2044,1009554,603866,1613420,2016
2045,1041155,619816,1660971,2016
2046,1074100,634306,1708406,2016
2047,1104792,646878,1751670,2016
2048,1133739,657835,1791574,2016
2049,1161762,668190,1829952,2016
2050,1189464,678774,1868238,2016
2051,1217148,689548,1906696,2016
2052,1243032,700533,1943565,2016
2053,1266813,709913,1976726,2016
2054,1292106,719157,2011263,2016
2055,1317607,728889,2046496,2016
2056,1341632,739308,2080940,2016
2057,1367056,748229,2115285,2016
2058,1390911,757888,2148799,2016
2059,1414715,765635,2180350,2016
2060,1438681,774090,2212771,2016
2010,-905,938,33,2017
2011,-1185,2226,1041,2017
2012,-1442,3536,2094,2017
2013,-1326,5305,3979,2017
2014,-480,5946,5466,2017
2015,-354,6518,6164,2017
2016,-246,8674,8428,2017
2017,12923,18966,31889,2017
2018,30915,35472,66387,2017
2019,54883,55287,110170,2017
2020,83271,78823,162094,2017
2021,115072,102581,217653,2017
2022,148477,129743,278220,2017
2023,184303,157806,342109,2017
2024,222363,185693,408056,2017
2025,260691,213635,474326,2017
2026,298112,242247,540359,2017
2027,335767,270735,606502,2017
2028,372106,296348,668454,2017
2029,408979,320144,729123,2017
2030,446024,344053,790077,2017
2031,484117,366491,850608,2017
2032,521809,386910,908719,2017
2033,561493,405827,967320,2017
2034,599990,423706,1023696,2017
2035,637024,441161,1078185,2017
2036,673090,457488,1130578,2017
