"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2026,27941,37245,65186,2017
2027,34232,41694,75926,2017
2028,40401,45189,85590,2017
2029,47984,48142,96126,2017
2030,54789,50804,105593,2017
2031,62749,53680,116429,2017
2032,69925,55833,125758,2017
2033,78571,57474,136045,2017
2034,88132,58470,146602,2017
2035,96597,60053,156650,2017
2036,104749,61427,166176,2017
2037,113324,63024,176348,2017
2038,123194,64252,187446,2017
2039,130734,66634,197368,2017
2040,139799,66446,206245,2017
2041,150327,68352,218679,2017
2042,159180,71107,230287,2017
2043,168240,74393,242633,2017
2044,177335,76811,254146,2017
2045,187423,80189,267612,2017
2046,196429,83021,279450,2017
2047,205950,85524,291474,2017
2048,213857,86422,300279,2017
2049,222137,87588,309725,2017
2050,229603,88004,317607,2017
2051,236491,89129,325620,2017
2052,242532,90620,333152,2017
2053,246717,90669,337386,2017
2054,254108,90843,344951,2017
2055,262500,91686,354186,2017
2056,270660,92194,362854,2017
2057,278483,90899,369382,2017
2058,286958,90129,377087,2017
2059,293604,88107,381711,2017
2060,301539,86320,387859,2017
2010,-46,380,334,2018
2011,49,970,1019,2018
2012,33,1826,1859,2018
2013,28,2430,2458,2018
2014,37,2602,2639,2018
2015,175,2948,3123,2018
2016,146,3579,3725,2018
2017,172,4321,4493,2018
2018,700,5992,6692,2018
2019,2262,8806,11068,2018
2020,3364,12404,15768,2018
2021,3869,16285,20154,2018
2022,5622,21407,27029,2018
2023,9169,26668,35837,2018
2024,13179,31680,44859,2018
2025,17893,36727,54620,2018
2026,23092,41985,65077,2018
2027,28890,46534,75424,2018
2028,34291,50322,84613,2018
2029,41877,53135,95012,2018
2030,48859,56451,105310,2018
2031,57205,60244,117449,2018
2032,65169,63297,128466,2018
2033,73666,65798,139464,2018
2034,83261,68372,151633,2018
2035,91490,70808,162298,2018
2036,99546,72697,172243,2018
2037,107846,74613,182459,2018
2038,118009,76009,194018,2018
2039,127235,78748,205983,2018
2040,137511,79167,216678,2018
2041,149283,82117,231400,2018
2042,160502,86148,246650,2018
2043,170232,90244,260476,2018
2044,179120,93229,272349,2018
2045,187874,97251,285125,2018
2046,195988,100483,296471,2018
2047,206116,103711,309827,2018
2048,213318,105522,318840,2018
2049,220002,106830,326832,2018
2050,227112,108234,335346,2018
2051,234023,110914,344937,2018
2052,241475,114178,355653,2018
2053,244686,116498,361184,2018
2054,251139,119078,370217,2018
2055,258935,122646,381581,2018
2056,262993,124937,387930,2018
2057,267244,125769,393013,2018
2058,271149,126932,398081,2018
2059,274603,127285,401888,2018
2060,279603,127102,406705,2018
2010,386,535,921,2019
2011,687,1426,2113,2019
2012,1337,2542,3879,2019
2013,2072,3152,5224,2019
2014,2263,3194,5457,2019
2015,2569,3316,5885,2019
2016,2726,3349,6075,2019
2017,2992,3474,6466,2019
2018,2824,3389,6213,2019
2019,4265,4074,8339,2019
2020,4616,6108,10724,2019
2021,4785,8487,13272,2019
2022,5788,11680,17468,2019
2023,8416,14677,23093,2019
2024,11606,16990,28596,2019
2025,15196,19758,34954,2019
2026,19679,23172,42851,2019
2027,24406,26412,50818,2019
2028,29511,29620,59131,2019
2029,37211,32677,69888,2019
2030,45386,35633,81019,2019
2031,54375,39159,93534,2019
2032,62219,42413,104632,2019
2033,71036,44478,115514,2019
2034,81005,46239,127244,2019
2035,90643,48901,139544,2019
2036,97994,52100,150094,2019
2037,106863,55180,162043,2019
2038,115456,57247,172703,2019
2039,123055,60703,183758,2019
2040,130872,62179,193051,2019
2041,140875,65787,206662,2019
2042,148847,70803,219650,2019
2043,157246,75407,232653,2019
2044,165780,79912,245692,2019
2045,172224,84253,256477,2019
2046,181245,87595,268840,2019
2047,189638,89884,279522,2019
2048,197089,89511,286600,2019
2049,201905,89416,291321,2019
2050,207695,89865,297560,2019
2051,214011,90610,304621,2019
2052,217949,91540,309489,2019
2053,220116,91153,311269,2019
2054,223373,90902,314275,2019
2055,228588,92100,320688,2019
2056,233726,91618,325344,2019
2057,240011,90575,330586,2019
2058,244698,90984,335682,2019
2059,249695,90756,340451,2019
2060,254041,91303,345344,2019
2010,1164,281,1445,2020
2011,2131,621,2752,2020
2012,3652,1392,5044,2020
2013,4823,1892,6715,2020
2014,5742,1984,7726,2020
2015,7462,2210,9672,2020
2016,9010,2436,11446,2020
2017,10375,2514,12889,2020
2018,11545,3033,14578,2020
2019,12535,3245,15780,2020
2020,12212,5056,17268,2020
2021,12304,7288,19592,2020
2022,13754,10510,24264,2020
2023,16827,13488,30315,2020
2024,20919,15812,36731,2020
2025,25709,18615,44324,2020
2026,30411,22106,52517,2020
2027,35352,25748,61100,2020
2028,41404,29557,70961,2020
2029,49059,33103,82162,2020
2030,55905,36447,92352,2020
2031,63329,40954,104283,2020
2032,70408,45021,115429,2020
2033,78097,48049,126146,2020
2034,86353,50560,136913,2020
2035,94879,52915,147794,2020
2036,101231,55311,156542,2020
2037,108632,57331,165963,2020
2038,116038,59496,175534,2020
2039,122792,63104,185896,2020
2040,129371,65123,194494,2020
2041,138318,68210,206528,2020
2042,145834,73339,219173,2020
2043,152239,78641,230880,2020
2044,160537,83900,244437,2020
2045,166214,89625,255839,2020
2046,171034,95097,266131,2020
2047,177336,98725,276061,2020
2048,181543,99687,281230,2020
2049,186458,100136,286594,2020
2050,190865,100826,291691,2020
2051,195250,102837,298087,2020
2052,200143,104876,305019,2020
2053,202123,106209,308332,2020
2054,205802,107996,313798,2020
2055,209932,110542,320474,2020
2056,213730,111866,325596,2020
2057,219977,112248,332225,2020
2058,225266,113229,338495,2020
2059,230040,113655,343695,2020
2060,235065,115084,350149,2020
