"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2058,1225550,671383,1896933,2018
2059,1245765,676774,1922539,2018
2060,1267203,681889,1949092,2018
2010,-475,181,-294,2019
2011,359,900,1259,2019
2012,1046,1628,2674,2019
2013,771,2056,2827,2019
2014,1857,1985,3842,2019
2015,3363,1340,4703,2019
2016,4308,1710,6018,2019
2017,6617,2382,8999,2019
2018,6640,2882,9522,2019
2019,16993,10644,27637,2019
2020,32646,25001,57647,2019
2021,53829,42801,96630,2019
2022,77038,64070,141108,2019
2023,104681,88155,192836,2019
2024,135776,111800,247576,2019
2025,169675,135718,305393,2019
2026,202947,160780,363727,2019
2027,236941,185240,422181,2019
2028,269658,208688,478346,2019
2029,304515,230319,534834,2019
2030,339020,251695,590715,2019
2031,374798,273315,648113,2019
2032,412228,293689,705917,2019
2033,450426,313102,763528,2019
2034,489197,331548,820745,2019
2035,523493,348135,871628,2019
2036,557692,364150,921842,2019
2037,594209,379621,973830,2019
2038,629505,394636,1024141,2019
2039,663315,411203,1074518,2019
2040,697673,426672,1124345,2019
2041,731916,442471,1174387,2019
2042,762600,458837,1221437,2019
2043,792869,474551,1267420,2019
2044,823074,490645,1313719,2019
2045,851389,506878,1358267,2019
2046,879795,521239,1401034,2019
2047,908502,534568,1443070,2019
2048,936060,545575,1481635,2019
2049,963086,555267,1518353,2019
2050,992725,564483,1557208,2019
2051,1021436,573894,1595330,2019
2052,1046739,582544,1629283,2019
2053,1071345,590170,1661515,2019
2054,1096510,596814,1693324,2019
2055,1122415,603210,1725625,2019
2056,1146215,609336,1755551,2019
2057,1170243,613810,1784053,2019
2058,1192912,619716,1812628,2019
2059,1216207,623322,1839529,2019
2060,1239703,628030,1867733,2019
2010,-2023,1407,-616,2020
2011,-2987,3401,414,2020
2012,-3804,5278,1474,2020
2013,-3997,6693,2696,2020
2014,-3535,7160,3625,2020
2015,-2889,7057,4168,2020
2016,-2477,7942,5465,2020
2017,-536,9580,9044,2020
2018,-1361,11949,10588,2020
2019,-1948,13690,11742,2020
2020,6840,23837,30677,2020
2021,21964,38174,60138,2020
2022,42086,55827,97913,2020
2023,66731,77023,143754,2020
2024,95978,97962,193940,2020
2025,128030,120817,248847,2020
2026,160429,146340,306769,2020
2027,194180,172872,367052,2020
2028,226432,197616,424048,2020
2029,259460,221172,480632,2020
2030,292726,244754,537480,2020
2031,326283,268294,594577,2020
2032,361740,289766,651506,2020
2033,398494,309958,708452,2020
2034,435313,329243,764556,2020
2035,469264,346591,815855,2020
2036,503452,363881,867333,2020
2037,539092,381815,920907,2020
2038,574338,398410,972748,2020
2039,606731,415258,1021989,2020
2040,641853,430282,1072135,2020
2041,677832,445386,1123218,2020
2042,712258,460756,1173014,2020
2043,744162,476970,1221132,2020
2044,775812,493409,1269221,2020
2045,807021,509601,1316622,2020
2046,837674,525391,1363065,2020
2047,868714,541106,1409820,2020
2048,897760,555317,1453077,2020
2049,924293,568607,1492900,2020
2050,951939,580698,1532637,2020
2051,978226,592416,1570642,2020
2052,1001568,603795,1605363,2020
2053,1023136,612778,1635914,2020
2054,1044473,622258,1666731,2020
2055,1064749,630729,1695478,2020
2056,1084492,638785,1723277,2020
2057,1105909,645096,1751005,2020
2058,1124341,652733,1777074,2020
2059,1143600,660407,1804007,2020
2060,1164892,667490,1832382,2020
