"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2010,-44,-394,-438,2016
2011,616,-959,-343,2016
2012,309,-1563,-1254,2016
2013,76,-2299,-2223,2016
2014,205,-2914,-2709,2016
2015,148,-3581,-3433,2016
2016,11283,4085,15368,2016
2017,32014,16597,48611,2016
2018,54612,33384,87996,2016
2019,81667,53298,134965,2016
2020,110784,76061,186845,2016
2021,141920,98815,240735,2016
2022,174690,123390,298080,2016
2023,209667,150514,360181,2016
2024,245711,175723,421434,2016
2025,281246,199832,481078,2016
2026,314523,225809,540332,2016
2027,347599,249792,597391,2016
2028,378282,272107,650389,2016
2029,410519,292008,702527,2016
2030,440810,310743,751553,2016
2031,472800,329173,801973,2016
2032,506005,345860,851865,2016
2033,540728,361546,902274,2016
2034,575417,375942,951359,2016
2035,608892,390462,999354,2016
2036,641072,403667,1044739,2016
2037,676170,418233,1094403,2016
2038,712010,431593,1143603,2016
2039,745577,446304,1191881,2016
2040,780096,459293,1239389,2016
2041,813684,474123,1287807,2016
2042,844033,488919,1332952,2016
2043,876384,503731,1380115,2016
2044,908188,518653,1426841,2016
2045,937532,534180,1471712,2016
2046,965316,547400,1512716,2016
2047,992932,559836,1552768,2016
2048,1019781,569822,1589603,2016
2049,1042611,578634,1621245,2016
2050,1067163,587233,1654396,2016
2051,1092480,595707,1688187,2016
2052,1114642,604710,1719352,2016
2053,1135811,612178,1747989,2016
2054,1157830,618086,1775916,2016
2055,1178986,624348,1803334,2016
2056,1200068,630438,1830506,2016
2057,1222610,636414,1859024,2016
2058,1242943,642634,1885577,2016
2059,1263865,648139,1912004,2016
2060,1285900,655568,1941468,2016
2010,-2197,1080,-1117,2017
2011,-3551,2427,-1124,2017
2012,-5288,3721,-1567,2017
2013,-7047,5171,-1876,2017
2014,-7858,5180,-2678,2017
2015,-9092,4862,-4230,2017
2016,-9671,5436,-4235,2017
2017,1118,13517,14635,2017
2018,16754,27165,43919,2017
2019,38995,43995,82990,2017
2020,64479,64365,128844,2017
2021,93098,85470,178568,2017
2022,124317,108574,232891,2017
2023,158796,133388,292184,2017
2024,195412,157491,352903,2017
2025,231686,181789,413475,2017
2026,267346,206384,473730,2017
2027,301483,229993,531476,2017
2028,335100,251138,586238,2017
2029,369014,270801,639815,2017
2030,401095,290026,691121,2017
2031,434532,308898,743430,2017
2032,468691,325113,793804,2017
2033,504316,339713,844029,2017
2034,539129,354185,893314,2017
2035,573497,368934,942431,2017
2036,606820,384342,991162,2017
2037,643032,400303,1043335,2017
2038,679417,415336,1094753,2017
2039,714780,432190,1146970,2017
2040,751960,447277,1199237,2017
2041,788044,463176,1251220,2017
2042,822245,478502,1300747,2017
2043,855313,492635,1347948,2017
2044,886617,505479,1392096,2017
2045,916324,519756,1436080,2017
2046,945941,533387,1479328,2017
2047,974547,546507,1521054,2017
2048,999966,558065,1558031,2017
2049,1024782,568261,1593043,2017
2050,1049842,578204,1628046,2017
2051,1076921,588936,1665857,2017
2052,1100043,599196,1699239,2017
2053,1123978,607185,1731163,2017
2054,1148117,614333,1762450,2017
2055,1170891,621416,1792307,2017
2056,1193501,628359,1821860,2017
2057,1218725,634061,1852786,2017
2058,1241376,640523,1881899,2017
2059,1262591,646151,1908742,2017
2060,1283365,651771,1935136,2017
2010,28,1402,1430,2018
2011,1230,2506,3736,2018
2012,1408,3344,4752,2018
2013,2022,4481,6503,2018
2014,3259,4719,7978,2018
