"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2015,4767,5141,9908,2018
2016,6092,6119,12211,2018
2017,9280,7007,16287,2018
2018,20683,16287,36970,2018
2019,37939,29420,67359,2018
2020,58421,46932,105353,2018
2021,82834,66637,149471,2018
2022,109656,89333,198989,2018
2023,138997,113781,252778,2018
2024,171007,137877,308884,2018
2025,205729,162546,368275,2018
2026,240124,188044,428168,2018
2027,274102,213206,487308,2018
2028,306769,237155,543924,2018
2029,340489,260220,600709,2018
2030,373963,281850,655813,2018
2031,408887,302689,711576,2018
2032,445477,321239,766716,2018
2033,481846,339063,820909,2018
2034,518573,355087,873660,2018
2035,554088,371555,925643,2018
2036,587361,387341,974702,2018
2037,622179,404004,1026183,2018
2038,656810,421126,1077936,2018
2039,689325,438127,1127452,2018
2040,722501,453649,1176150,2018
2041,755028,468532,1223560,2018
2042,786539,484355,1270894,2018
2043,818574,499109,1317683,2018
2044,850172,513507,1363679,2018
2045,880847,529535,1410382,2018
2046,910287,543738,1454025,2018
2047,938113,557292,1495405,2018
2048,965561,570347,1535908,2018
2049,992301,582366,1574667,2018
2050,1019068,593627,1612695,2018
2051,1044980,604273,1649253,2018
2052,1070299,614719,1685018,2018
2053,1094362,624057,1718419,2018
2054,1118870,632639,1751509,2018
2055,1142555,641183,1783738,2018
2056,1164403,649843,1814246,2018
2057,1187828,656299,1844127,2018
2058,1209726,664089,1873815,2018
2059,1231047,670326,1901373,2018
2060,1254216,677125,1931341,2018
2010,-630,114,-516,2019
2011,386,528,914,2019
2012,863,869,1732,2019
2013,1469,1168,2637,2019
2014,2587,1157,3744,2019
2015,3702,464,4166,2019
2016,4312,788,5100,2019
2017,5376,1363,6739,2019
2018,4705,2012,6717,2019
2019,14345,9878,24223,2019
2020,28619,24025,52644,2019
2021,48661,41315,89976,2019
2022,71351,61817,133168,2019
2023,97324,85297,182621,2019
2024,126293,108306,234599,2019
2025,157349,132042,289391,2019
2026,188971,156807,345778,2019
2027,220527,181294,401821,2019
2028,251952,203909,455861,2019
2029,283888,224610,508498,2019
2030,316575,245227,561802,2019
2031,350670,266045,616715,2019
2032,386191,285512,671703,2019
2033,422917,303865,726782,2019
2034,458927,321323,780250,2019
2035,492699,337746,830445,2019
2036,525012,352713,877725,2019
2037,559942,368574,928516,2019
2038,593590,384935,978525,2019
2039,626807,402497,1029304,2019
2040,659812,418988,1078800,2019
2041,691231,436350,1127581,2019
2042,720805,454360,1175165,2019
2043,749577,471361,1220938,2019
2044,778459,488890,1267349,2019
2045,803436,506729,1310165,2019
2046,828993,522072,1351065,2019
2047,853738,535416,1389154,2019
2048,877128,546728,1423856,2019
2049,901300,555771,1457071,2019
2050,927238,564492,1491730,2019
2051,952626,573210,1525836,2019
2052,975815,581716,1557531,2019
2053,996637,589439,1586076,2019
2054,1018617,596639,1615256,2019
2055,1038139,604268,1642407,2019
2056,1058966,611913,1670879,2019
2057,1081053,618760,1699813,2019
2058,1101793,626474,1728267,2019
2059,1122981,632531,1755512,2019
2060,1145399,638941,1784340,2019
2010,-1536,1916,380,2020
2011,-2148,3926,1778,2020
2012,-2566,5942,3376,2020
2013,-2504,7912,5408,2020
2014,-2230,9158,6928,2020
2015,-2171,9648,7477,2020
2016,-2572,10872,8300,2020
2017,-1375,12379,11004,2020
2018,-2738,14946,12208,2020
2019,-4019,16629,12610,2020
2020,3606,26369,29975,2020
2021,18204,40056,58260,2020
2022,37122,57264,94386,2020
2023,60538,78377,138915,2020
2024,87734,98515,186249,2020
2025,117573,120027,237600,2020
2026,147577,143297,290874,2020
2027,178664,167210,345874,2020
2028,209307,190194,399501,2020
2029,242445,211499,453944,2020
2030,276029,233026,509055,2020
2031,308185,254464,562649,2020
2032,341825,274358,616183,2020
2033,376658,292853,669511,2020
2034,411151,309949,721100,2020
2035,443608,325980,769588,2020
2036,475064,341591,816655,2020
2037,507791,358185,865976,2020
2038,541271,373691,914962,2020
2039,573275,390004,963279,2020
2040,608171,405017,1013188,2020
2041,643295,420674,1063969,2020
2042,676688,436663,1113351,2020
2043,710897,452834,1163731,2020
2044,743851,469309,1213160,2020
2045,775218,484877,1260095,2020
2046,805469,500188,1305657,2020
2047,834126,515149,1349275,2020
2048,860365,528746,1389111,2020
2049,887410,541312,1428722,2020
2050,915741,552810,1468551,2020
2051,940905,564598,1505503,2020
2052,965079,575885,1540964,2020
2053,986996,584913,1571909,2020
2054,1010080,594455,1604535,2020
2055,1032679,604285,1636964,2020
2056,1053821,612921,1666742,2020
2057,1077754,621247,1699001,2020
2058,1098011,629214,1727225,2020
2059,1118938,635429,1754367,2020
2060,1140469,642035,1782504,2020
