"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2034,281895,222449,504344,2019
2035,303508,233947,537455,2019
2036,325208,243707,568915,2019
2037,349819,254134,603953,2019
2038,373461,263054,636515,2019
2039,395325,273631,668956,2019
2040,418826,283567,702393,2019
2041,442951,294682,737633,2019
2042,464271,307695,771966,2019
2043,485579,320226,805805,2019
2044,508502,330540,839042,2019
2045,527367,342199,869566,2019
2046,545957,350902,896859,2019
2047,565162,358978,924140,2019
2048,584424,366190,950614,2019
2049,601934,374177,976111,2019
2050,620276,382795,1003071,2019
2051,636105,391177,1027282,2019
2052,650767,399634,1050401,2019
2053,663756,406503,1070259,2019
2054,679726,412428,1092154,2019
2055,694888,417605,1112493,2019
2056,708072,422584,1130656,2019
2057,719770,425787,1145557,2019
2058,730824,430425,1161249,2019
2059,739637,434777,1174414,2019
2060,749976,439122,1189098,2019
2010,-772,1584,812,2020
2011,-1307,3081,1774,2020
2012,-1831,5350,3519,2020
2013,-1121,7410,6289,2020
2014,-1460,8950,7490,2020
2015,-1610,10694,9084,2020
2016,-1806,12436,10630,2020
2017,-1949,13988,12039,2020
2018,-3430,16401,12971,2020
2019,-3807,18290,14483,2020
2020,-1361,25820,24459,2020
2021,6602,35715,42317,2020
2022,17998,47627,65625,2020
2023,31428,62288,93716,2020
2024,49373,77623,126996,2020
2025,69208,93252,162460,2020
2026,88090,109602,197692,2020
2027,106825,125227,232052,2020
2028,127145,141063,268208,2020
2029,149787,155831,305618,2020
2030,172572,169668,342240,2020
2031,195769,184188,379957,2020
2032,220171,197173,417344,2020
2033,245408,209472,454880,2020
2034,269910,221531,491441,2020
2035,292245,233753,525998,2020
2036,313952,244198,558150,2020
2037,338216,255941,594157,2020
2038,361225,266173,627398,2020
2039,383623,277224,660847,2020
2040,407229,286251,693480,2020
2041,432438,296718,729156,2020
2042,456201,306876,763077,2020
2043,479429,316906,796335,2020
2044,503299,325627,828926,2020
2045,526404,335143,861547,2020
2046,548009,343907,891916,2020
2047,569246,351161,920407,2020
2048,588522,356565,945087,2020
2049,606561,361427,967988,2020
2050,625568,367159,992727,2020
2051,642403,373513,1015916,2020
2052,656603,378963,1035566,2020
2053,669902,384141,1054043,2020
2054,683713,388394,1072107,2020
2055,697862,393828,1091690,2020
2056,710552,397707,1108259,2020
2057,725875,401112,1126987,2020
2058,740667,404192,1144859,2020
2059,754821,407658,1162479,2020
2060,769223,411589,1180812,2020
