"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2024,116541,106460,223001,2017
2025,136765,121432,258197,2017
2026,157342,137978,295320,2017
2027,176713,154380,331093,2017
2028,196397,169089,365486,2017
2029,216285,183241,399526,2017
2030,235346,197206,432552,2017
2031,255215,211729,466944,2017
2032,275798,224753,500551,2017
2033,296224,237328,533552,2017
2034,316616,248432,565048,2017
2035,333700,259269,592969,2017
2036,351651,269038,620689,2017
2037,369772,279195,648967,2017
2038,388246,288929,677175,2017
2039,404926,299737,704663,2017
2040,423130,309554,732684,2017
2041,443089,320211,763300,2017
2042,462662,331780,794442,2017
2043,483093,343420,826513,2017
2044,502715,353841,856556,2017
2045,520161,364192,884353,2017
2046,538087,372642,910729,2017
2047,555966,380295,936261,2017
2048,572381,386431,958812,2017
2049,587499,391951,979450,2017
2050,603166,398700,1001866,2017
2051,618672,406272,1024944,2017
2052,632618,413438,1046056,2017
2053,644396,419873,1064269,2017
2054,657155,425588,1082743,2017
2055,669682,431770,1101452,2017
2056,681268,437242,1118510,2017
2057,694885,441108,1135993,2017
2058,706356,446330,1152686,2017
2059,717216,449398,1166614,2017
2060,729311,452959,1182270,2017
2010,816,1002,1818,2018
2011,1598,1777,3375,2018
2012,1667,2511,4178,2018
2013,2329,2882,5211,2018
2014,3051,2550,5601,2018
2015,3806,2731,6537,2018
2016,4454,3637,8091,2018
2017,6110,5323,11433,2018
2018,11841,11485,23326,2018
2019,21697,20542,42239,2018
2020,32024,32791,64815,2018
2021,45037,45908,90945,2018
2022,59873,60962,120835,2018
2023,77029,76589,153618,2018
2024,95406,91506,186912,2018
2025,114298,105776,220074,2018
2026,133220,120060,253280,2018
2027,150896,134407,285303,2018
2028,168681,146932,315613,2018
2029,187627,158642,346269,2018
2030,205476,169474,374950,2018
2031,223989,180913,404902,2018
2032,243248,191853,435101,2018
2033,263272,201886,465158,2018
2034,283131,211215,494346,2018
2035,301126,220645,521771,2018
2036,319403,228955,548358,2018
2037,337737,238275,576012,2018
2038,356046,246705,602751,2018
2039,373094,255777,628871,2018
2040,391897,264377,656274,2018
2041,410334,273995,684329,2018
2042,426608,283066,709674,2018
2043,440915,291855,732770,2018
2044,454379,299899,754278,2018
2045,467189,308107,775296,2018
2046,479044,315162,794206,2018
2047,490771,322006,812777,2018
2048,501786,327907,829693,2018
2049,513923,333529,847452,2018
2050,528284,339720,868004,2018
2051,543200,347355,890555,2018
2052,554145,353844,907989,2018
2053,565528,359583,925111,2018
2054,580748,364877,945625,2018
2055,595524,370179,965703,2018
2056,608989,374773,983762,2018
2057,624499,378168,1002667,2018
2058,637656,382753,1020409,2018
2059,649784,385959,1035743,2018
2060,662338,389584,1051922,2018
2010,-993,754,-239,2019
2011,-1486,1504,18,2019
2012,-2827,2397,-430,2019
2013,-3801,2519,-1282,2019
2014,-5331,2291,-3040,2019
2015,-5944,1966,-3978,2019
2016,-6723,1514,-5209,2019
2017,-6107,1229,-4878,2019
2018,-7153,2329,-4824,2019
2019,-1384,7610,6226,2019
2020,5738,16487,22225,2019
2021,16679,27076,43755,2019
2022,30232,39644,69876,2019
2023,45835,54191,100026,2019
2024,64156,68822,132978,2019
2025,82554,83423,165977,2019
2026,101059,98924,199983,2019
2027,117559,114288,231847,2019
2028,134227,128288,262515,2019
2029,150975,141533,292508,2019
2030,167085,154718,321803,2019
2031,185993,167836,353829,2019
2032,205354,179642,384996,2019
2033,225364,190504,415868,2019
2034,246693,201436,448129,2019
2035,266784,211925,478709,2019
2036,287442,220953,508395,2019
2037,310474,230802,541276,2019
2038,333056,239627,572683,2019
2039,353747,249751,603498,2019
2040,375489,258598,634087,2019
2041,399854,268528,668382,2019
2042,421353,279207,700560,2019
2043,442437,289139,731576,2019
2044,464651,297486,762137,2019
2045,483923,307470,791393,2019
2046,503779,314577,818356,2019
2047,522970,320951,843921,2019
2048,541024,326174,867198,2019
2049,557583,331473,889056,2019
2050,574601,336561,911162,2019
2051,591123,342769,933892,2019
2052,605900,349563,955463,2019
2053,618021,354130,972151,2019
2054,631894,358926,990820,2019
2055,646596,364040,1010636,2019
2056,658317,369438,1027755,2019
2057,672031,373628,1045659,2019
2058,683864,379134,1062998,2019
2059,694709,383702,1078411,2019
2060,705811,387995,1093806,2019
2010,332,938,1270,2020
2011,547,1964,2511,2020
2012,462,3611,4073,2020
2013,931,5246,6177,2020
2014,117,6371,6488,2020
2015,-193,7186,6993,2020
2016,-183,8501,8318,2020
2017,8,9282,9290,2020
2018,-532,11168,10636,2020
2019,-553,12857,12304,2020
2020,2188,19224,21412,2020
2021,10705,27186,37891,2020
2022,22262,37335,59597,2020
2023,36132,49602,85734,2020
2024,52968,62541,115509,2020
2025,71162,75937,147099,2020
2026,88934,90132,179066,2020
2027,106107,104358,210465,2020
2028,124549,118509,243058,2020
2029,144591,131205,275796,2020
2030,165273,144348,309621,2020
2031,186229,158131,344360,2020
2032,208515,170734,379249,2020
2033,231378,182541,413919,2020
2034,253529,192934,446463,2020
2035,274626,203742,478368,2020
2036,293615,213540,507155,2020
2037,315443,224411,539854,2020
2038,336600,234285,570885,2020
2039,356439,244564,601003,2020
2040,376385,253162,629547,2020
2041,398128,263551,661679,2020
2042,418331,275254,693585,2020
2043,436278,285084,721362,2020
2044,455684,294516,750200,2020
2045,474499,304531,779030,2020
2046,493177,313719,806896,2020
2047,511989,321327,833316,2020
2048,528765,325766,854531,2020
2049,546084,329362,875446,2020
2050,565171,334393,899564,2020
2051,582891,339970,922861,2020
2052,599316,345765,945081,2020
2053,614475,350033,964508,2020
2054,630206,353961,984167,2020
2055,647135,357799,1004934,2020
2056,662191,361928,1024119,2020
2057,677840,365210,1043050,2020
2058,692097,368783,1060880,2020
2059,706035,371762,1077797,2020
2060,719872,374845,1094717,2020
