"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2055,434608,186350,620958,2017
2056,445151,187061,632212,2017
2057,457188,186736,643924,2017
2058,467896,187556,655452,2017
2059,476979,187546,664525,2017
2060,485425,189801,675226,2017
2010,-27,1148,1121,2018
2011,-51,2241,2190,2018
2012,-605,3366,2761,2018
2013,-1443,3876,2433,2018
2014,-2287,3661,1374,2018
2015,-2956,3858,902,2018
2016,-3691,4963,1272,2018
2017,-3158,5754,2596,2018
2018,-583,9497,8914,2018
2019,5021,14705,19726,2018
2020,9584,21762,31346,2018
2021,15180,29013,44193,2018
2022,22183,37679,59862,2018
2023,29991,46191,76182,2018
2024,39010,53580,92590,2018
2025,50213,61403,111616,2018
2026,60408,69223,129631,2018
2027,69914,76764,146678,2018
2028,79147,83682,162829,2018
2029,91122,89326,180448,2018
2030,102149,95473,197622,2018
2031,114585,102073,216658,2018
2032,127712,107873,235585,2018
2033,140816,112850,253666,2018
2034,154124,117776,271900,2018
2035,166587,122996,289583,2018
2036,179942,128388,308330,2018
2037,193165,133998,327163,2018
2038,207339,138658,345997,2018
2039,219263,144752,364015,2018
2040,230889,148879,379768,2018
2041,243742,154610,398352,2018
2042,255924,161147,417071,2018
2043,267362,167204,434566,2018
2044,277835,171876,449711,2018
2045,287534,177177,464711,2018
2046,298331,181652,479983,2018
2047,309583,185258,494841,2018
2048,320186,187875,508061,2018
2049,330698,190746,521444,2018
2050,342282,193683,535965,2018
2051,354910,197292,552202,2018
2052,365966,201028,566994,2018
2053,374014,203646,577660,2018
2054,382882,205307,588189,2018
2055,392208,208014,600222,2018
2056,400751,209666,610417,2018
2057,408535,210526,619061,2018
2058,415924,212126,628050,2018
2059,421894,213089,634983,2018
2060,428120,213886,642006,2018
2010,-114,985,871,2019
2011,-471,2085,1614,2019
2012,-1000,3642,2642,2019
2013,-863,4859,3996,2019
2014,-1474,5581,4107,2019
2015,-1590,6260,4670,2019
2016,-1744,7012,5268,2019
2017,-1131,7390,6259,2019
2018,-1464,8295,6831,2019
2019,2463,10958,13421,2019
2020,5613,15572,21185,2019
2021,10584,20936,31520,2019
2022,16679,28168,44847,2019
2023,24499,35770,60269,2019
2024,34144,42483,76627,2019
2025,44486,50090,94576,2019
2026,54812,58104,112916,2019
2027,64190,66089,130279,2019
2028,74128,73558,147686,2019
2029,86266,79691,165957,2019
2030,98069,85655,183724,2019
2031,110781,92322,203103,2019
2032,124077,98534,222611,2019
2033,138457,103329,241786,2019
2034,153126,107657,260783,2019
2035,166526,112221,278747,2019
2036,180326,116293,296619,2019
2037,194476,121059,315535,2019
2038,209823,125732,335555,2019
2039,223760,131497,355257,2019
2040,236991,135177,372168,2019
2041,252448,139585,392033,2019
2042,266248,145667,411915,2019
2043,280560,150678,431238,2019
2044,294415,154018,448433,2019
2045,305746,157530,463276,2019
2046,316642,160858,477500,2019
2047,327899,162704,490603,2019
2048,337194,163884,501078,2019
2049,343619,165119,508738,2019
2050,352835,167159,519994,2019
2051,361414,170362,531776,2019
2052,368594,172685,541279,2019
2053,372599,173170,545769,2019
2054,379173,172680,551853,2019
2055,385890,174391,560281,2019
2056,391292,175413,566705,2019
2057,398242,175369,573611,2019
2058,401093,175826,576919,2019
2059,405020,174834,579854,2019
2060,409015,173958,582973,2019
2010,342,515,857,2020
2011,99,1130,1229,2020
2012,237,2129,2366,2020
2013,565,3012,3577,2020
2014,35,3308,3343,2020
2015,212,3070,3282,2020
2016,876,3746,4622,2020
2017,1914,3557,5471,2020
2018,2179,4017,6196,2020
2019,3259,4236,7495,2020
2020,4141,6678,10819,2020
2021,8223,10121,18344,2020
2022,14101,16025,30126,2020
2023,22089,22442,44531,2020
2024,31311,28978,60289,2020
2025,41941,36571,78512,2020
2026,52575,45033,97608,2020
2027,63686,53431,117117,2020
2028,74720,61720,136440,2020
2029,86779,68626,155405,2020
2030,98570,74737,173307,2020
2031,110104,82083,192187,2020
2032,122478,89210,211688,2020
2033,135368,96159,231527,2020
2034,148797,102687,251484,2020
2035,162893,110023,272916,2020
2036,177474,116412,293886,2020
2037,193186,122830,316016,2020
2038,207785,128127,335912,2020
2039,222287,134561,356848,2020
2040,236367,140005,376372,2020
2041,252364,145098,397462,2020
2042,265561,150587,416148,2020
2043,277421,155809,433230,2020
2044,289360,161812,451172,2020
2045,300109,168911,469020,2020
2046,308046,175414,483460,2020
2047,316340,180515,496855,2020
2048,322906,185575,508481,2020
2049,328789,190067,518856,2020
2050,335985,194663,530648,2020
2051,343495,200214,543709,2020
2052,349985,203847,553832,2020
2053,355564,206144,561708,2020
2054,363242,208209,571451,2020
2055,370293,210323,580616,2020
2056,377383,212027,589410,2020
2057,385859,212123,597982,2020
2058,393251,213496,606747,2020
2059,401133,214203,615336,2020
2060,410045,215455,625500,2020
