policy_number,race,gender,cohort,age,year,baseline_initiation_rate,baseline_cessation_rate,initiation_rate,cessation_rate,survivors,alive_smokers,smoking_prevalence,former_smokers,former_prevalence
0,0,0,2022,0,2022,0.0,0.0,0.0,0.0,200000,0,0.0,0,0.0
0,0,0,2022,1,2023,0.0,0.0,0.0,0.0,199093,0,0.0,0,0.0
0,0,0,2022,2,2024,0.0,0.0,0.0,0.0,198929,0,0.0,0,0.0
0,0,0,2022,3,2025,0.0,0.0,0.0,0.0,198882,0,0.0,0,0.0
0,0,0,2022,4,2026,0.0,0.0,0.0,0.0,198857,0,0.0,0,0.0
0,0,0,2022,5,2027,0.0,0.0,0.0,0.0,198838,0,0.0,0,0.0
0,0,0,2022,6,2028,0.0,0.0,0.0,0.0,198825,0,0.0,0,0.0
0,0,0,2022,7,2029,0.0,0.0,0.0,0.0,198814,0,0.0,0,0.0
0,0,0,2022,8,2030,0.000442829,0.0,0.000442829,0.0,198804,103,0.0005180982273998512,0,0.0
0,0,0,2022,9,2031,0.000888343,0.0,0.000888343,0.0,198790,270,0.0013582172141455807,0,0.0
0,0,0,2022,10,2032,0.001781276,0.0,0.001781276,0.0,198780,611,0.00307374987423282,0,0.0
0,0,0,2022,11,2033,0.00354796,0.0,0.00354796,0.0,198765,1312,0.006600759691092496,0,0.0
0,0,0,2022,12,2034,0.006814578,0.0,0.006814578,0.0,198746,2665,0.013409074899620621,0,0.0
0,0,0,2022,13,2035,0.012181779,0.0,0.012181779,0.0,198730,4983,0.025074221305288583,0,0.0
0,0,0,2022,14,2036,0.019574094,0.0,0.019574094,0.0,198709,8706,0.04381281169952041,0,0.0
0,0,0,2022,15,2037,0.027348586,0.016437296,0.027348586,0.016437296,198669,13697,0.06894382112961761,0,0.0
0,0,0,2022,16,2038,0.032552923,0.016899039,0.032552923,0.016899039,198626,19477,0.09805866301491245,218,0.0010975401004903688
0,0,0,2022,17,2039,0.03379091,0.017373524,0.03379091,0.017373524,198561,24914,0.1254727766278373,539,0.002714531050911307
0,0,0,2022,18,2040,0.031605444,0.01786109,0.031605444,0.01786109,198463,29764,0.14997253896192236,1006,0.00506895491854905
0,0,0,2022,19,2041,0.027493596,0.018362082,0.027493596,0.018362082,198350,33774,0.17027476682631712,1546,0.00779430299974792
0,0,0,2022,20,2042,0.022959572,0.018876858,0.022959572,0.018876858,198223,36781,0.18555364412807798,2181,0.011002759518320276
0,0,0,2022,21,2043,0.018908137,0.019405779,0.018908137,0.019405779,198081,39009,0.1969345873657746,2900,0.014640475361089655
0,0,0,2022,22,2044,0.015451436,0.019949219,0.015451436,0.019949219,197911,40499,0.20463238526408334,3677,0.018579058263562914
0,0,0,2022,23,2045,0.01254112,0.02050756,0.01254112,0.02050756,197768,41547,0.21007948707576554,4485,0.02267808745600906
0,0,0,2022,24,2046,0.010119681,0.021081191,0.010119681,0.021081191,197622,42129,0.2131797067128154,5343,0.027036463551628868
