"","yr2010","yr2011","yr2012","yr2013","yr2014","yr2015","yr2016","yr2017","yr2018","yr2019","yr2020","yr2021","yr2022","yr2023","yr2024","yr2025","yr2026","yr2027","yr2028","yr2029","yr2030","yr2031","yr2032","yr2033","yr2034","yr2035","yr2036","yr2037","yr2038","yr2039","yr2040","yr2041","yr2042","yr2043","yr2044","yr2045","yr2046","yr2047","yr2048","yr2049","yr2050","yr2051","yr2052","yr2053","yr2054","yr2055","yr2056","yr2057","yr2058","yr2059","yr2060"
"pop_24",12699472,12747764,12990576,13260490,13926904,14047248,13856668,13595834,13546482,13406228,13252948,13272576,13304034,13365008,13621048,13506892,13269918,13370078,13506326,13522814,13606008,13764736,13768956,13442012,13488104,13512158,13483904,13493962,13616888,13720336,13822354,13922518,14017492,14106984,14187584,14255678,14312506,14361568,14405142,14444806,14480344,14510368,14535450,14558162,14580188,14602042,14626166,14653308,14684952,14720426,14758784
"pop_25",12659140,12790276,12837764,13079684,13388620,14046164,14167742,13978392,13718874,13670092,13531158,13379684,13400548,13433372,13495482,13752836,13639952,13404274,13505608,13643058,13660742,13745034,13904820,13909926,13584214,13631238,13656228,13628970,13640020,13763828,13868162,13971040,14071996,14167868,14258072,14339494,14408260,14465874,14515552,14559868,14600116,14636274,14666868,14692540,14715854,14738374,14760724,14785250,14812850,14844882,14880742
"pop_26",12531732,12755002,12885534,12932514,13102698,13504178,14162692,14285484,14097316,13838942,13790646,13653678,13503528,13525566,13559680,13622932,13881564,13769770,13535430,13637868,13776428,13795210,13880564,14041252,14047312,13722806,13770692,13796572,13770274,13782224,13907014,14012124,14115812,14217608,14314198,14405248,14487266,14556760,14615016,14665408,14710294,14751214,14787864,14819076,14845208,14869116,14892054,14914898,14939830,14967812,15000196
"pop_27",12647172,12630264,12853268,12983608,12894728,13212580,13615330,14274718,14398632,14211466,13954368,13907106,13771516,13622622,13645806,13681110,13745484,14005220,13894586,13661444,13764898,13904564,13924348,14010722,14172266,14179164,13855748,13904506,13931202,13905814,13918600,14044274,14150114,14254598,14357150,14454444,14546180,14628888,14699008,14757936,14808948,14854454,14895844,14933086,14964722,14991416,15015704,15039162,15062334,15087702,15115950
"pop_28",12801852,12746576,12729938,12953130,12966596,12998324,13316942,13720828,14380986,14505940,14319754,14064292,14017660,13883354,13735654,13759956,13796342,13861808,14122522,14012948,13780874,13885342,14026050,14046754,14134000,14296312,14304088,13981768,14031262,14058686,14034178,14047702,14174118,14280726,14385916,14489068,14587032,14679414,14762690,14833440,14892972,14944594,14990612,15032468,15070162,15102272,15129376,15154058,15177880,15201422,15227108
"pop_29",13067804,12899792,12845270,12829374,13115006,13061894,13094550,13413706,13818560,14479482,14605324,14420496,14166270,14120364,13987266,13840598,13865870,13903282,13969656,14231294,14122742,13891692,13997088,14138694,14160202,14248288,14411386,14419894,14098512,14148702,14176748,14153010,14167200,14294402,14401706,14507424,14611170,14709752,14802618,14886496,14957790,15017736,15069906,15116348,15158664,15196706,15229266,15256772,15281748,15305920,15329760
"pop_30",12948308,13158498,12991648,12938208,12756968,13200590,13148816,13182210,13501756,13907424,14569016,14695922,14512240,14259072,14214036,14081950,13936302,13962408,14000690,14067880,14330374,14222754,13992702,14098838,14241322,14263546,14352420,14516176,14525324,14204814,14255636,14284308,14261260,14275986,14403860,14511652,14617922,14722202,14821228,14914666,14999030,15070698,15131122,15183650,15230516,15273194,15311526,15344462,15372212,15397564,15421970
"pop_31",12405636,13030284,13241694,13076248,12983998,12832854,13276674,13226138,13260158,13580018,13986384,14648772,14776610,14593818,14341844,14297514,14166430,14021650,14048550,14087634,14155522,14418678,14311880,14082738,14189596,14332756,14355730,14445210,14609548,14619266,14299586,14350972,14380162,14357760,14372930,14501310,14609604,14716304,14820950,14920432,15014346,15099040,15171138,15231940,15284722,15331996,15374882,15413558,15446722,15474758,15500394
"pop_32",12070360,12481398,13107162,13319924,13009562,13049300,12899342,13343328,13293818,13328476,13648490,14055494,14718668,14847302,14665406,14414490,14370830,14240624,14096706,14124306,14164096,14232620,14496328,14390248,14161932,14269404,14413230,14436772,14526892,14691700,14701890,14383026,14434882,14464548,14442548,14458196,14587080,14695804,14802796,14907864,15007742,15101936,15186966,15259420,15320526,15373566,15421124,15464230,15503158,15536544,15564766
"pop_33",11816000,12139196,12551542,13178456,12892650,13066668,13107112,12958276,13402352,13353692,13388870,13709108,14116760,14780528,14909984,14728930,14479020,14435926,14306568,14163378,14191530,14231944,14301030,14565254,14459802,14232298,14340414,14484808,14508788,14599476,14764754,14775378,14457190,14509440,14539558,14518000,14534030,14663346,14772398,14879716,14985166,15085340,15179830,15265154,15337848,15399176,15452526,15500280,15543642,15582796,15616302
"pop_34",11670228,11877726,12202266,12615916,13101566,12943502,13118168,13159092,13011284,13455374,13407464,13443236,13763718,14172082,14836268,14966432,14786178,14537294,14494694,14366118,14223568,14252198,14293288,14362804,14627554,14522736,14296042,14404628,14549540,14573992,14665166,14830826,14841844,14524318,14576946,14607426,14586244,14602616,14732332,14841716,14949376,15055042,15155462,15250280,15335824,15408724,15470346,15523898,15571814,15615390,15654686
"pop_35",11834740,11724946,11933890,12259722,12350526,13147150,12990218,13165462,13206730,13059850,13503928,13456786,13493224,13814100,14222982,14887452,15018362,14838870,14590912,14548796,14420914,14279080,14308156,14349796,14419768,14684886,14580774,14354818,14463848,14609328,14634200,14725846,14891856,14903284,14586400,14639338,14670156,14649330,14666000,14796068,14905750,15013676,15119572,15220270,15315318,15401074,15474230,15536052,15589760,15637870,15681628
"pop_36",11621310,11883216,11775070,11985292,12123110,12393910,13190056,13034186,13210018,13251608,13105562,13549524,13503378,13540494,13861758,14271100,14935896,15067430,14888670,14641568,14599890,14472730,14331476,14361016,14403126,14473546,14739106,14635646,14410480,14519942,14665884,14691160,14783256,14949632,14961458,14645138,14698386,14729460,14709066,14726020,14856424,14966388,15074582,15180652,15281566,15376836,15462826,15536158,15598158,15652064,15700368
"pop_37",11869896,11665368,11928490,11821882,12035266,12163822,12435302,13230812,13076004,13252346,13294348,13149052,13593178,13547970,13585766,13907314,14317104,14982104,15114272,14936274,14690040,14648740,14522254,14381542,14411574,14454232,14525088,14791110,14688218,14463774,14573694,14720150,14745846,14838358,15005038,15017194,14701498,14755054,14786410,14766404,14783614,14914400,15024614,15133004,15239238,15340364,15435874,15522018,15595562,15657704,15711782
"pop_38",12376152,11909270,11706374,11970612,11676898,12074040,12202748,12474902,13269698,13115952,13292722,13334964,13190656,13635064,13590634,13629112,13951030,14361264,15026416,15159188,14981904,14736548,14695654,14569766,14429730,14460164,14503336,14574734,14841100,14738770,14515106,14625442,14772460,14798510,14891436,15058470,15070968,14755848,14809622,14841324,14821674,14839142,14970274,15080728,15189286,15295716,15397046,15492706,15579060,15652734,15715074
"pop_39",13055884,12410412,11945430,11744092,12019176,11713020,12110440,12239294,12512012,13306120,13153388,13330318,13373130,13229810,13674514,13630852,13670004,13992226,14402734,15068088,15201420,15024900,14780386,14739880,14614718,14475254,14506196,14549926,14621694,14888422,14786658,14563790,14674532,14821978,14848392,14941828,15109080,15121958,14807408,14861390,14893374,14874050,14891820,15023228,15133910,15242668,15349334,15450774,15546634,15633180,15707012
"pop_40",13222044,13085216,12441918,11978808,11696270,12050424,11745522,12143128,12272156,12545240,13338702,13186804,13364060,13407514,13265220,13710100,13667210,13706982,14029354,14440204,15105658,15239498,15063690,14820046,14779924,14655394,14516546,14548006,14592200,14664506,14931504,14830326,14608184,14719422,14867260,14894060,14987908,15155382,15168502,14854614,14908836,14941148,14922064,14940106,15071772,15182674,15291556,15398438,15500092,15596096,15682806
"pop_41",12613968,13247104,13111714,12470590,11916232,11722694,12076928,11773232,12170964,12300110,12573542,13366056,13215284,13392910,13437038,13295688,13740674,13698470,13738882,14061376,14472470,15137896,15272252,15097162,14854412,14814626,14690796,14552556,14584466,14629136,14701864,14969234,14868548,14647218,14758830,14906958,14934168,15028422,15196120,15209466,14896216,14950690,14983272,14964474,14982766,15114704,15225770,15334828,15441866,15543676,15639836
"pop_42",12337812,12635984,13269364,13135376,12439322,11936656,11744342,12098516,11796004,12193804,12323110,12596428,13388360,13238712,13416744,13461436,13320948,13766074,13724608,13765536,14088172,14499466,15164812,15299596,15125278,14883328,14843932,14720886,14583168,14615538,14660590,14733766,15001372,14901290,14680586,14792670,14941144,14968688,15063248,15231172,15244836,14932186,14986838,15019608,15001152,15019636,15151834,15263066,15372250,15479524,15581448
"pop_43",12378740,12356690,12655608,13289126,13163596,12454534,11952888,11761744,12115812,11814504,12212322,12341266,12615048,13406372,13257708,13436100,13481306,13341820,13786922,13746160,13787644,14110432,14521806,15187028,15322248,15148694,14907608,14868576,14746212,14609112,14641886,14687402,14760924,15028796,14929236,14709254,14821672,14970530,14998330,15093280,15261374,15275344,14963304,15018162,15051180,15032960,15051688,15184082,15295428,15404904,15512324
"pop_44",12719730,12393934,12373172,12672778,13278630,13173646,12466422,11965820,11775818,12129748,11829624,12226932,12356128,12630416,13420942,13273304,13452052,13497802,13359228,13804322,13764172,13806260,14129080,14540540,15205626,15341298,15168536,14928350,14889690,14768036,14631548,14664718,14710664,14784600,15052620,14953634,14734456,14847192,14996312,15024486,15119756,15288024,15302266,14990856,15045918,15079148,15061228,15080206,15212758,15324314,15433972
"pop_45",13521154,12730382,12406494,12386972,12613402,13284626,13180666,12475414,11975830,11787024,12140810,11841364,12238714,12368228,12642862,13432548,13286014,13465016,13511342,13373676,13818706,13779304,13821948,14144814,14556348,15221232,15357422,15185348,14946116,14907904,14786950,14651054,14684698,14731030,14805382,15073566,14975142,14756756,14869870,15019316,15047786,15143422,15311878,15326288,15015546,15070912,15104266,15086688,15105854,15238660,15350360
"pop_46",13780790,13525624,12737756,12415796,12365794,12617444,13287810,13184768,12481606,11983152,11795638,12148710,11850596,12247864,12377656,12652702,13441458,13296024,13475308,13522124,13385428,13830420,13791728,13834928,14157802,14569382,15234084,15370748,15199506,14961182,14923392,14803198,14667972,14702024,14748816,14823538,15091892,14994038,14776486,14889982,15039762,15068480,15164500,15333006,15347804,15037716,15093310,15126878,15109580,15128964,15262010
