0,1,1
1,1,1
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,1
9,1,1
10,1,1
11,1,1
12,1,1
13,1,1
14,1,1
15,1,1
16,1,1
17,1,1
18,1,1
19,1,1
20,1,0.955
21,1,0.955
22,1,0.955
23,1,0.955
24,1,0.955
25,1,1.005
26,1,1.005
27,1,1.005
28,1,1.005
29,1,1.005
30,1,1.005
31,1,1.005
32,1,1.005
33,1,1.005
34,1,1.005
35,1,1.005
36,1,1.005
37,1,1.005
38,1,1.005
39,1,1.005
40,1,1.005
41,1,1.005
42,1,1.005
43,1,1.005
44,1,1.005
45,1,1.005
46,1,1.005
47,1,1.005
48,1,1.005
49,1,1.005
50,1,1.005
51,1,1.005
52,1,0.955
53,1,0.955
54,1,0.955
55,1,0.955
56,1,0.955
57,1,0.955
58,1,0.955
59,1,0.955
60,1,0.955
61,1,0.955
62,1,0.955
63,1,0.955
64,1,0.95
65,1,0.95
66,1,0.95
67,1,0.75
68,1,0.75
69,1,0.75
70,1,0.65
71,1,0.65
72,1,0.65
73,1,0.65
74,1,0.65
75,1,0.65
76,1,0.65
77,1,0.65
78,1,0.65
79,1,0.65
80,1,0.55
81,1,0.55
82,1,0.55
83,1,0.55
84,1,0.55
85,1,0.55
86,1,0.55
87,1,0.55
88,1,0.55
89,1,0.55
90,1,0.55
91,1,0.55
92,1,0.55
93,1,0.55
94,1,0.55
95,1,0.55
96,1,0.55
97,1,0.55
98,1,0.55
99,1,0.55
