"year","age","cohort","males_baseline","females_baseline","males_policy","females_policy","both_baseline","both_policy","policy_year"
2010,"0","2010",0,0,0,0,0,0,2016
2010,"10","2000",0.0036,0.0011,0.0034,0.0011,0.0024,0.0023,2016
2010,"20","1990",0.2267,0.1769,0.2276,0.1765,0.2024,0.2026,2016
2010,"30","1980",0.3359,0.2533,0.3356,0.2526,0.295,0.2945,2016
2010,"40","1970",0.2594,0.2079,0.2594,0.2083,0.2338,0.234,2016
2011,"1","2010",0,0,0,0,0,0,2016
2011,"11","2000",0.007,0.0024,0.0067,0.0024,0.0047,0.0046,2016
2011,"21","1990",0.2383,0.1838,0.2388,0.1834,0.2116,0.2117,2016
2011,"31","1980",0.3291,0.2482,0.3288,0.2477,0.289,0.2886,2016
2011,"41","1970",0.2517,0.2029,0.2523,0.2028,0.2274,0.2277,2016
2012,"2","2010",0,0,0,0,0,0,2016
2012,"12","2000",0.0133,0.0055,0.0134,0.0055,0.0095,0.0095,2016
2012,"22","1990",0.2471,0.1867,0.2474,0.1862,0.2175,0.2174,2016
2012,"32","1980",0.3214,0.2429,0.322,0.2422,0.2825,0.2824,2016
2012,"42","1970",0.2447,0.1977,0.2446,0.1974,0.2213,0.2211,2016
2013,"3","2010",0,0,0,0,0,0,2016
2013,"13","2000",0.0241,0.0117,0.0242,0.0121,0.0181,0.0182,2016
2013,"23","1990",0.2528,0.1889,0.2536,0.1888,0.2215,0.2218,2016
2013,"33","1980",0.3143,0.2376,0.314,0.2365,0.2763,0.2756,2016
2013,"43","1970",0.2378,0.192,0.2364,0.1923,0.215,0.2144,2016
2014,"4","2010",0,0,0,0,0,0,2016
2014,"14","2000",0.0427,0.0239,0.0424,0.0239,0.0335,0.0334,2016
2014,"24","1990",0.2555,0.1906,0.2557,0.1905,0.2237,0.2238,2016
2014,"34","1980",0.3068,0.2319,0.3065,0.2315,0.2696,0.2692,2016
2014,"44","1970",0.231,0.1867,0.2298,0.1868,0.2088,0.2082,2016
2015,"5","2010",0,0,0,0,0,0,2016
2015,"15","2000",0.0671,0.0403,0.0671,0.0407,0.054,0.0542,2016
2015,"25","1990",0.2566,0.1906,0.257,0.1904,0.2242,0.2244,2016
2015,"35","1980",0.2994,0.2263,0.2994,0.2258,0.263,0.2629,2016
2015,"45","1970",0.224,0.1812,0.2229,0.1812,0.2025,0.202,2016
2016,"6","2010",0,0,0,0,0,0,2016
2016,"16","2000",0.0965,0.0618,0.0959,0.0613,0.0796,0.079,2016
2016,"26","1990",0.2569,0.1897,0.2554,0.1889,0.224,0.2228,2016
2016,"36","1980",0.2914,0.2206,0.2898,0.2193,0.2562,0.2547,2016
2016,"46","1970",0.218,0.1756,0.2157,0.1753,0.1967,0.1954,2016
2017,"7","2010",0,0,0,0,0,0,2016
