"year","age","cohort","males_baseline","females_baseline","males_policy","females_policy","both_baseline","both_policy","policy_year"
2010,"0","2010",0,0,0,0,0,0,2016
2010,"10","2000",0.0036,0.0011,0.0033,0.0011,0.0024,0.0022,2016
2010,"20","1990",0.2267,0.1769,0.2272,0.1766,0.2024,0.2025,2016
2010,"30","1980",0.3359,0.2533,0.3356,0.2517,0.295,0.294,2016
2010,"40","1970",0.2594,0.2079,0.2598,0.2083,0.2338,0.2342,2016
2011,"1","2010",0,0,0,0,0,0,2016
2011,"11","2000",0.007,0.0024,0.0064,0.0025,0.0047,0.0045,2016
2011,"21","1990",0.2383,0.1838,0.2389,0.1837,0.2116,0.2119,2016
2011,"31","1980",0.3291,0.2482,0.3295,0.2468,0.289,0.2885,2016
2011,"41","1970",0.2517,0.2029,0.2527,0.203,0.2274,0.228,2016
2012,"2","2010",0,0,0,0,0,0,2016
2012,"12","2000",0.0133,0.0055,0.0129,0.0056,0.0095,0.0093,2016
2012,"22","1990",0.2471,0.1867,0.2474,0.187,0.2175,0.2178,2016
2012,"32","1980",0.3214,0.2429,0.3225,0.241,0.2825,0.2821,2016
2012,"42","1970",0.2447,0.1977,0.2458,0.1981,0.2213,0.2221,2016
2013,"3","2010",0,0,0,0,0,0,2016
2013,"13","2000",0.0241,0.0117,0.0241,0.0119,0.0181,0.0181,2016
2013,"23","1990",0.2528,0.1889,0.2531,0.1898,0.2215,0.222,2016
2013,"33","1980",0.3143,0.2376,0.3151,0.2356,0.2763,0.2757,2016
2013,"43","1970",0.2378,0.192,0.239,0.1928,0.215,0.216,2016
2014,"4","2010",0,0,0,0,0,0,2016
2014,"14","2000",0.0427,0.0239,0.0422,0.0234,0.0335,0.033,2016
2014,"24","1990",0.2555,0.1906,0.2555,0.1909,0.2237,0.2239,2016
2014,"34","1980",0.3068,0.2319,0.307,0.2304,0.2696,0.269,2016
2014,"44","1970",0.231,0.1867,0.2322,0.1872,0.2088,0.2096,2016
2015,"5","2010",0,0,0,0,0,0,2016
2015,"15","2000",0.0671,0.0403,0.0669,0.0408,0.054,0.0541,2016
2015,"25","1990",0.2566,0.1906,0.2562,0.1909,0.2242,0.2242,2016
2015,"35","1980",0.2994,0.2263,0.2991,0.2256,0.263,0.2625,2016
2015,"45","1970",0.224,0.1812,0.2246,0.1819,0.2025,0.2031,2016
2016,"6","2010",0,0,0,0,0,0,2016
2016,"16","2000",0.0965,0.0618,0.0944,0.0602,0.0796,0.0777,2016
2016,"26","1990",0.2569,0.1897,0.2536,0.1886,0.224,0.2217,2016
2016,"36","1980",0.2914,0.2206,0.2877,0.2184,0.2562,0.2533,2016
2016,"46","1970",0.218,0.1756,0.2149,0.1745,0.1967,0.1946,2016
2017,"7","2010",0,0,0,0,0,0,2016
2017,"17","2000",0.1238,0.0827,0.1195,0.0794,0.1038,0.0999,2016
2017,"27","1990",0.2553,0.189,0.2502,0.1864,0.2228,0.2189,2016
2017,"37","1980",0.2839,0.2156,0.2776,0.212,0.25,0.245,2016
2017,"47","1970",0.2109,0.1701,0.2059,0.168,0.1904,0.1869,2016
2018,"8","2010",5e-04,1e-04,5e-04,1e-04,3e-04,3e-04,2016
2018,"18","2000",0.1491,0.1018,0.143,0.0962,0.126,0.1201,2016
2018,"28","1990",0.2525,0.1874,0.2467,0.1839,0.2205,0.2159,2016
2018,"38","1980",0.2761,0.21,0.2673,0.2053,0.2432,0.2365,2016
2018,"48","1970",0.2044,0.1649,0.1981,0.1617,0.1845,0.1798,2016
2019,"9","2010",0.0013,3e-04,0.0012,3e-04,8e-04,8e-04,2016
2019,"19","2000",0.1691,0.1164,0.1609,0.1105,0.1434,0.1363,2016
2019,"29","1990",0.249,0.1851,0.2417,0.1803,0.2176,0.2116,2016
2019,"39","1980",0.2681,0.2044,0.2578,0.1997,0.2364,0.2289,2016
2019,"49","1970",0.1981,0.1603,0.1912,0.1554,0.1791,0.1732,2016
2020,"10","2010",0.0033,9e-04,0.003,9e-04,0.0021,0.0019,2016
2020,"20","2000",0.1838,0.1274,0.1748,0.1206,0.1563,0.1484,2016
2020,"30","1990",0.2458,0.1829,0.237,0.1774,0.2149,0.2077,2016
2020,"40","1980",0.2601,0.1992,0.2493,0.1931,0.2298,0.2213,2016
2020,"50","1970",0.192,0.1551,0.184,0.1496,0.1734,0.1666,2016
