"year","age","cohort","males_baseline","females_baseline","males_policy","females_policy","both_baseline","both_policy","policy_year"
2010,"0","2010",0,0,0,0,0,0,2016
2010,"10","2000",0.0036,0.0011,0.0032,0.0011,0.0024,0.0022,2016
2010,"20","1990",0.2267,0.1769,0.2267,0.1762,0.2024,0.202,2016
2010,"30","1980",0.3359,0.2533,0.3353,0.2519,0.295,0.294,2016
2010,"40","1970",0.2594,0.2079,0.2608,0.2074,0.2338,0.2343,2016
2011,"1","2010",0,0,0,0,0,0,2016
2011,"11","2000",0.007,0.0024,0.0063,0.0024,0.0047,0.0044,2016
2011,"21","1990",0.2383,0.1838,0.2388,0.183,0.2116,0.2115,2016
2011,"31","1980",0.3291,0.2482,0.3288,0.2466,0.289,0.2881,2016
2011,"41","1970",0.2517,0.2029,0.2535,0.2014,0.2274,0.2276,2016
2012,"2","2010",0,0,0,0,0,0,2016
2012,"12","2000",0.0133,0.0055,0.0131,0.0054,0.0095,0.0093,2016
2012,"22","1990",0.2471,0.1867,0.2474,0.1859,0.2175,0.2173,2016
2012,"32","1980",0.3214,0.2429,0.322,0.2416,0.2825,0.2822,2016
2012,"42","1970",0.2447,0.1977,0.2455,0.1969,0.2213,0.2213,2016
2013,"3","2010",0,0,0,0,0,0,2016
2013,"13","2000",0.0241,0.0117,0.0244,0.0117,0.0181,0.0181,2016
2013,"23","1990",0.2528,0.1889,0.2534,0.1882,0.2215,0.2214,2016
2013,"33","1980",0.3143,0.2376,0.3147,0.2356,0.2763,0.2755,2016
2013,"43","1970",0.2378,0.192,0.238,0.1909,0.215,0.2145,2016
2014,"4","2010",0,0,0,0,0,0,2016
2014,"14","2000",0.0427,0.0239,0.042,0.0235,0.0335,0.033,2016
2014,"24","1990",0.2555,0.1906,0.2566,0.1898,0.2237,0.2238,2016
2014,"34","1980",0.3068,0.2319,0.3072,0.231,0.2696,0.2693,2016
2014,"44","1970",0.231,0.1867,0.2305,0.1861,0.2088,0.2082,2016
2015,"5","2010",0,0,0,0,0,0,2016
2015,"15","2000",0.0671,0.0403,0.0664,0.0407,0.054,0.0539,2016
2015,"25","1990",0.2566,0.1906,0.2573,0.1894,0.2242,0.224,2016
2015,"35","1980",0.2994,0.2263,0.2995,0.2257,0.263,0.2628,2016
2015,"45","1970",0.224,0.1812,0.2238,0.1805,0.2025,0.2021,2016
2016,"6","2010",0,0,0,0,0,0,2016
2016,"16","2000",0.0965,0.0618,0.0927,0.0589,0.0796,0.0762,2016
2016,"26","1990",0.2569,0.1897,0.2537,0.1866,0.224,0.2208,2016
2016,"36","1980",0.2914,0.2206,0.2861,0.217,0.2562,0.2518,2016
2016,"46","1970",0.218,0.1756,0.2134,0.1725,0.1967,0.1928,2016
2017,"7","2010",0,0,0,0,0,0,2016
2017,"17","2000",0.1238,0.0827,0.1172,0.0777,0.1038,0.0979,2016
2017,"27","1990",0.2553,0.189,0.2492,0.1844,0.2228,0.2175,2016
2017,"37","1980",0.2839,0.2156,0.2748,0.2096,0.25,0.2424,2016
2017,"47","1970",0.2109,0.1701,0.2033,0.1654,0.1904,0.1842,2016
2018,"8","2010",5e-04,1e-04,4e-04,1e-04,3e-04,3e-04,2016
2018,"18","2000",0.1491,0.1018,0.1394,0.0947,0.126,0.1176,2016
2018,"28","1990",0.2525,0.1874,0.2452,0.1812,0.2205,0.2138,2016
2018,"38","1980",0.2761,0.21,0.2645,0.2021,0.2432,0.2335,2016
2018,"48","1970",0.2044,0.1649,0.195,0.1586,0.1845,0.1767,2016
2019,"9","2010",0.0013,3e-04,0.0012,3e-04,8e-04,8e-04,2016
2019,"19","2000",0.1691,0.1164,0.157,0.1082,0.1434,0.1332,2016
2019,"29","1990",0.249,0.1851,0.2383,0.1771,0.2176,0.2083,2016
2019,"39","1980",0.2681,0.2044,0.2544,0.1964,0.2364,0.2256,2016
2019,"49","1970",0.1981,0.1603,0.1877,0.1521,0.1791,0.1697,2016
2020,"10","2010",0.0033,9e-04,0.0028,8e-04,0.0021,0.0019,2016
2020,"20","2000",0.1838,0.1274,0.1711,0.1177,0.1563,0.145,2016
2020,"30","1990",0.2458,0.1829,0.2329,0.1739,0.2149,0.204,2016
2020,"40","1980",0.2601,0.1992,0.2459,0.1909,0.2298,0.2185,2016
2020,"50","1970",0.192,0.1551,0.1807,0.1457,0.1734,0.1631,2016
2021,"11","2010",0.0066,0.002,0.0059,0.0018,0.0044,0.0039,2016
2021,"21","2000",0.1952,0.1351,0.1816,0.1245,0.1659,0.1538,2016
2021,"31","1990",0.2413,0.1799,0.2275,0.1707,0.2111,0.1996,2016
2021,"41","1980",0.2534,0.194,0.238,0.1854,0.2238,0.2118,2016
2021,"51","1970",0.1858,0.15,0.1739,0.1399,0.1677,0.1567,2016
2022,"12","2010",0.0129,0.0051,0.012,0.0045,0.0091,0.0083,2016
2022,"22","2000",0.2025,0.1408,0.1881,0.1301,0.1724,0.1598,2016
2022,"32","1990",0.237,0.1769,0.2229,0.1673,0.2075,0.1956,2016
2022,"42","1980",0.246,0.189,0.2302,0.1792,0.2176,0.2048,2016
2022,"52","1970",0.1795,0.1449,0.1674,0.1341,0.162,0.1506,2016
2023,"13","2010",0.0237,0.0114,0.0224,0.0101,0.0177,0.0164,2016
2023,"23","2000",0.2084,0.1455,0.1931,0.1338,0.1777,0.1642,2016
2023,"33","1990",0.2314,0.1736,0.2169,0.1638,0.203,0.1908,2016
2023,"43","1980",0.2391,0.1834,0.2221,0.1738,0.2113,0.198,2016
2023,"53","1970",0.1732,0.1398,0.1616,0.1292,0.1563,0.1452,2016
2024,"14","2010",0.042,0.0235,0.0392,0.0207,0.0329,0.0301,2016
2024,"24","2000",0.2109,0.1486,0.1949,0.1369,0.1805,0.1666,2016
2024,"34","1990",0.225,0.1705,0.2113,0.1601,0.1982,0.1861,2016
2024,"44","1980",0.2322,0.178,0.2147,0.1689,0.2052,0.1918,2016
2024,"54","1970",0.167,0.1345,0.1555,0.1248,0.1505,0.1399,2016
2025,"15","2010",0.0664,0.04,0.0611,0.0373,0.0534,0.0494,2016
2025,"25","2000",0.2128,0.1494,0.1959,0.138,0.1819,0.1676,2016
2025,"35","1990",0.219,0.1672,0.2053,0.1563,0.1935,0.1812,2016
2025,"45","1980",0.2257,0.173,0.2083,0.1634,0.1994,0.1859,2016
2025,"55","1970",0.1609,0.129,0.1491,0.1198,0.1447,0.1342,2016
2026,"16","2010",0.0959,0.0614,0.0879,0.0562,0.079,0.0724,2016
2026,"26","2000",0.2123,0.1501,0.1962,0.1382,0.1819,0.1679,2016
2026,"36","1990",0.2123,0.164,0.1993,0.1529,0.1886,0.1765,2016
2026,"46","1980",0.2184,0.1681,0.202,0.1583,0.1933,0.1802,2016
2026,"56","1970",0.1552,0.1242,0.1444,0.1148,0.1394,0.1293,2016
2027,"17","2010",0.1229,0.0821,0.1138,0.0759,0.1029,0.0952,2016
2027,"27","2000",0.2112,0.1503,0.1954,0.1376,0.1815,0.1672,2016
2027,"37","1990",0.2069,0.16,0.1935,0.1493,0.1838,0.1718,2016
2027,"47","1980",0.2114,0.163,0.1955,0.1533,0.1872,0.1744,2016
2027,"57","1970",0.1501,0.1192,0.1391,0.1096,0.1344,0.1241,2016
2028,"18","2010",0.1482,0.1013,0.1369,0.0935,0.1252,0.1157,2016
2028,"28","2000",0.2097,0.1497,0.1936,0.1369,0.1804,0.1659,2016
2028,"38","1990",0.201,0.1567,0.188,0.1461,0.1792,0.1674,2016
2028,"48","1980",0.2057,0.1582,0.1896,0.1485,0.182,0.1691,2016
2028,"58","1970",0.1447,0.1141,0.1332,0.1053,0.1291,0.1189,2016
2029,"19","2010",0.1681,0.1161,0.1553,0.107,0.1426,0.1317,2016
2029,"29","2000",0.2071,0.1481,0.1902,0.1354,0.1783,0.1634,2016
