"year","age","cohort","males_baseline","females_baseline","males_policy","females_policy","both_baseline","both_policy","policy_year"
2010,"0","2010",0,0,0,0,0,0,2016
2010,"10","2000",0.0036,0.0011,0.0033,0.0011,0.0024,0.0022,2016
2010,"20","1990",0.2267,0.1769,0.2277,0.1753,0.2024,0.2021,2016
2010,"30","1980",0.3359,0.2533,0.3354,0.2538,0.295,0.295,2016
2010,"40","1970",0.2594,0.2079,0.2595,0.2082,0.2338,0.234,2016
2011,"1","2010",0,0,0,0,0,0,2016
2011,"11","2000",0.007,0.0024,0.0064,0.0025,0.0047,0.0045,2016
2011,"21","1990",0.2383,0.1838,0.2394,0.1821,0.2116,0.2114,2016
2011,"31","1980",0.3291,0.2482,0.329,0.2485,0.289,0.2891,2016
2011,"41","1970",0.2517,0.2029,0.2521,0.2026,0.2274,0.2275,2016
2012,"2","2010",0,0,0,0,0,0,2016
2012,"12","2000",0.0133,0.0055,0.0129,0.0055,0.0095,0.0093,2016
2012,"22","1990",0.2471,0.1867,0.2476,0.1853,0.2175,0.217,2016
2012,"32","1980",0.3214,0.2429,0.3228,0.2426,0.2825,0.283,2016
2012,"42","1970",0.2447,0.1977,0.2453,0.1971,0.2213,0.2213,2016
2013,"3","2010",0,0,0,0,0,0,2016
2013,"13","2000",0.0241,0.0117,0.024,0.0118,0.0181,0.018,2016
2013,"23","1990",0.2528,0.1889,0.253,0.1881,0.2215,0.2211,2016
2013,"33","1980",0.3143,0.2376,0.3149,0.2372,0.2763,0.2764,2016
2013,"43","1970",0.2378,0.192,0.238,0.1917,0.215,0.2149,2016
2014,"4","2010",0,0,0,0,0,0,2016
2014,"14","2000",0.0427,0.0239,0.0421,0.0232,0.0335,0.0329,2016
2014,"24","1990",0.2555,0.1906,0.2557,0.1894,0.2237,0.2232,2016
2014,"34","1980",0.3068,0.2319,0.3064,0.2318,0.2696,0.2693,2016
2014,"44","1970",0.231,0.1867,0.2312,0.1864,0.2088,0.2087,2016
2015,"5","2010",0,0,0,0,0,0,2016
2015,"15","2000",0.0671,0.0403,0.0667,0.0407,0.054,0.054,2016
2015,"25","1990",0.2566,0.1906,0.2576,0.1892,0.2242,0.2241,2016
2015,"35","1980",0.2994,0.2263,0.299,0.2271,0.263,0.2632,2016
2015,"45","1970",0.224,0.1812,0.2241,0.1808,0.2025,0.2024,2016
2016,"6","2010",0,0,0,0,0,0,2016
2016,"16","2000",0.0965,0.0618,0.0944,0.0593,0.0796,0.0772,2016
2016,"26","1990",0.2569,0.1897,0.2543,0.1875,0.224,0.2216,2016
2016,"36","1980",0.2914,0.2206,0.2878,0.2195,0.2562,0.2538,2016
2016,"46","1970",0.218,0.1756,0.2145,0.1732,0.1967,0.1937,2016
2017,"7","2010",0,0,0,0,0,0,2016
2017,"17","2000",0.1238,0.0827,0.1193,0.0784,0.1038,0.0993,2016
2017,"27","1990",0.2553,0.189,0.2502,0.1852,0.2228,0.2183,2016
2017,"37","1980",0.2839,0.2156,0.2777,0.2128,0.25,0.2454,2016
2017,"47","1970",0.2109,0.1701,0.2058,0.1665,0.1904,0.186,2016
2018,"8","2010",5e-04,1e-04,5e-04,1e-04,3e-04,3e-04,2016
2018,"18","2000",0.1491,0.1018,0.1426,0.0952,0.126,0.1194,2016
2018,"28","1990",0.2525,0.1874,0.2462,0.1824,0.2205,0.2149,2016
2018,"38","1980",0.2761,0.21,0.2677,0.2057,0.2432,0.2369,2016
2018,"48","1970",0.2044,0.1649,0.1974,0.1603,0.1845,0.1787,2016
2019,"9","2010",0.0013,3e-04,0.0012,3e-04,8e-04,8e-04,2016
2019,"19","2000",0.1691,0.1164,0.1607,0.1093,0.1434,0.1356,2016
2019,"29","1990",0.249,0.1851,0.241,0.1791,0.2176,0.2106,2016
2019,"39","1980",0.2681,0.2044,0.2579,0.1995,0.2364,0.2288,2016
2019,"49","1970",0.1981,0.1603,0.1905,0.1543,0.1791,0.1722,2016
2020,"10","2010",0.0033,9e-04,0.0029,9e-04,0.0021,0.0019,2016
2020,"20","2000",0.1838,0.1274,0.1749,0.1196,0.1563,0.1479,2016
2020,"30","1990",0.2458,0.1829,0.2362,0.1753,0.2149,0.2063,2016
2020,"40","1980",0.2601,0.1992,0.2497,0.1931,0.2298,0.2215,2016
2020,"50","1970",0.192,0.1551,0.1839,0.1485,0.1734,0.166,2016
