"year","age","cohort","males_baseline","females_baseline","males_policy","females_policy","both_baseline","both_policy","policy_year"
2010,"0","2010",0,0,0,0,0,0,2016
2010,"10","2000",0.0036,0.0011,0.0032,0.001,0.0024,0.0021,2016
2010,"20","1990",0.2267,0.1769,0.227,0.1761,0.2024,0.2022,2016
2010,"30","1980",0.3359,0.2533,0.3375,0.2517,0.295,0.295,2016
2010,"40","1970",0.2594,0.2079,0.2594,0.2071,0.2338,0.2334,2016
2011,"1","2010",0,0,0,0,0,0,2016
2011,"11","2000",0.007,0.0024,0.0063,0.0024,0.0047,0.0044,2016
2011,"21","1990",0.2383,0.1838,0.2391,0.1826,0.2116,0.2114,2016
2011,"31","1980",0.3291,0.2482,0.3308,0.2471,0.289,0.2893,2016
2011,"41","1970",0.2517,0.2029,0.2521,0.2013,0.2274,0.2268,2016
2012,"2","2010",0,0,0,0,0,0,2016
2012,"12","2000",0.0133,0.0055,0.0129,0.0054,0.0095,0.0092,2016
2012,"22","1990",0.2471,0.1867,0.2477,0.1858,0.2175,0.2174,2016
2012,"32","1980",0.3214,0.2429,0.3229,0.242,0.2825,0.2828,2016
2012,"42","1970",0.2447,0.1977,0.2444,0.1965,0.2213,0.2205,2016
2013,"3","2010",0,0,0,0,0,0,2016
2013,"13","2000",0.0241,0.0117,0.0241,0.0117,0.0181,0.018,2016
2013,"23","1990",0.2528,0.1889,0.2541,0.1879,0.2215,0.2216,2016
2013,"33","1980",0.3143,0.2376,0.3155,0.2362,0.2763,0.2761,2016
2013,"43","1970",0.2378,0.192,0.2377,0.1903,0.215,0.2141,2016
2014,"4","2010",0,0,0,0,0,0,2016
2014,"14","2000",0.0427,0.0239,0.0419,0.0235,0.0335,0.0329,2016
2014,"24","1990",0.2555,0.1906,0.2581,0.1894,0.2237,0.2245,2016
2014,"34","1980",0.3068,0.2319,0.3079,0.231,0.2696,0.2697,2016
2014,"44","1970",0.231,0.1867,0.2301,0.1858,0.2088,0.2079,2016
2015,"5","2010",0,0,0,0,0,0,2016
2015,"15","2000",0.0671,0.0403,0.0663,0.041,0.054,0.054,2016
2015,"25","1990",0.2566,0.1906,0.2589,0.1896,0.2242,0.225,2016
2015,"35","1980",0.2994,0.2263,0.3,0.226,0.263,0.2632,2016
2015,"45","1970",0.224,0.1812,0.2233,0.1804,0.2025,0.2017,2016
2016,"6","2010",0,0,0,0,0,0,2016
2016,"16","2000",0.0965,0.0618,0.0933,0.0594,0.0796,0.0767,2016
2016,"26","1990",0.2569,0.1897,0.2547,0.1868,0.224,0.2214,2016
2016,"36","1980",0.2914,0.2206,0.2874,0.217,0.2562,0.2524,2016
2016,"46","1970",0.218,0.1756,0.2126,0.1722,0.1967,0.1923,2016
2017,"7","2010",0,0,0,0,0,0,2016
2017,"17","2000",0.1238,0.0827,0.1175,0.078,0.1038,0.0982,2016
2017,"27","1990",0.2553,0.189,0.2499,0.184,0.2228,0.2176,2016
2017,"37","1980",0.2839,0.2156,0.2765,0.2094,0.25,0.2431,2016
2017,"47","1970",0.2109,0.1701,0.2031,0.1657,0.1904,0.1843,2016
2018,"8","2010",5e-04,1e-04,5e-04,1e-04,3e-04,3e-04,2016
2018,"18","2000",0.1491,0.1018,0.1402,0.0948,0.126,0.118,2016
2018,"28","1990",0.2525,0.1874,0.2452,0.1808,0.2205,0.2136,2016
2018,"38","1980",0.2761,0.21,0.2665,0.2022,0.2432,0.2345,2016
2018,"48","1970",0.2044,0.1649,0.1949,0.159,0.1845,0.1768,2016
2019,"9","2010",0.0013,3e-04,0.0012,3e-04,8e-04,7e-04,2016
2019,"19","2000",0.1691,0.1164,0.1579,0.1083,0.1434,0.1337,2016
2019,"29","1990",0.249,0.1851,0.2389,0.1768,0.2176,0.2084,2016
2019,"39","1980",0.2681,0.2044,0.2573,0.1966,0.2364,0.2271,2016
2019,"49","1970",0.1981,0.1603,0.1876,0.1526,0.1791,0.1699,2016
2020,"10","2010",0.0033,9e-04,0.0028,8e-04,0.0021,0.0018,2016
2020,"20","2000",0.1838,0.1274,0.1716,0.1179,0.1563,0.1454,2016
2020,"30","1990",0.2458,0.1829,0.2338,0.1735,0.2149,0.2042,2016
2020,"40","1980",0.2601,0.1992,0.248,0.1903,0.2298,0.2193,2016
2020,"50","1970",0.192,0.1551,0.1808,0.1463,0.1734,0.1634,2016
2021,"11","2010",0.0066,0.002,0.0058,0.0018,0.0044,0.0038,2016
2021,"21","2000",0.1952,0.1351,0.1821,0.1251,0.1659,0.1543,2016
2021,"31","1990",0.2413,0.1799,0.2282,0.1706,0.2111,0.1999,2016
2021,"41","1980",0.2534,0.194,0.2394,0.1847,0.2238,0.2122,2016
2021,"51","1970",0.1858,0.15,0.1738,0.1406,0.1677,0.157,2016
2022,"12","2010",0.0129,0.0051,0.0118,0.0044,0.0091,0.0082,2016
2022,"22","2000",0.2025,0.1408,0.1879,0.1302,0.1724,0.1598,2016
2022,"32","1990",0.237,0.1769,0.2227,0.1672,0.2075,0.1955,2016
2022,"42","1980",0.246,0.189,0.231,0.1789,0.2176,0.205,2016
2022,"52","1970",0.1795,0.1449,0.1674,0.1352,0.162,0.1511,2016
2023,"13","2010",0.0237,0.0114,0.0223,0.01,0.0177,0.0163,2016
2023,"23","2000",0.2084,0.1455,0.1928,0.134,0.1777,0.1641,2016
2023,"33","1990",0.2314,0.1736,0.2175,0.1641,0.203,0.1913,2016
2023,"43","1980",0.2391,0.1834,0.2231,0.1733,0.2113,0.1982,2016
2023,"53","1970",0.1732,0.1398,0.162,0.1302,0.1563,0.1459,2016
2024,"14","2010",0.042,0.0235,0.039,0.0206,0.0329,0.03,2016
2024,"24","2000",0.2109,0.1486,0.1951,0.1373,0.1805,0.1669,2016
2024,"34","1990",0.225,0.1705,0.2114,0.1607,0.1982,0.1865,2016
2024,"44","1980",0.2322,0.178,0.2162,0.1678,0.2052,0.1921,2016
2024,"54","1970",0.167,0.1345,0.156,0.1257,0.1505,0.1407,2016
2025,"15","2010",0.0664,0.04,0.0614,0.0372,0.0534,0.0495,2016
2025,"25","2000",0.2128,0.1494,0.1969,0.1385,0.1819,0.1684,2016
2025,"35","1990",0.219,0.1672,0.2058,0.1574,0.1935,0.182,2016
2025,"45","1980",0.2257,0.173,0.2103,0.1631,0.1994,0.1867,2016
2025,"55","1970",0.1609,0.129,0.1499,0.1207,0.1447,0.1351,2016
2026,"16","2010",0.0959,0.0614,0.0885,0.0561,0.079,0.0726,2016
2026,"26","2000",0.2123,0.1501,0.1969,0.1395,0.1819,0.1688,2016
2026,"36","1990",0.2123,0.164,0.1998,0.1538,0.1886,0.1772,2016
2026,"46","1980",0.2184,0.1681,0.2045,0.1575,0.1933,0.181,2016
2026,"56","1970",0.1552,0.1242,0.1445,0.1155,0.1394,0.1298,2016
2027,"17","2010",0.1229,0.0821,0.1142,0.0757,0.1029,0.0953,2016
2027,"27","2000",0.2112,0.1503,0.1964,0.1391,0.1815,0.1684,2016
2027,"37","1990",0.2069,0.16,0.1945,0.15,0.1838,0.1726,2016
2027,"47","1980",0.2114,0.163,0.1984,0.1527,0.1872,0.1756,2016
2027,"57","1970",0.1501,0.1192,0.1393,0.1108,0.1344,0.1248,2016
2028,"18","2010",0.1482,0.1013,0.137,0.0934,0.1252,0.1156,2016
2028,"28","2000",0.2097,0.1497,0.1946,0.1383,0.1804,0.1671,2016
2028,"38","1990",0.201,0.1567,0.1888,0.146,0.1792,0.1678,2016
2028,"48","1980",0.2057,0.1582,0.192,0.148,0.182,0.17,2016
2028,"58","1970",0.1447,0.1141,0.1334,0.1065,0.1291,0.1197,2016
2029,"19","2010",0.1681,0.1161,0.1555,0.1072,0.1426,0.1318,2016
