"year","age","cohort","males_baseline","females_baseline","males_policy","females_policy","both_baseline","both_policy","policy_year"
2010,"0","2010",0,0,0,0,0,0,2016
2010,"10","2000",0.0036,0.0011,0.0034,0.0011,0.0024,0.0023,2016
2010,"20","1990",0.2267,0.1769,0.2275,0.1758,0.2024,0.2022,2016
2010,"30","1980",0.3359,0.2533,0.3356,0.2528,0.295,0.2946,2016
2010,"40","1970",0.2594,0.2079,0.2603,0.208,0.2338,0.2343,2016
2011,"1","2010",0,0,0,0,0,0,2016
2011,"11","2000",0.007,0.0024,0.0068,0.0024,0.0047,0.0046,2016
2011,"21","1990",0.2383,0.1838,0.2391,0.1828,0.2116,0.2116,2016
2011,"31","1980",0.3291,0.2482,0.3293,0.2475,0.289,0.2888,2016
2011,"41","1970",0.2517,0.2029,0.253,0.2025,0.2274,0.2279,2016
2012,"2","2010",0,0,0,0,0,0,2016
2012,"12","2000",0.0133,0.0055,0.0132,0.0055,0.0095,0.0094,2016
2012,"22","1990",0.2471,0.1867,0.2476,0.186,0.2175,0.2174,2016
2012,"32","1980",0.3214,0.2429,0.3231,0.2419,0.2825,0.2829,2016
2012,"42","1970",0.2447,0.1977,0.2452,0.1972,0.2213,0.2213,2016
2013,"3","2010",0,0,0,0,0,0,2016
2013,"13","2000",0.0241,0.0117,0.024,0.012,0.0181,0.0181,2016
2013,"23","1990",0.2528,0.1889,0.2536,0.1889,0.2215,0.2219,2016
2013,"33","1980",0.3143,0.2376,0.316,0.2366,0.2763,0.2767,2016
2013,"43","1970",0.2378,0.192,0.2384,0.192,0.215,0.2153,2016
2014,"4","2010",0,0,0,0,0,0,2016
2014,"14","2000",0.0427,0.0239,0.0425,0.0241,0.0335,0.0335,2016
2014,"24","1990",0.2555,0.1906,0.2563,0.1904,0.2237,0.2241,2016
2014,"34","1980",0.3068,0.2319,0.3089,0.231,0.2696,0.2702,2016
2014,"44","1970",0.231,0.1867,0.2313,0.1865,0.2088,0.2088,2016
2015,"5","2010",0,0,0,0,0,0,2016
2015,"15","2000",0.0671,0.0403,0.0669,0.0408,0.054,0.0541,2016
2015,"25","1990",0.2566,0.1906,0.2574,0.1902,0.2242,0.2245,2016
2015,"35","1980",0.2994,0.2263,0.3016,0.2255,0.263,0.2637,2016
2015,"45","1970",0.224,0.1812,0.2248,0.1812,0.2025,0.2029,2016
2016,"6","2010",0,0,0,0,0,0,2016
2016,"16","2000",0.0965,0.0618,0.0958,0.0616,0.0796,0.0791,2016
2016,"26","1990",0.2569,0.1897,0.2561,0.1893,0.224,0.2234,2016
2016,"36","1980",0.2914,0.2206,0.2922,0.2194,0.2562,0.256,2016
2016,"46","1970",0.218,0.1756,0.2176,0.1752,0.1967,0.1963,2016
2017,"7","2010",0,0,0,0,0,0,2016
