"year","age","cohort","males_baseline","females_baseline","males_policy","females_policy","both_baseline","both_policy","policy_year"
2010,"0","2010",0,0,0,0,0,0,2016
2010,"10","2000",0.0036,0.0011,0.0036,0.0011,0.0024,0.0024,2016
2010,"20","1990",0.2267,0.1769,0.2267,0.1769,0.2024,0.2024,2016
2010,"30","1980",0.3359,0.2533,0.3359,0.2533,0.295,0.295,2016
2010,"40","1970",0.2594,0.2079,0.2594,0.2079,0.2338,0.2338,2016
2011,"1","2010",0,0,0,0,0,0,2016
2011,"11","2000",0.007,0.0024,0.007,0.0024,0.0047,0.0047,2016
2011,"21","1990",0.2383,0.1838,0.2383,0.1838,0.2116,0.2116,2016
2011,"31","1980",0.3291,0.2482,0.3291,0.2482,0.289,0.289,2016
2011,"41","1970",0.2517,0.2029,0.2517,0.2029,0.2274,0.2274,2016
2012,"2","2010",0,0,0,0,0,0,2016
2012,"12","2000",0.0133,0.0055,0.0133,0.0055,0.0095,0.0095,2016
2012,"22","1990",0.2471,0.1867,0.2471,0.1867,0.2175,0.2175,2016
2012,"32","1980",0.3214,0.2429,0.3214,0.2429,0.2825,0.2825,2016
2012,"42","1970",0.2447,0.1977,0.2447,0.1977,0.2213,0.2213,2016
2013,"3","2010",0,0,0,0,0,0,2016
2013,"13","2000",0.0241,0.0117,0.0241,0.0117,0.0181,0.0181,2016
2013,"23","1990",0.2528,0.1889,0.2528,0.1889,0.2215,0.2215,2016
2013,"33","1980",0.3143,0.2376,0.3143,0.2376,0.2763,0.2763,2016
2013,"43","1970",0.2378,0.192,0.2378,0.192,0.215,0.215,2016
2014,"4","2010",0,0,0,0,0,0,2016
2014,"14","2000",0.0427,0.0239,0.0427,0.0239,0.0335,0.0335,2016
2014,"24","1990",0.2555,0.1906,0.2555,0.1906,0.2237,0.2237,2016
2014,"34","1980",0.3068,0.2319,0.3068,0.2319,0.2696,0.2696,2016
2014,"44","1970",0.231,0.1867,0.231,0.1867,0.2088,0.2088,2016
2015,"5","2010",0,0,0,0,0,0,2016
2015,"15","2000",0.0671,0.0403,0.0671,0.0403,0.054,0.054,2016
2015,"25","1990",0.2566,0.1906,0.2566,0.1906,0.2242,0.2242,2016
2015,"35","1980",0.2994,0.2263,0.2994,0.2263,0.263,0.263,2016
2015,"45","1970",0.224,0.1812,0.224,0.1812,0.2025,0.2025,2016
2016,"6","2010",0,0,0,0,0,0,2016
2016,"16","2000",0.0965,0.0618,0.0965,0.0618,0.0796,0.0796,2016
2016,"26","1990",0.2569,0.1897,0.2569,0.1897,0.224,0.224,2016
2016,"36","1980",0.2914,0.2206,0.2914,0.2206,0.2562,0.2562,2016
2016,"46","1970",0.218,0.1756,0.218,0.1756,0.1967,0.1967,2016
2017,"7","2010",0,0,0,0,0,0,2016
2017,"17","2000",0.1238,0.0827,0.1238,0.0827,0.1038,0.1038,2016
2017,"27","1990",0.2553,0.189,0.2553,0.189,0.2228,0.2228,2016
2017,"37","1980",0.2839,0.2156,0.2839,0.2156,0.25,0.25,2016
2017,"47","1970",0.2109,0.1701,0.2109,0.1701,0.1904,0.1904,2016
2018,"8","2010",5e-04,1e-04,5e-04,1e-04,3e-04,3e-04,2016
2018,"18","2000",0.1491,0.1018,0.1491,0.1018,0.126,0.126,2016
2018,"28","1990",0.2525,0.1874,0.2525,0.1874,0.2205,0.2205,2016
2018,"38","1980",0.2761,0.21,0.2761,0.21,0.2432,0.2432,2016
2018,"48","1970",0.2044,0.1649,0.2044,0.1649,0.1845,0.1845,2016
2019,"9","2010",0.0013,3e-04,0.0013,3e-04,8e-04,8e-04,2016
2019,"19","2000",0.1691,0.1164,0.1691,0.1164,0.1434,0.1434,2016
2019,"29","1990",0.249,0.1851,0.249,0.1851,0.2176,0.2176,2016
2019,"39","1980",0.2681,0.2044,0.2681,0.2044,0.2364,0.2364,2016
2019,"49","1970",0.1981,0.1603,0.1981,0.1603,0.1791,0.1791,2016
2020,"10","2010",0.0033,9e-04,0.0033,9e-04,0.0021,0.0021,2016
2020,"20","2000",0.1838,0.1274,0.1838,0.1274,0.1563,0.1563,2016
2020,"30","1990",0.2458,0.1829,0.2458,0.1829,0.2149,0.2149,2016
2020,"40","1980",0.2601,0.1992,0.2601,0.1992,0.2298,0.2298,2016
2020,"50","1970",0.192,0.1551,0.192,0.1551,0.1734,0.1734,2016
2021,"11","2010",0.0066,0.002,0.0066,0.002,0.0044,0.0044,2016
2021,"21","2000",0.1952,0.1351,0.1952,0.1351,0.1659,0.1659,2016
2021,"31","1990",0.2413,0.1799,0.2413,0.1799,0.2111,0.2111,2016
2021,"41","1980",0.2534,0.194,0.2534,0.194,0.2238,0.2238,2016
2021,"51","1970",0.1858,0.15,0.1858,0.15,0.1677,0.1677,2016
2022,"12","2010",0.0129,0.0051,0.0129,0.0051,0.0091,0.0091,2016
2022,"22","2000",0.2025,0.1408,0.2025,0.1408,0.1724,0.1724,2016
2022,"32","1990",0.237,0.1769,0.237,0.1769,0.2075,0.2075,2016
2022,"42","1980",0.246,0.189,0.246,0.189,0.2176,0.2176,2016
2022,"52","1970",0.1795,0.1449,0.1795,0.1449,0.162,0.162,2016
2023,"13","2010",0.0237,0.0114,0.0237,0.0114,0.0177,0.0177,2016
2023,"23","2000",0.2084,0.1455,0.2084,0.1455,0.1777,0.1777,2016
2023,"33","1990",0.2314,0.1736,0.2314,0.1736,0.203,0.203,2016
2023,"43","1980",0.2391,0.1834,0.2391,0.1834,0.2113,0.2113,2016
2023,"53","1970",0.1732,0.1398,0.1732,0.1398,0.1563,0.1563,2016
2024,"14","2010",0.042,0.0235,0.042,0.0235,0.0329,0.0329,2016
2024,"24","2000",0.2109,0.1486,0.2109,0.1486,0.1805,0.1805,2016
2024,"34","1990",0.225,0.1705,0.225,0.1705,0.1982,0.1982,2016
2024,"44","1980",0.2322,0.178,0.2322,0.178,0.2052,0.2052,2016
2024,"54","1970",0.167,0.1345,0.167,0.1345,0.1505,0.1505,2016
2025,"15","2010",0.0664,0.04,0.0664,0.04,0.0534,0.0534,2016
2025,"25","2000",0.2128,0.1494,0.2128,0.1494,0.1819,0.1819,2016
2025,"35","1990",0.219,0.1672,0.219,0.1672,0.1935,0.1935,2016
2025,"45","1980",0.2257,0.173,0.2257,0.173,0.1994,0.1994,2016
2025,"55","1970",0.1609,0.129,0.1609,0.129,0.1447,0.1447,2016
2026,"16","2010",0.0959,0.0614,0.0959,0.0614,0.079,0.079,2016
2026,"26","2000",0.2123,0.1501,0.2123,0.1501,0.1819,0.1819,2016
2026,"36","1990",0.2123,0.164,0.2123,0.164,0.1886,0.1886,2016
2026,"46","1980",0.2184,0.1681,0.2184,0.1681,0.1933,0.1933,2016
2026,"56","1970",0.1552,0.1242,0.1552,0.1242,0.1394,0.1394,2016
2027,"17","2010",0.1229,0.0821,0.1229,0.0821,0.1029,0.1029,2016
2027,"27","2000",0.2112,0.1503,0.2112,0.1503,0.1815,0.1815,2016
2027,"37","1990",0.2069,0.16,0.2069,0.16,0.1838,0.1838,2016
2027,"47","1980",0.2114,0.163,0.2114,0.163,0.1872,0.1872,2016
2027,"57","1970",0.1501,0.1192,0.1501,0.1192,0.1344,0.1344,2016
2028,"18","2010",0.1482,0.1013,0.1482,0.1013,0.1252,0.1252,2016
2028,"28","2000",0.2097,0.1497,0.2097,0.1497,0.1804,0.1804,2016
2028,"38","1990",0.201,0.1567,0.201,0.1567,0.1792,0.1792,2016
2028,"48","1980",0.2057,0.1582,0.2057,0.1582,0.182,0.182,2016
2028,"58","1970",0.1447,0.1141,0.1447,0.1141,0.1291,0.1291,2016
2029,"19","2010",0.1681,0.1161,0.1681,0.1161,0.1426,0.1426,2016
2029,"29","2000",0.2071,0.1481,0.2071,0.1481,0.1783,0.1783,2016
2029,"39","1990",0.1957,0.1531,0.1957,0.1531,0.1747,0.1747,2016
2029,"49","1980",0.1993,0.1535,0.1993,0.1535,0.1764,0.1764,2016
2029,"59","1970",0.1397,0.1092,0.1397,0.1092,0.1241,0.1241,2016
2030,"20","2010",0.1825,0.1268,0.1825,0.1268,0.1552,0.1552,2016
2030,"30","2000",0.2045,0.147,0.2045,0.147,0.1764,0.1764,2016
2030,"40","1990",0.1903,0.15,0.1903,0.15,0.1705,0.1705,2016
2030,"50","1980",0.1929,0.1486,0.1929,0.1486,0.1707,0.1707,2016
2030,"60","1970",0.134,0.104,0.134,0.104,0.1186,0.1186,2016
2031,"21","2010",0.1936,0.1345,0.1936,0.1345,0.1647,0.1647,2016
2031,"31","2000",0.2007,0.1453,0.2007,0.1453,0.1736,0.1736,2016
2031,"41","1990",0.1854,0.1456,0.1854,0.1456,0.1658,0.1658,2016
2031,"51","1980",0.187,0.1441,0.187,0.1441,0.1655,0.1655,2016
2031,"61","1970",0.1285,0.0995,0.1285,0.0995,0.1136,0.1136,2016
2032,"22","2010",0.2009,0.1398,0.2009,0.1398,0.171,0.171,2016
2032,"32","2000",0.1972,0.1434,0.1972,0.1434,0.1709,0.1709,2016
2032,"42","1990",0.1803,0.1417,0.1803,0.1417,0.1613,0.1613,2016
2032,"52","1980",0.1809,0.1388,0.1809,0.1388,0.1598,0.1598,2016
2032,"62","1970",0.1229,0.0952,0.1229,0.0952,0.1087,0.1087,2016
2033,"23","2010",0.2074,0.1444,0.2074,0.1444,0.1766,0.1766,2016
2033,"33","2000",0.1923,0.1407,0.1923,0.1407,0.1671,0.1671,2016
2033,"43","1990",0.1754,0.1379,0.1754,0.1379,0.1569,0.1569,2016
2033,"53","1980",0.1747,0.1341,0.1747,0.1341,0.1543,0.1543,2016
2033,"63","1970",0.1173,0.0905,0.1173,0.0905,0.1034,0.1034,2016
2034,"24","2010",0.2108,0.147,0.2108,0.147,0.1796,0.1796,2016
2034,"34","2000",0.1882,0.138,0.1882,0.138,0.1636,0.1636,2016
2034,"44","1990",0.17,0.1342,0.17,0.1342,0.1523,0.1523,2016
2034,"54","1980",0.1698,0.1293,0.1698,0.1293,0.1494,0.1494,2016
2034,"64","1970",0.1112,0.0853,0.1112,0.0853,0.0978,0.0978,2016
2035,"25","2010",0.2129,0.1484,0.2129,0.1484,0.1813,0.1813,2016
2035,"35","2000",0.1845,0.1356,0.1845,0.1356,0.1605,0.1605,2016
2035,"45","1990",0.1649,0.1303,0.1649,0.1303,0.1478,0.1478,2016
2035,"55","1980",0.1634,0.1244,0.1634,0.1244,0.1437,0.1437,2016
2035,"65","1970",0.1058,0.0803,0.1058,0.0803,0.0926,0.0926,2016
2036,"26","2010",0.2125,0.1491,0.2125,0.1491,0.1815,0.1815,2016
2036,"36","2000",0.1797,0.1329,0.1797,0.1329,0.1568,0.1568,2016
2036,"46","1990",0.1599,0.1268,0.1599,0.1268,0.1436,0.1436,2016
2036,"56","1980",0.1573,0.1196,0.1573,0.1196,0.1383,0.1383,2016
2036,"66","1970",0.0999,0.0756,0.0999,0.0756,0.0873,0.0873,2016
2037,"27","2010",0.2115,0.1491,0.2115,0.1491,0.1809,0.1809,2016
2037,"37","2000",0.1754,0.1302,0.1754,0.1302,0.1533,0.1533,2016
2037,"47","1990",0.1559,0.1225,0.1559,0.1225,0.1394,0.1394,2016
