"year","age","cohort","males_baseline","females_baseline","males_policy","females_policy","both_baseline","both_policy","policy_year"
2010,"0","2010",0,0,0,0,0,0,2016
2010,"10","2000",0.0036,0.0011,0.0033,0.0012,0.0024,0.0022,2016
2010,"20","1990",0.2267,0.1769,0.2276,0.1754,0.2024,0.2021,2016
2010,"30","1980",0.3359,0.2533,0.336,0.2518,0.295,0.2943,2016
2010,"40","1970",0.2594,0.2079,0.2602,0.2082,0.2338,0.2344,2016
2011,"1","2010",0,0,0,0,0,0,2016
2011,"11","2000",0.007,0.0024,0.0065,0.0025,0.0047,0.0045,2016
2011,"21","1990",0.2383,0.1838,0.2394,0.1825,0.2116,0.2115,2016
2011,"31","1980",0.3291,0.2482,0.3298,0.2469,0.289,0.2887,2016
2011,"41","1970",0.2517,0.2029,0.2531,0.2029,0.2274,0.2281,2016
2012,"2","2010",0,0,0,0,0,0,2016
2012,"12","2000",0.0133,0.0055,0.0131,0.0056,0.0095,0.0094,2016
2012,"22","1990",0.2471,0.1867,0.2483,0.1857,0.2175,0.2176,2016
2012,"32","1980",0.3214,0.2429,0.323,0.2413,0.2825,0.2825,2016
2012,"42","1970",0.2447,0.1977,0.2459,0.1972,0.2213,0.2217,2016
2013,"3","2010",0,0,0,0,0,0,2016
2013,"13","2000",0.0241,0.0117,0.0243,0.0118,0.0181,0.0182,2016
2013,"23","1990",0.2528,0.1889,0.2541,0.1885,0.2215,0.2219,2016
2013,"33","1980",0.3143,0.2376,0.316,0.2357,0.2763,0.2762,2016
2013,"43","1970",0.2378,0.192,0.2392,0.192,0.215,0.2157,2016
2014,"4","2010",0,0,0,0,0,0,2016
2014,"14","2000",0.0427,0.0239,0.0424,0.0233,0.0335,0.0331,2016
2014,"24","1990",0.2555,0.1906,0.2567,0.1898,0.2237,0.2239,2016
2014,"34","1980",0.3068,0.2319,0.3076,0.2305,0.2696,0.2693,2016
2014,"44","1970",0.231,0.1867,0.2319,0.187,0.2088,0.2093,2016
2015,"5","2010",0,0,0,0,0,0,2016
2015,"15","2000",0.0671,0.0403,0.0672,0.0406,0.054,0.0542,2016
