"year","age","cohort","males_baseline","females_baseline","males_policy","females_policy","both_baseline","both_policy","policy_year"
2010,"0","2010",0,0,0,0,0,0,2016
2010,"10","2000",0.0036,0.0011,0.0032,0.001,0.0024,0.0022,2016
2010,"20","1990",0.2267,0.1769,0.227,0.176,0.2024,0.2021,2016
2010,"30","1980",0.3359,0.2533,0.3345,0.2513,0.295,0.2933,2016
2010,"40","1970",0.2594,0.2079,0.2604,0.208,0.2338,0.2344,2016
2011,"1","2010",0,0,0,0,0,0,2016
2011,"11","2000",0.007,0.0024,0.0064,0.0024,0.0047,0.0044,2016
2011,"21","1990",0.2383,0.1838,0.2392,0.1829,0.2116,0.2117,2016
2011,"31","1980",0.3291,0.2482,0.3289,0.2463,0.289,0.288,2016
2011,"41","1970",0.2517,0.2029,0.2528,0.2023,0.2274,0.2277,2016
2012,"2","2010",0,0,0,0,0,0,2016
2012,"12","2000",0.0133,0.0055,0.0131,0.0054,0.0095,0.0093,2016
2012,"22","1990",0.2471,0.1867,0.2476,0.1858,0.2175,0.2173,2016
2012,"32","1980",0.3214,0.2429,0.3223,0.2407,0.2825,0.2819,2016
2012,"42","1970",0.2447,0.1977,0.2451,0.1974,0.2213,0.2214,2016
2013,"3","2010",0,0,0,0,0,0,2016
2013,"13","2000",0.0241,0.0117,0.0243,0.0119,0.0181,0.0182,2016
2013,"23","1990",0.2528,0.1889,0.2538,0.1879,0.2215,0.2215,2016
2013,"33","1980",0.3143,0.2376,0.3144,0.236,0.2763,0.2755,2016
2013,"43","1970",0.2378,0.192,0.2386,0.1917,0.215,0.2152,2016
2014,"4","2010",0,0,0,0,0,0,2016
2014,"14","2000",0.0427,0.0239,0.0421,0.0234,0.0335,0.033,2016
2014,"24","1990",0.2555,0.1906,0.2568,0.1893,0.2237,0.2237,2016
2014,"34","1980",0.3068,0.2319,0.3064,0.2312,0.2696,0.269,2016
2014,"44","1970",0.231,0.1867,0.2309,0.1866,0.2088,0.2087,2016
2015,"5","2010",0,0,0,0,0,0,2016
2015,"15","2000",0.0671,0.0403,0.0666,0.0409,0.054,0.0541,2016
2015,"25","1990",0.2566,0.1906,0.2575,0.1889,0.2242,0.2239,2016
2015,"35","1980",0.2994,0.2263,0.299,0.2261,0.263,0.2627,2016
2015,"45","1970",0.224,0.1812,0.2236,0.1809,0.2025,0.2022,2016
2016,"6","2010",0,0,0,0,0,0,2016
2016,"16","2000",0.0965,0.0618,0.0939,0.0596,0.0796,0.0771,2016
2016,"26","1990",0.2569,0.1897,0.2539,0.1863,0.224,0.2208,2016
2016,"36","1980",0.2914,0.2206,0.2867,0.2181,0.2562,0.2526,2016
2016,"46","1970",0.218,0.1756,0.2148,0.1733,0.1967,0.1939,2016
2017,"7","2010",0,0,0,0,0,0,2016
2017,"17","2000",0.1238,0.0827,0.1185,0.0784,0.1038,0.0989,2016
2017,"27","1990",0.2553,0.189,0.2492,0.1838,0.2228,0.2171,2016
2017,"37","1980",0.2839,0.2156,0.276,0.2107,0.25,0.2435,2016
2017,"47","1970",0.2109,0.1701,0.2062,0.1664,0.1904,0.1862,2016
2018,"8","2010",5e-04,1e-04,4e-04,1e-04,3e-04,3e-04,2016
2018,"18","2000",0.1491,0.1018,0.141,0.0955,0.126,0.1188,2016
2018,"28","1990",0.2525,0.1874,0.2451,0.1812,0.2205,0.2137,2016
2018,"38","1980",0.2761,0.21,0.2658,0.2037,0.2432,0.2349,2016
2018,"48","1970",0.2044,0.1649,0.1983,0.1601,0.1845,0.1791,2016
2019,"9","2010",0.0013,3e-04,0.0012,3e-04,8e-04,7e-04,2016
2019,"19","2000",0.1691,0.1164,0.1587,0.1091,0.1434,0.1345,2016
2019,"29","1990",0.249,0.1851,0.2394,0.1784,0.2176,0.2094,2016
2019,"39","1980",0.2681,0.2044,0.2563,0.1972,0.2364,0.2269,2016
2019,"49","1970",0.1981,0.1603,0.1907,0.1542,0.1791,0.1723,2016
2020,"10","2010",0.0033,9e-04,0.0029,8e-04,0.0021,0.0019,2016
2020,"20","2000",0.1838,0.1274,0.1727,0.1193,0.1563,0.1467,2016
2020,"30","1990",0.2458,0.1829,0.2347,0.1751,0.2149,0.2054,2016
2020,"40","1980",0.2601,0.1992,0.2473,0.191,0.2298,0.2193,2016
2020,"50","1970",0.192,0.1551,0.1832,0.1482,0.1734,0.1655,2016
2021,"11","2010",0.0066,0.002,0.0059,0.0018,0.0044,0.0039,2016
2021,"21","2000",0.1952,0.1351,0.1834,0.1261,0.1659,0.1554,2016
2021,"31","1990",0.2413,0.1799,0.229,0.1717,0.2111,0.2008,2016
2021,"41","1980",0.2534,0.194,0.2389,0.1853,0.2238,0.2122,2016
2021,"51","1970",0.1858,0.15,0.1767,0.1427,0.1677,0.1595,2016
2022,"12","2010",0.0129,0.0051,0.0121,0.0046,0.0091,0.0084,2016
2022,"22","2000",0.2025,0.1408,0.1898,0.1313,0.1724,0.1613,2016
2022,"32","1990",0.237,0.1769,0.224,0.1683,0.2075,0.1966,2016
2022,"42","1980",0.246,0.189,0.2316,0.1799,0.2176,0.2058,2016
2022,"52","1970",0.1795,0.1449,0.1697,0.1371,0.162,0.1532,2016
2023,"13","2010",0.0237,0.0114,0.0228,0.0104,0.0177,0.0167,2016
2023,"23","2000",0.2084,0.1455,0.1952,0.135,0.1777,0.1659,2016
2023,"33","1990",0.2314,0.1736,0.218,0.1648,0.203,0.1918,2016
2023,"43","1980",0.2391,0.1834,0.224,0.1749,0.2113,0.1995,2016
2023,"53","1970",0.1732,0.1398,0.1634,0.1322,0.1563,0.1476,2016
2024,"14","2010",0.042,0.0235,0.0395,0.0208,0.0329,0.0304,2016
2024,"24","2000",0.2109,0.1486,0.1975,0.1385,0.1805,0.1687,2016
2024,"34","1990",0.225,0.1705,0.2122,0.1609,0.1982,0.187,2016
2024,"44","1980",0.2322,0.178,0.2168,0.1696,0.2052,0.1932,2016
2024,"54","1970",0.167,0.1345,0.1573,0.1275,0.1505,0.1422,2016
2025,"15","2010",0.0664,0.04,0.0625,0.0375,0.0534,0.0502,2016
2025,"25","2000",0.2128,0.1494,0.1995,0.1392,0.1819,0.1701,2016
2025,"35","1990",0.219,0.1672,0.2063,0.1574,0.1935,0.1822,2016
2025,"45","1980",0.2257,0.173,0.2096,0.1637,0.1994,0.1867,2016
2025,"55","1970",0.1609,0.129,0.1515,0.1227,0.1447,0.1368,2016
2026,"16","2010",0.0959,0.0614,0.0904,0.0564,0.079,0.0738,2016
2026,"26","2000",0.2123,0.1501,0.1989,0.1396,0.1819,0.17,2016
2026,"36","1990",0.2123,0.164,0.2007,0.1538,0.1886,0.1776,2016
2026,"46","1980",0.2184,0.1681,0.2038,0.159,0.1933,0.1814,2016
2026,"56","1970",0.1552,0.1242,0.1465,0.1178,0.1394,0.1319,2016
2027,"17","2010",0.1229,0.0821,0.1163,0.0761,0.1029,0.0966,2016
2027,"27","2000",0.2112,0.1503,0.1985,0.1386,0.1815,0.1693,2016
2027,"37","1990",0.2069,0.16,0.1947,0.1501,0.1838,0.1728,2016
2027,"47","1980",0.2114,0.163,0.1973,0.1546,0.1872,0.176,2016
2027,"57","1970",0.1501,0.1192,0.1412,0.1132,0.1344,0.1269,2016
2028,"18","2010",0.1482,0.1013,0.1398,0.0937,0.1252,0.1172,2016
2028,"28","2000",0.2097,0.1497,0.1962,0.1377,0.1804,0.1676,2016
2028,"38","1990",0.201,0.1567,0.1897,0.1467,0.1792,0.1685,2016
2028,"48","1980",0.2057,0.1582,0.1913,0.1501,0.182,0.1707,2016
2028,"58","1970",0.1447,0.1141,0.1358,0.1084,0.1291,0.1218,2016
2029,"19","2010",0.1681,0.1161,0.1583,0.1078,0.1426,0.1336,2016
2029,"29","2000",0.2071,0.1481,0.1934,0.1361,0.1783,0.1654,2016
2029,"39","1990",0.1957,0.1531,0.1842,0.1433,0.1747,0.164,2016
2029,"49","1980",0.1993,0.1535,0.185,0.1456,0.1764,0.1653,2016
2029,"59","1970",0.1397,0.1092,0.1304,0.1036,0.1241,0.1167,2016
2030,"20","2010",0.1825,0.1268,0.1727,0.1182,0.1552,0.146,2016
2030,"30","2000",0.2045,0.147,0.1907,0.1351,0.1764,0.1635,2016
2030,"40","1990",0.1903,0.15,0.1789,0.1398,0.1705,0.1597,2016
2030,"50","1980",0.1929,0.1486,0.1785,0.1408,0.1707,0.1596,2016
2030,"60","1970",0.134,0.104,0.1249,0.099,0.1186,0.1116,2016
2031,"21","2010",0.1936,0.1345,0.1834,0.1257,0.1647,0.1552,2016
2031,"31","2000",0.2007,0.1453,0.1878,0.1339,0.1736,0.1614,2016
2031,"41","1990",0.1854,0.1456,0.1743,0.1366,0.1658,0.1557,2016
2031,"51","1980",0.187,0.1441,0.1728,0.1362,0.1655,0.1544,2016
2031,"61","1970",0.1285,0.0995,0.1196,0.0939,0.1136,0.1064,2016
2032,"22","2010",0.2009,0.1398,0.1909,0.1312,0.171,0.1617,2016
2032,"32","2000",0.1972,0.1434,0.184,0.132,0.1709,0.1586,2016
2032,"42","1990",0.1803,0.1417,0.1686,0.1333,0.1613,0.1512,2016
2032,"52","1980",0.1809,0.1388,0.1672,0.1316,0.1598,0.1493,2016
2032,"62","1970",0.1229,0.0952,0.114,0.0892,0.1087,0.1013,2016
2033,"23","2010",0.2074,0.1444,0.1965,0.1349,0.1766,0.1664,2016
2033,"33","2000",0.1923,0.1407,0.1799,0.1296,0.1671,0.1553,2016
2033,"43","1990",0.1754,0.1379,0.1636,0.13,0.1569,0.147,2016
2033,"53","1980",0.1747,0.1341,0.1622,0.1268,0.1543,0.1444,2016
2033,"63","1970",0.1173,0.0905,0.1086,0.0848,0.1034,0.0963,2016
2034,"24","2010",0.2108,0.147,0.1987,0.1378,0.1796,0.1689,2016
2034,"34","2000",0.1882,0.138,0.1758,0.1272,0.1636,0.152,2016
2034,"44","1990",0.17,0.1342,0.1589,0.1268,0.1523,0.1431,2016
2034,"54","1980",0.1698,0.1293,0.1568,0.1219,0.1494,0.1393,2016
2034,"64","1970",0.1112,0.0853,0.1038,0.0801,0.0978,0.0915,2016
2035,"25","2010",0.2129,0.1484,0.2001,0.1385,0.1813,0.17,2016
2035,"35","2000",0.1845,0.1356,0.1709,0.125,0.1605,0.1484,2016
2035,"45","1990",0.1649,0.1303,0.1546,0.1238,0.1478,0.1394,2016
2035,"55","1980",0.1634,0.1244,0.1508,0.1173,0.1437,0.1339,2016
2035,"65","1970",0.1058,0.0803,0.0989,0.0755,0.0926,0.0867,2016
2036,"26","2010",0.2125,0.1491,0.1998,0.1391,0.1815,0.1701,2016
2036,"36","2000",0.1797,0.1329,0.166,0.1224,0.1568,0.1446,2016
2036,"46","1990",0.1599,0.1268,0.1502,0.1207,0.1436,0.1356,2016
2036,"56","1980",0.1573,0.1196,0.1449,0.1129,0.1383,0.1288,2016
2036,"66","1970",0.0999,0.0756,0.0936,0.0714,0.0873,0.0821,2016
2037,"27","2010",0.2115,0.1491,0.1991,0.1391,0.1809,0.1697,2016
2037,"37","2000",0.1754,0.1302,0.1615,0.1201,0.1533,0.1412,2016
2037,"47","1990",0.1559,0.1225,0.1464,0.1176,0.1394,0.1322,2016
2037,"57","1980",0.1512,0.1149,0.1399,0.1084,0.1329,0.124,2016
2037,"67","1970",0.0948,0.0708,0.0885,0.0673,0.0823,0.0774,2016
2038,"28","2010",0.21,0.149,0.1976,0.1384,0.1801,0.1686,2016
2038,"38","2000",0.1708,0.1275,0.1572,0.1173,0.1496,0.1377,2016
2038,"48","1990",0.1515,0.119,0.1416,0.1145,0.1354,0.1282,2016
2038,"58","1980",0.1456,0.11,0.1346,0.1039,0.1276,0.1191,2016
2038,"68","1970",0.0897,0.0662,0.0834,0.0632,0.0774,0.0728,2016
2039,"29","2010",0.2078,0.1477,0.1943,0.1373,0.1783,0.1664,2016
2039,"39","2000",0.1659,0.1253,0.1528,0.115,0.146,0.1343,2016
2039,"49","1990",0.1469,0.1156,0.1373,0.111,0.1314,0.1243,2016
2039,"59","1980",0.1399,0.1057,0.1288,0.0993,0.1225,0.1138,2016
2039,"69","1970",0.0845,0.0621,0.0785,0.0587,0.0728,0.0681,2016
2040,"30","2010",0.2047,0.1463,0.1912,0.1358,0.1761,0.1641,2016
2040,"40","2000",0.1617,0.1226,0.1483,0.1122,0.1426,0.1306,2016
2040,"50","1990",0.1426,0.1121,0.1333,0.1072,0.1275,0.1204,2016
2040,"60","1980",0.1348,0.101,0.124,0.0949,0.1176,0.1092,2016
2040,"70","1970",0.0796,0.057,0.0732,0.0544,0.0658,0.0617,2016
2041,"31","2010",0.2013,0.1441,0.1876,0.1346,0.1733,0.1616,2016
2041,"41","2000",0.1576,0.1197,0.1442,0.1096,0.139,0.1272,2016
2041,"51","1990",0.1385,0.1083,0.1292,0.104,0.1236,0.1167,2016
2041,"61","1980",0.1293,0.0961,0.1188,0.0903,0.1124,0.1043,2016
2041,"71","1970",0.0752,0.0528,0.0687,0.0505,0.0613,0.0574,2016
2042,"32","2010",0.1979,0.1423,0.1847,0.1326,0.1707,0.1592,2016
2042,"42","2000",0.1532,0.1169,0.1407,0.1071,0.1354,0.1242,2016
2042,"52","1990",0.1335,0.1048,0.1247,0.1006,0.1193,0.1128,2016
2042,"62","1980",0.1245,0.0917,0.1141,0.0861,0.1078,0.0998,2016
2042,"72","1970",0.0704,0.0488,0.0637,0.0466,0.0568,0.0529,2016
2043,"33","2010",0.1931,0.14,0.181,0.1298,0.1671,0.1559,2016
2043,"43","2000",0.1485,0.1146,0.1365,0.1048,0.1319,0.121,2016
2043,"53","1990",0.1294,0.1009,0.1206,0.0972,0.1153,0.109,2016
2043,"63","1980",0.1194,0.087,0.1088,0.0818,0.1029,0.095,2016
2043,"73","1970",0.0657,0.0451,0.0604,0.0432,0.0526,0.0494,2016
2044,"34","2010",0.1891,0.1378,0.1772,0.1277,0.164,0.1529,2016
2044,"44","2000",0.1435,0.1117,0.1327,0.102,0.1279,0.1177,2016
2044,"54","1990",0.1247,0.0977,0.1164,0.0932,0.1113,0.1049,2016
2044,"64","1980",0.1142,0.0824,0.1036,0.0773,0.0979,0.0901,2016
2044,"74","1970",0.0618,0.0414,0.0561,0.0399,0.0486,0.0456,2016
2045,"35","2010",0.1843,0.1356,0.1725,0.1252,0.1604,0.1493,2016
2045,"45","2000",0.1393,0.1086,0.1286,0.0991,0.1242,0.1141,2016
2045,"55","1990",0.1204,0.0942,0.1118,0.09,0.1074,0.1009,2016
2045,"65","1980",0.1091,0.0774,0.0982,0.0732,0.0928,0.0854,2016
2045,"75","1970",0.0577,0.0382,0.0515,0.0369,0.0449,0.0419,2016
2046,"36","2010",0.1795,0.1331,0.168,0.1231,0.1568,0.146,2016
2046,"46","2000",0.135,0.1053,0.1248,0.0964,0.1204,0.1109,2016
2046,"56","1990",0.1165,0.0908,0.1083,0.0866,0.1037,0.0975,2016
2046,"66","1980",0.1036,0.0728,0.0934,0.0691,0.0877,0.0809,2016
2046,"76","1970",0.0539,0.0348,0.0473,0.0338,0.0411,0.0382,2016
2047,"37","2010",0.1746,0.1309,0.1638,0.1209,0.1532,0.1428,2016
2047,"47","2000",0.1304,0.1025,0.1212,0.0941,0.1167,0.1079,2016
2047,"57","1990",0.1121,0.0875,0.1044,0.0829,0.0998,0.0937,2016
2047,"67","1980",0.0979,0.0682,0.0892,0.0647,0.0826,0.0766,2016
2047,"77","1970",0.0494,0.0319,0.043,0.0305,0.0375,0.0345,2016
2048,"38","2010",0.1696,0.1281,0.1592,0.1187,0.1493,0.1393,2016
2048,"48","2000",0.1266,0.0998,0.1172,0.0915,0.1134,0.1046,2016
2048,"58","1990",0.1083,0.084,0.101,0.0792,0.0962,0.0901,2016
2048,"68","1980",0.0926,0.0634,0.0844,0.0608,0.0775,0.0722,2016
2048,"78","1970",0.0451,0.0286,0.0397,0.0279,0.0337,0.0316,2016
2049,"39","2010",0.1647,0.1253,0.1549,0.1162,0.1454,0.1359,2016
2049,"49","2000",0.1225,0.097,0.1138,0.0884,0.11,0.1013,2016
2049,"59","1990",0.1043,0.0802,0.0972,0.076,0.0923,0.0866,2016
2049,"69","1980",0.0873,0.0594,0.0795,0.0573,0.0728,0.068,2016
2049,"79","1970",0.0408,0.0259,0.0356,0.0248,0.0303,0.028,2016
2050,"40","2010",0.1607,0.1226,0.1511,0.1138,0.142,0.1328,2016
2050,"50","2000",0.119,0.0938,0.1102,0.0854,0.1066,0.098,2016
2050,"60","1990",0.1007,0.0766,0.0933,0.0728,0.0886,0.0831,2016
2050,"70","1980",0.0818,0.0549,0.0744,0.0528,0.0655,0.0613,2016
2050,"80","1970",0.0378,0.0233,0.0322,0.0222,0.0299,0.0268,2016
2051,"41","2010",0.1568,0.1199,0.1466,0.1118,0.1387,0.1295,2016
2051,"51","2000",0.1151,0.091,0.1065,0.0829,0.1032,0.0949,2016
2051,"61","1990",0.0965,0.0736,0.0896,0.0696,0.085,0.0795,2016
2051,"71","1980",0.0772,0.0512,0.0701,0.0495,0.0613,0.0575,2016
2051,"81","1970",0.0337,0.0207,0.0284,0.0198,0.0266,0.0237,2016
2052,"42","2010",0.1528,0.1167,0.1426,0.109,0.1351,0.1261,2016
2052,"52","2000",0.1117,0.0881,0.1032,0.0799,0.1,0.0918,2016
2052,"62","1990",0.0928,0.0697,0.0857,0.0662,0.0812,0.0759,2016
2052,"72","1980",0.0721,0.0474,0.0655,0.0458,0.0568,0.0533,2016
2052,"82","1970",0.0298,0.0186,0.0259,0.0176,0.0236,0.0213,2016
2053,"43","2010",0.1482,0.1145,0.1387,0.1064,0.1316,0.1228,2016
2053,"53","2000",0.108,0.0853,0.0997,0.0773,0.0968,0.0887,2016
2053,"63","1990",0.0889,0.0662,0.0822,0.063,0.0775,0.0725,2016
