"year","age","cohort","males_baseline","females_baseline","males_policy","females_policy","both_baseline","both_policy","policy_year"
2010,"0","2010",0,0,0,0,0,0,2016
2010,"10","2000",0.0036,0.0011,0.0034,0.0011,0.0024,0.0023,2016
2010,"20","1990",0.2267,0.1769,0.2266,0.1769,0.2024,0.2024,2016
2010,"30","1980",0.3359,0.2533,0.3361,0.2527,0.295,0.2948,2016
2010,"40","1970",0.2594,0.2079,0.2603,0.2084,0.2338,0.2345,2016
2011,"1","2010",0,0,0,0,0,0,2016
2011,"11","2000",0.007,0.0024,0.0067,0.0025,0.0047,0.0046,2016
2011,"21","1990",0.2383,0.1838,0.2387,0.1837,0.2116,0.2118,2016
2011,"31","1980",0.3291,0.2482,0.3294,0.2472,0.289,0.2887,2016
2011,"41","1970",0.2517,0.2029,0.2526,0.2027,0.2274,0.2278,2016
2012,"2","2010",0,0,0,0,0,0,2016
2012,"12","2000",0.0133,0.0055,0.0134,0.0056,0.0095,0.0096,2016
2012,"22","1990",0.2471,0.1867,0.2476,0.1869,0.2175,0.2178,2016
2012,"32","1980",0.3214,0.2429,0.3221,0.2418,0.2825,0.2823,2016
2012,"42","1970",0.2447,0.1977,0.2453,0.1971,0.2213,0.2213,2016
2013,"3","2010",0,0,0,0,0,0,2016
2013,"13","2000",0.0241,0.0117,0.0244,0.012,0.0181,0.0183,2016
2013,"23","1990",0.2528,0.1889,0.2532,0.1893,0.2215,0.2219,2016
2013,"33","1980",0.3143,0.2376,0.3145,0.2361,0.2763,0.2756,2016
2013,"43","1970",0.2378,0.192,0.2382,0.1916,0.215,0.215,2016
2014,"4","2010",0,0,0,0,0,0,2016
2014,"14","2000",0.0427,0.0239,0.0424,0.0236,0.0335,0.0333,2016
2014,"24","1990",0.2555,0.1906,0.256,0.1906,0.2237,0.224,2016
2014,"34","1980",0.3068,0.2319,0.3064,0.2311,0.2696,0.269,2016
2014,"44","1970",0.231,0.1867,0.231,0.187,0.2088,0.2089,2016
2015,"5","2010",0,0,0,0,0,0,2016
2015,"15","2000",0.0671,0.0403,0.0667,0.0412,0.054,0.0543,2016
2015,"25","1990",0.2566,0.1906,0.2569,0.1908,0.2242,0.2245,2016
2015,"35","1980",0.2994,0.2263,0.2995,0.2255,0.263,0.2627,2016
2015,"45","1970",0.224,0.1812,0.2234,0.1815,0.2025,0.2024,2016
2016,"6","2010",0,0,0,0,0,0,2016
2016,"16","2000",0.0965,0.0618,0.0941,0.061,0.0796,0.0779,2016
2016,"26","1990",0.2569,0.1897,0.2535,0.1889,0.224,0.2218,2016
2016,"36","1980",0.2914,0.2206,0.2885,0.2184,0.2562,0.2536,2016
2016,"46","1970",0.218,0.1756,0.2147,0.1751,0.1967,0.1948,2016
2017,"7","2010",0,0,0,0,0,0,2016
