"year","age","cohort","males_baseline","females_baseline","males_policy","females_policy","both_baseline","both_policy","policy_year"
2010,"0","2010",0,0,0,0,0,0,2016
2010,"10","2000",0.0036,0.0011,0.0034,0.0012,0.0024,0.0023,2016
2010,"20","1990",0.2267,0.1769,0.2271,0.1765,0.2024,0.2024,2016
2010,"30","1980",0.3359,0.2533,0.3354,0.2524,0.295,0.2943,2016
2010,"40","1970",0.2594,0.2079,0.2612,0.2085,0.2338,0.235,2016
2011,"1","2010",0,0,0,0,0,0,2016
2011,"11","2000",0.007,0.0024,0.0068,0.0025,0.0047,0.0047,2016
2011,"21","1990",0.2383,0.1838,0.239,0.183,0.2116,0.2116,2016
2011,"31","1980",0.3291,0.2482,0.3289,0.2471,0.289,0.2884,2016
2011,"41","1970",0.2517,0.2029,0.2542,0.2028,0.2274,0.2287,2016
2012,"2","2010",0,0,0,0,0,0,2016
2012,"12","2000",0.0133,0.0055,0.0135,0.0057,0.0095,0.0097,2016
2012,"22","1990",0.2471,0.1867,0.2475,0.186,0.2175,0.2173,2016
2012,"32","1980",0.3214,0.2429,0.322,0.242,0.2825,0.2823,2016
2012,"42","1970",0.2447,0.1977,0.2469,0.197,0.2213,0.222,2016
2013,"3","2010",0,0,0,0,0,0,2016
2013,"13","2000",0.0241,0.0117,0.0246,0.0122,0.0181,0.0185,2016
2013,"23","1990",0.2528,0.1889,0.2538,0.1885,0.2215,0.2217,2016
2013,"33","1980",0.3143,0.2376,0.3148,0.2364,0.2763,0.2759,2016
2013,"43","1970",0.2378,0.192,0.2391,0.1911,0.215,0.2152,2016
2014,"4","2010",0,0,0,0,0,0,2016
2014,"14","2000",0.0427,0.0239,0.0426,0.0238,0.0335,0.0334,2016
2014,"24","1990",0.2555,0.1906,0.2565,0.1902,0.2237,0.224,2016
2014,"34","1980",0.3068,0.2319,0.3072,0.231,0.2696,0.2693,2016
2014,"44","1970",0.231,0.1867,0.2328,0.1859,0.2088,0.2093,2016
2015,"5","2010",0,0,0,0,0,0,2016
2015,"15","2000",0.0671,0.0403,0.0674,0.041,0.054,0.0545,2016
2015,"25","1990",0.2566,0.1906,0.2569,0.1902,0.2242,0.2242,2016
