repeat,race,sex,yob,cessation_year
200,0,0,1920,0
200,0,0,1930,0
200,0,0,1940,0
200,0,0,1950,0
200,0,0,1960,0
200,0,0,1970,0
200,0,0,1980,0
200,0,0,1990,0
200,0,0,2000,0
200,0,0,2010,0
200,0,0,2020,0
200,0,0,2030,0
200,0,0,2040,0
200,0,0,2050,0
200,0,0,2060,0
200,0,0,2070,0
200,0,0,2080,0
200,0,0,2090,0
