13,
* 
* OCD parameters for SHG v6.2.x
* 
* 
* Data for All Race Male and All Races Female 
* Probabilities of dying from condition other than lung cancer by race, sex, year of birth, age and smoking status/intensity
* 
* The first line following these comments contains the following values:
* Number of Race Values,Number of Sex Values,Min Year of Birth,Max Year of Birth,Min Age,Max Age
* The subsequent statistics in this file are comma-delimited as follows:
* Race,Sex,Year of Birth,Age,Never Smokers Prob of Dying,Current Smokers in Group 1 Prob of Dying,Current Smokers in Group 2 Prob of Dying,Current Smokers in Group 3 Prob of Dying,Current Smokers in Group 4 Prob of Dying,Current Smokers in Group 5 Prob of Dying,Current Smokers in Group 6 Prob of Dying
0,0,1922,97,0.2591217237,0.4230419175,0.5073852396,0.6082714666,0.5736617552,0.5390520438,0.3775821778
0,0,1922,98,0.2728356694,0.4477132364,0.5369753641,0.6437451601,0.60711705,0.57048894,0.3996023369
0,0,1922,99,0.2857895339,0.4713202358,0.5652889722,0.6776885202,0.6391290852,0.6005696501,0.4206725474
0,0,1923,0,0.07539,0.07539,0.07539,0.07539,0.07539,0.07539,0.07539
0,0,1923,1,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316
0,0,1923,2,0.00643,0.00643,0.00643,0.00643,0.00643,0.00643,0.00643
0,0,1923,3,0.0050898006,0.0050898006,0.0050898006,0.0050898006,0.0050898006,0.0050898006,0.0050898006
0,0,1923,4,0.0033696008,0.0033696008,0.0033696008,0.0033696008,0.0033696008,0.0033696008,0.0033696008
0,0,1923,5,0.0030594012,0.0030594012,0.0030594012,0.0030594012,0.0030594012,0.0030594012,0.0030594012
0,0,1923,6,0.0025192013,0.0025192013,0.0025192013,0.0025192013,0.0025192013,0.0025192013,0.0025192013
0,0,1923,7,0.0020090014,0.0020090014,0.0020090014,0.0020090014,0.0020090014,0.0020090014,0.0020090014
0,0,1923,8,0.0017190012,0.0017190012,0.0017190012,0.0017190012,0.0017190012,0.0017190012,0.0017190012
0,0,1923,9,0.001469001,0.001469001,0.001469001,0.001469001,0.001469001,0.001469001,0.001469001
0,0,1923,10,0.001379001,0.001379001,0.001379001,0.001379001,0.001379001,0.001379001,0.001379001
0,0,1923,11,0.001419001,0.001419001,0.001419001,0.001419001,0.001419001,0.001419001,0.001419001
0,0,1923,12,0.0015390011,0.0015390011,0.0015390011,0.0015390011,0.0015390011,0.0015390011,0.0015390011
0,0,1923,13,0.0016588015,0.0016588015,0.0016588015,0.0016588015,0.0016588015,0.0016588015,0.0016588015
0,0,1923,14,0.0017386019,0.0017386019,0.0017386019,0.0017386019,0.0017386019,0.0017386019,0.0017386019
0,0,1923,15,0.0017284023,0.0017284023,0.0017284023,0.0017284023,0.0017284023,0.0017284023,0.0017284023
0,0,1923,16,0.0018382028,0.0018382028,0.0018382028,0.0018382028,0.0018382028,0.0018382028,0.0018382028
0,0,1923,17,0.0019080033,0.0019080033,0.0019080033,0.0019080033,0.0019080033,0.0019080033,0.0019080033
0,0,1923,18,0.0021380037,0.0021380037,0.0021380037,0.0021380037,0.0021380037,0.0021380037,0.0021380037
0,0,1923,19,0.0022480039,0.0022480039,0.0022480039,0.0022480039,0.0022480039,0.0022480039,0.0022480039
0,0,1923,20,0.0030180048,0.0030180048,0.0030180048,0.0030180048,0.0030180048,0.0030180048,0.0030180048
0,0,1923,21,0.0037980057,0.0037980057,0.0037980057,0.0037980057,0.0037980057,0.0037980057,0.0037980057
0,0,1923,22,0.0040680061,0.0040680061,0.0040680061,0.0040680061,0.0040680061,0.0040680061,0.0040680061
0,0,1923,23,0.0025576055,0.0025576055,0.0025576055,0.0025576055,0.0025576055,0.0025576055,0.0025576055
0,0,1923,24,0.002297206,0.002297206,0.002297206,0.002297206,0.002297206,0.002297206,0.002297206
0,0,1923,25,0.0021168065,0.0021168065,0.0021168065,0.0021168065,0.0021168065,0.0021168065,0.0021168065
0,0,1923,26,0.001966407,0.001966407,0.001966407,0.001966407,0.001966407,0.001966407,0.001966407
0,0,1923,27,0.0019360078,0.0019360078,0.0019360078,0.0019360078,0.0019360078,0.0019360078,0.0019360078
0,0,1923,28,0.0020118165,0.0020118165,0.0020118165,0.0020118165,0.0020118165,0.0020118165,0.0020118165
0,0,1923,29,0.0020294216,0.0020294216,0.0020294216,0.0020294216,0.0020294216,0.0020294216,0.0020294216
0,0,1923,30,0.0020068266,0.0020068266,0.0020068266,0.0020068266,0.0020068266,0.0020068266,0.0020068266
0,0,1923,31,0.0019736325,0.0019736325,0.0019736325,0.0019736325,0.0019736325,0.0019736325,0.0019736325
0,0,1923,32,0.0019710376,0.0019710376,0.0019710376,0.0019710376,0.0019710376,0.0019710376,0.0019710376
0,0,1923,33,0.0021136561,0.0021136561,0.0021136561,0.0021136561,0.0021136561,0.0021136561,0.0021136561
0,0,1923,34,0.0022788716,0.0022788716,0.0022788716,0.0022788716,0.0022788716,0.0022788716,0.0022788716
0,0,1923,35,0.0023773026,0.0023773026,0.0023773026,0.0023773026,0.0023773026,0.0023773026,0.0023773026
0,0,1923,36,0.002545341,0.002545341,0.002545341,0.002545341,0.002545341,0.002545341,0.002545341
0,0,1923,37,0.0028091732,0.0028091732,0.0028091732,0.0028091732,0.0028091732,0.0028091732,0.0028091732
0,0,1923,38,0.0029682467,0.0029682467,0.0029682467,0.0029682467,0.0029682467,0.0029682467,0.0029682467
0,0,1923,39,0.0033013657,0.0033013657,0.0033013657,0.0033013657,0.0033013657,0.0033013657,0.0033013657
0,0,1923,40,0.0018683348,0.0026650895,0.0033875113,0.004233051,0.0052159266,0.0063009608,0.0066236749
0,0,1923,41,0.0021033609,0.0029347215,0.0037692764,0.004765271,0.0058169853,0.006994052,0.0072014971
0,0,1923,42,0.0023085783,0.003158115,0.0040974216,0.0052377673,0.0063372293,0.007585162,0.0076522189
0,0,1923,43,0.0025909334,0.0035036409,0.0045905974,0.0059303212,0.0069738865,0.0082742517,0.0083833325
0,0,1923,44,0.0028309708,0.0037920951,0.0050162187,0.0065455055,0.0074878207,0.0088059016,0.0089608117
0,0,1923,45,0.0032045327,0.0042606694,0.0056886413,0.0074943222,0.0083466348,0.0097290422,0.0099437373
0,0,1923,46,0.003509227,0.0046403266,0.0062517754,0.0083118436,0.0090193497,0.0104195639,0.0106968511
0,0,1923,47,0.0037767385,0.0049754671,0.0067625108,0.0090698003,0.0095959665,0.0109863557,0.0113294312
0,0,1923,48,0.0040391039,0.0052790429,0.0071817748,0.009645289,0.0101917178,0.0115631856,0.0118721004
0,0,1923,49,0.0044918556,0.0058284907,0.0079366019,0.0106735662,0.0112638011,0.012663519,0.0129437906
0,0,1923,50,0.0047388173,0.0061079923,0.0083248856,0.0112109524,0.0118158054,0.0131627255,0.0133927604
0,0,1923,51,0.0050327495,0.0064466537,0.0087945751,0.0118594947,0.0124834469,0.0137785453,0.0139541627
0,0,1923,52,0.0054296882,0.006916382,0.0094440795,0.0127525158,0.0134064504,0.0146602667,0.0147766521
0,0,1923,53,0.0057969004,0.0073493105,0.0100444654,0.0135814393,0.0142598654,0.0154481013,0.0154952755
0,0,1923,54,0.0061796926,0.0078063226,0.0106788802,0.0144585675,0.0151617265,0.0162709121,0.0162398097
0,0,1923,55,0.0065043584,0.008197836,0.0112247545,0.0152179041,0.0159380086,0.0169422981,0.0168243978
0,0,1923,56,0.0069194876,0.008714394,0.0119429786,0.0162131332,0.0169591483,0.0178561693,0.0176402789
0,0,1923,57,0.0078122785,0.0098451361,0.0135049956,0.018357897,0.0191787335,0.01999957,0.0196534088
0,0,1923,58,0.0083523121,0.0106034197,0.0144956845,0.0196592097,0.0204998324,0.021364878,0.020834589
0,0,1923,59,0.0088667699,0.0113541511,0.0154686461,0.0209296692,0.0217829811,0.0226887752,0.0219511778
0,0,1923,60,0.0096988216,0.01254208,0.0170277246,0.0229843862,0.0238748953,0.0248526614,0.0238490858
0,0,1923,61,0.0105301334,0.0137668367,0.0186249425,0.0250795968,0.0259995073,0.0270475595,0.0257373169
0,0,1923,62,0.011481733,0.0151950513,0.0204842816,0.0275155583,0.0284669361,0.0295957167,0.0279176468
0,0,1923,63,0.0125287562,0.0166949368,0.0224256443,0.0300480803,0.031022601,0.0322318262,0.0301315669
0,0,1923,64,0.0136660417,0.0183162239,0.0245143963,0.0327634024,0.0337543842,0.0350468206,0.0324591861
0,0,1923,65,0.0155565934,0.0209334837,0.0279148392,0.0372117613,0.0382543781,0.0396921131,0.0364085595
0,0,1923,66,0.0167851659,0.0227082606,0.0301695501,0.0401117917,0.0411445252,0.0426611355,0.03874291
0,0,1923,67,0.0182340984,0.0248341571,0.0328706596,0.0435863105,0.0446074949,0.0462187115,0.0415413006
0,0,1923,68,0.0195820126,0.0268824699,0.0354474167,0.0468753537,0.0478627832,0.0495552493,0.0440643296
0,0,1923,69,0.0212735461,0.0294711635,0.0387125012,0.0510515289,0.0520037894,0.053802219,0.0473103292
0,0,1923,70,0.0234668015,0.0328403576,0.0429716614,0.0565087818,0.0574237327,0.0593637786,0.051599804
0,0,1923,71,0.0247197254,0.0349779318,0.0455900628,0.0597803452,0.0605980564,0.0625957476,0.0537579946
0,0,1923,72,0.0267781902,0.0383431572,0.0497790824,0.06508293,0.0658062089,0.0679203266,0.0576047418
0,0,1923,73,0.0281291265,0.0406981117,0.0525796155,0.0684061775,0.0691472321,0.0713090764,0.0595590114
0,0,1923,74,0.0316692529,0.0459147658,0.0590277478,0.0764093656,0.0772151613,0.079560897,0.0653955933
0,0,1923,75,0.0350096207,0.0508408386,0.0650359344,0.0837547617,0.0846133112,0.0871068668,0.0704089484
0,0,1923,76,0.0389021896,0.0565542338,0.0719810799,0.092212959,0.0931302746,0.0957878198,0.0760797865
0,0,1923,77,0.043084743,0.0626581336,0.0793448097,0.1011019945,0.1020762704,0.104891071,0.0817921831
0,0,1923,78,0.0477990825,0.0695545438,0.0876252432,0.1110417941,0.1114650445,0.1137327963,0.088003399
0,0,1923,79,0.0530976118,0.0772410978,0.0968030838,0.1219857577,0.1217202239,0.1232811088,0.0946098227
0,0,1923,80,0.0589914805,0.0857183429,0.1068625262,0.1338914645,0.1327754003,0.1334383889,0.1015104192
0,0,1923,81,0.065652946,0.0952182027,0.1180744602,0.1470732955,0.1449154013,0.1444567196,0.1088673325
0,0,1923,82,0.0730339245,0.1056492676,0.1303045864,0.1613350788,0.1579156598,0.1560723148,0.1164468623
0,0,1923,83,0.0811102127,0.1190285402,0.1460070855,0.1796689379,0.1746542507,0.1710645778,0.1262653722
0,0,1923,84,0.0901407189,0.1341437493,0.1636419862,0.2001060667,0.1931364551,0.1873751361,0.1367104467
0,0,1923,85,0.0998492106,0.1506259046,0.1827244943,0.2220050515,0.212689615,0.2042815533,0.1471922619
0,0,1923,86,0.1102453585,0.1685174127,0.2032756924,0.2453487051,0.2332497617,0.2216600117,0.1575650139
0,0,1923,87,0.1212545589,0.1877277201,0.2251556413,0.2699245888,0.2545662946,0.2392080004,0.1675546523
0,0,1923,88,0.1328517016,0.2068391284,0.2480773568,0.2974039564,0.2804821284,0.2635603005,0.1846123642
0,0,1923,89,0.1450022975,0.2270268657,0.2722899927,0.3264309253,0.3078575074,0.2892840896,0.2026307437
0,0,1923,90,0.1577070981,0.2483053691,0.2978108646,0.3570262539,0.3367120089,0.3163977639,0.2216226765
0,0,1923,91,0.1709579396,0.2706740429,0.3246392577,0.3891890856,0.3670448249,0.3449005642,0.2415876308
0,0,1923,92,0.1847825871,0.2941881513,0.3528414549,0.4229988823,0.3989308961,0.37486291,0.2625749324
0,0,1923,93,0.1991448184,0.3188003519,0.3823606745,0.4583875724,0.4323060242,0.406224476,0.2845423259
0,0,1923,94,0.2140927629,0.3445965651,0.4132999675,0.495478697,0.4672867208,0.4390947446,0.3075664991
0,0,1923,95,0.2289565426,0.370501186,0.4443692817,0.5327256957,0.5024144225,0.4721031493,0.3306874305
0,0,1923,96,0.2435777884,0.3962464062,0.4752474149,0.5697434997,0.5373259704,0.5049084411,0.3536660903
0,0,1923,97,0.2577879612,0.4215414555,0.5055856253,0.606114025,0.5716270687,0.5371401125,0.3762429542
0,0,1923,98,0.2714266025,0.4461024836,0.53504347,0.6414291367,0.6049328048,0.568436473,0.3981646742
0,0,1923,99,0.2843048753,0.469593052,0.5632174339,0.6752050864,0.6367869549,0.5983688234,0.4191309653
0,0,1924,0,0.07223,0.07223,0.07223,0.07223,0.07223,0.07223,0.07223
0,0,1924,1,0.01222,0.01222,0.01222,0.01222,0.01222,0.01222,0.01222
0,0,1924,2,0.00728,0.00728,0.00728,0.00728,0.00728,0.00728,0.00728
0,0,1924,3,0.0041998005,0.0041998005,0.0041998005,0.0041998005,0.0041998005,0.0041998005,0.0041998005
0,0,1924,4,0.0036796009,0.0036796009,0.0036796009,0.0036796009,0.0036796009,0.0036796009,0.0036796009
0,0,1924,5,0.0029794011,0.0029794011,0.0029794011,0.0029794011,0.0029794011,0.0029794011,0.0029794011
0,0,1924,6,0.0023292012,0.0023292012,0.0023292012,0.0023292012,0.0023292012,0.0023292012,0.0023292012
0,0,1924,7,0.0019290013,0.0019290013,0.0019290013,0.0019290013,0.0019290013,0.0019290013,0.0019290013
0,0,1924,8,0.0015790011,0.0015790011,0.0015790011,0.0015790011,0.0015790011,0.0015790011,0.0015790011
0,0,1924,9,0.001419001,0.001419001,0.001419001,0.001419001,0.001419001,0.001419001,0.001419001
0,0,1924,10,0.001399001,0.001399001,0.001399001,0.001399001,0.001399001,0.001399001,0.001399001
0,0,1924,11,0.001469001,0.001469001,0.001469001,0.001469001,0.001469001,0.001469001,0.001469001
0,0,1924,12,0.0014990011,0.0014990011,0.0014990011,0.0014990011,0.0014990011,0.0014990011,0.0014990011
0,0,1924,13,0.0015188014,0.0015188014,0.0015188014,0.0015188014,0.0015188014,0.0015188014,0.0015188014
0,0,1924,14,0.0015186017,0.0015186017,0.0015186017,0.0015186017,0.0015186017,0.0015186017,0.0015186017
0,0,1924,15,0.0016484022,0.0016484022,0.0016484022,0.0016484022,0.0016484022,0.0016484022,0.0016484022
0,0,1924,16,0.0017182027,0.0017182027,0.0017182027,0.0017182027,0.0017182027,0.0017182027,0.0017182027
0,0,1924,17,0.0019580034,0.0019580034,0.0019580034,0.0019580034,0.0019580034,0.0019580034,0.0019580034
0,0,1924,18,0.0020280036,0.0020280036,0.0020280036,0.0020280036,0.0020280036,0.0020280036,0.0020280036
0,0,1924,19,0.0026280043,0.0026280043,0.0026280043,0.0026280043,0.0026280043,0.0026280043,0.0026280043
0,0,1924,20,0.0033480051,0.0033480051,0.0033480051,0.0033480051,0.0033480051,0.0033480051,0.0033480051
0,0,1924,21,0.0038080057,0.0038080057,0.0038080057,0.0038080057,0.0038080057,0.0038080057,0.0038080057
0,0,1924,22,0.0025580045,0.0025580045,0.0025580045,0.0025580045,0.0025580045,0.0025580045,0.0025580045
0,0,1924,23,0.0023476052,0.0023476052,0.0023476052,0.0023476052,0.0023476052,0.0023476052,0.0023476052
0,0,1924,24,0.0021872058,0.0021872058,0.0021872058,0.0021872058,0.0021872058,0.0021872058,0.0021872058
0,0,1924,25,0.0019868063,0.0019868063,0.0019868063,0.0019868063,0.0019868063,0.0019868063,0.0019868063
0,0,1924,26,0.001936407,0.001936407,0.001936407,0.001936407,0.001936407,0.001936407,0.001936407
0,0,1924,27,0.0019830139,0.0019830139,0.0019830139,0.0019830139,0.0019830139,0.0019830139,0.0019830139
0,0,1924,28,0.0019912176,0.0019912176,0.0019912176,0.0019912176,0.0019912176,0.0019912176,0.0019912176
0,0,1924,29,0.0019192208,0.0019192208,0.0019192208,0.0019192208,0.0019192208,0.0019192208,0.0019192208
0,0,1924,30,0.0018962263,0.0018962263,0.0018962263,0.0018962263,0.0018962263,0.0018962263,0.0018962263
0,0,1924,31,0.0018934316,0.0018934316,0.0018934316,0.0018934316,0.0018934316,0.0018934316,0.0018934316
0,0,1924,32,0.0020200406,0.0020200406,0.0020200406,0.0020200406,0.0020200406,0.0020200406,0.0020200406
0,0,1924,33,0.0021644557,0.0021644557,0.0021644557,0.0021644557,0.0021644557,0.0021644557,0.0021644557
0,0,1924,34,0.0022338815,0.0022338815,0.0022338815,0.0022338815,0.0022338815,0.0022338815,0.0022338815
0,0,1924,35,0.0023635112,0.0023635112,0.0023635112,0.0023635112,0.0023635112,0.0023635112,0.0023635112
0,0,1924,36,0.0025769385,0.0025769385,0.0025769385,0.0025769385,0.0025769385,0.0025769385,0.0025769385
0,0,1924,37,0.0027191677,0.0027191677,0.0027191677,0.0027191677,0.0027191677,0.0027191677,0.0027191677
0,0,1924,38,0.0030422715,0.0030422715,0.0030422715,0.0030422715,0.0030422715,0.0030422715,0.0030422715
0,0,1924,39,0.0033459892,0.0033459892,0.0033459892,0.0033459892,0.0033459892,0.0033459892,0.0033459892
0,0,1924,40,0.0019152692,0.0027229801,0.0034610942,0.0043250005,0.005329226,0.0064378291,0.0067675531
0,0,1924,41,0.002105592,0.0029303351,0.0037636426,0.0047581485,0.0058082908,0.0069835982,0.0071907333
0,0,1924,42,0.0023630341,0.0032268486,0.0041865984,0.0053517627,0.0064751535,0.0077502464,0.0078187628
0,0,1924,43,0.0025727492,0.0034755317,0.0045537677,0.0058827431,0.0069179361,0.0082078686,0.0083160743
0,0,1924,44,0.0029178417,0.0039075208,0.005168905,0.006744741,0.0077157389,0.0090739403,0.0092335656
0,0,1924,45,0.0032078298,0.0042673095,0.0056975067,0.0075060018,0.0083596427,0.0097442045,0.0099592341
0,0,1924,46,0.0034592142,0.0045801045,0.0061706398,0.0082039724,0.0089022965,0.0102843388,0.0105580274
0,0,1924,47,0.0036767444,0.0048443181,0.0065842568,0.0088307281,0.0093430251,0.0106967648,0.0110307971
0,0,1924,48,0.0041279038,0.0053981161,0.0073437657,0.0098628465,0.0104216005,0.0118240029,0.0121398854
0,0,1924,49,0.0043761451,0.005683952,0.0077397848,0.0104088761,0.0109844739,0.0123494807,0.0126228019
0,0,1924,50,0.0046058567,0.0059449684,0.0081026922,0.0109117291,0.0115004385,0.0128114089,0.0130353041
0,0,1924,51,0.004934605,0.0063324433,0.0086387683,0.0116493892,0.0122622872,0.0135344414,0.0137069475
0,0,1924,52,0.0052944869,0.0067592745,0.0092295548,0.012462839,0.0131019193,0.0143272549,0.0144409965
0,0,1924,53,0.0056843299,0.0072262024,0.0098762108,0.0133539369,0.0140209987,0.0151893305,0.0152357145
0,0,1924,54,0.0060242,0.0076347521,0.0104441755,0.0141407913,0.014828496,0.0159133035,0.0158828846
0,0,1924,55,0.0063490962,0.008033083,0.0109991693,0.014912068,0.0156177005,0.0166018066,0.0164862758
0,0,1924,56,0.007113597,0.0089992909,0.0123334266,0.016743184,0.0175135883,0.0184399354,0.0182169869
0,0,1924,57,0.0076562833,0.0096988073,0.0133042702,0.0180850426,0.018893679,0.0197023153,0.0193612992
0,0,1924,58,0.008128726,0.0103809887,0.0141916042,0.0192468127,0.0200698014,0.0209167006,0.0203975357
0,0,1924,59,0.0088712806,0.0114367453,0.0155811706,0.0210819192,0.0219414384,0.0228538216,0.0221108586
0,0,1924,60,0.0095744129,0.0124758388,0.0169377924,0.0228629938,0.0237487997,0.0247214017,0.0237231265
0,0,1924,61,0.0104552034,0.0137864077,0.0186514199,0.0251152502,0.0260364684,0.0270860105,0.0257739053
0,0,1924,62,0.0113348199,0.015144725,0.0204164373,0.0274244263,0.0283726531,0.0294976952,0.0278251831
0,0,1924,63,0.0124291052,0.0167172716,0.0224556457,0.0300882792,0.0310641036,0.0322749465,0.0301718775
0,0,1924,64,0.0138682342,0.0187197231,0.0250544387,0.0334851671,0.0344979799,0.0358188881,0.0331742491
0,0,1924,65,0.0150550968,0.0204207023,0.0272310443,0.0363002312,0.0373173084,0.038719825,0.0355167045
0,0,1924,66,0.0165179026,0.0225439685,0.0299512763,0.0398215867,0.0408468485,0.0423524862,0.0384626088
0,0,1924,67,0.0179081445,0.0246247063,0.032593429,0.0432187044,0.0442312761,0.0458289037,0.041190942
0,0,1924,68,0.0195032423,0.027051446,0.0356702298,0.0471699997,0.0481636359,0.0498667404,0.0443413062
0,0,1924,69,0.0215420405,0.0301722182,0.0396333872,0.0522659335,0.0532408461,0.0550820564,0.0484357388
0,0,1924,70,0.0226736194,0.0320995758,0.0420023472,0.05523411,0.0561284224,0.0580247066,0.0504358643
0,0,1924,71,0.0244929467,0.0350786669,0.0457213604,0.0599525103,0.0607725765,0.0627760209,0.0539128155
0,0,1924,72,0.0254325819,0.0368754442,0.047873621,0.0625916624,0.0632872555,0.0653204482,0.055399727
0,0,1924,73,0.0284706678,0.0413764529,0.0534559933,0.0695463466,0.0702997528,0.0724976299,0.0605517192
0,0,1924,74,0.0313804828,0.0456933145,0.0587430514,0.0760408359,0.0768427453,0.0791771672,0.0650801841
0,0,1924,75,0.0348707462,0.0508464919,0.0650431662,0.083764075,0.08462272,0.0871165528,0.0704167777
0,0,1924,76,0.038608926,0.0563384412,0.0717064235,0.0918611044,0.0927749198,0.0954223247,0.0757894908
0,0,1924,77,0.0427738456,0.0624136328,0.0790351953,0.1007074805,0.1016779546,0.1044817715,0.0814730187
0,0,1924,78,0.047564272,0.0694169189,0.0874518624,0.1108220799,0.1112444928,0.1135077574,0.08782927
0,0,1924,79,0.05286534,0.0771065914,0.0966345124,0.1217733336,0.1215082622,0.123066429,0.0944450706
0,0,1924,80,0.058816908,0.0856719549,0.1068046958,0.1338190069,0.1327035466,0.1333661765,0.1014554851
0,0,1924,81,0.0653930974,0.0950582331,0.1178760914,0.1468262077,0.1446719388,0.1442140277,0.1086844319
0,0,1924,82,0.0728273839,0.1055835095,0.1302234824,0.1612346608,0.1578173701,0.1559751725,0.1163743836
0,0,1924,83,0.0810393835,0.11917972,0.1461925311,0.1798971378,0.1748760815,0.1712818493,0.1264257436
0,0,1924,84,0.0899909117,0.1341985789,0.1637088728,0.2001878575,0.1932153972,0.1874517233,0.1367663253
0,0,1924,85,0.0996804547,0.1506718801,0.1827802673,0.2220728141,0.2127545343,0.2043439061,0.1472371894
0,0,1924,86,0.110033164,0.168515876,0.2032738387,0.2453464678,0.2332476347,0.2216579904,0.1575635771
0,0,1924,87,0.1209809845,0.1876481061,0.2250601544,0.2698101157,0.2544583349,0.2391065541,0.1674835936
0,0,1924,88,0.1324808828,0.2066410908,0.2478398358,0.2971192078,0.2802135816,0.2633079554,0.1844356076
0,0,1924,89,0.1445158447,0.2266809183,0.2718750727,0.3259335043,0.307388389,0.2888432736,0.2023219716
0,0,1924,90,0.157095455,0.2477952398,0.297199029,0.3562927636,0.3360202531,0.3157477426,0.2211673653
0,0,1924,91,0.1702294772,0.2700113712,0.323844467,0.3882362622,0.3661462156,0.3440561691,0.2409961694
0,0,1924,92,0.1839368448,0.2933705348,0.3518608273,0.4218232712,0.3978221755,0.3738210798,0.2618451762
0,0,1924,93,0.198190382,0.3178395171,0.3812082748,0.4570060347,0.4310030938,0.4050001529,0.2836847416
0,0,1924,94,0.2130383784,0.3435045962,0.411990289,0.4939086078,0.4658059673,0.4377033268,0.3065918723
0,0,1924,95,0.2278108362,0.3692880488,0.4429142771,0.5309813844,0.5007693599,0.4705573353,0.329604656
0,0,1924,96,0.2423494542,0.394921764,0.4736586744,0.567838861,0.5355297027,0.5032205444,0.3524837931
0,0,1924,97,0.2564857462,0.4201146739,0.5038743813,0.6040625249,0.5696922958,0.5353220667,0.3749694934
0,0,1924,98,0.2700501613,0.4445676584,0.5332026414,0.639222286,0.6028515205,0.5664807551,0.3967947801
0,0,1924,99,0.2828629914,0.4679588633,0.5612574314,0.6728553657,0.6345709297,0.5962864938,0.4176723853
0,0,1925,0,0.07093,0.07093,0.07093,0.07093,0.07093,0.07093,0.07093
0,0,1925,1,0.01388,0.01388,0.01388,0.01388,0.01388,0.01388,0.01388
0,0,1925,2,0.00597,0.00597,0.00597,0.00597,0.00597,0.00597,0.00597
0,0,1925,3,0.0045798006,0.0045798006,0.0045798006,0.0045798006,0.0045798006,0.0045798006,0.0045798006
0,0,1925,4,0.0035596009,0.0035596009,0.0035596009,0.0035596009,0.0035596009,0.0035596009,0.0035596009
0,0,1925,5,0.0027394011,0.0027394011,0.0027394011,0.0027394011,0.0027394011,0.0027394011,0.0027394011
0,0,1925,6,0.0022092012,0.0022092012,0.0022092012,0.0022092012,0.0022092012,0.0022092012,0.0022092012
0,0,1925,7,0.0017490012,0.0017490012,0.0017490012,0.0017490012,0.0017490012,0.0017490012,0.0017490012
0,0,1925,8,0.0015290011,0.0015290011,0.0015290011,0.0015290011,0.0015290011,0.0015290011,0.0015290011
0,0,1925,9,0.001439001,0.001439001,0.001439001,0.001439001,0.001439001,0.001439001,0.001439001
0,0,1925,10,0.001459001,0.001459001,0.001459001,0.001459001,0.001459001,0.001459001,0.001459001
0,0,1925,11,0.001419001,0.001419001,0.001419001,0.001419001,0.001419001,0.001419001,0.001419001
0,0,1925,12,0.001359001,0.001359001,0.001359001,0.001359001,0.001359001,0.001359001,0.001359001
0,0,1925,13,0.0013488013,0.0013488013,0.0013488013,0.0013488013,0.0013488013,0.0013488013,0.0013488013
0,0,1925,14,0.0014686017,0.0014686017,0.0014686017,0.0014686017,0.0014686017,0.0014686017,0.0014686017
0,0,1925,15,0.0015384021,0.0015384021,0.0015384021,0.0015384021,0.0015384021,0.0015384021,0.0015384021
0,0,1925,16,0.0017582027,0.0017582027,0.0017582027,0.0017582027,0.0017582027,0.0017582027,0.0017582027
0,0,1925,17,0.0018180033,0.0018180033,0.0018180033,0.0018180033,0.0018180033,0.0018180033,0.0018180033
0,0,1925,18,0.0022880039,0.0022880039,0.0022880039,0.0022880039,0.0022880039,0.0022880039,0.0022880039
0,0,1925,19,0.0028280045,0.0028280045,0.0028280045,0.0028280045,0.0028280045,0.0028280045,0.0028280045
0,0,1925,20,0.0033380051,0.0033380051,0.0033380051,0.0033380051,0.0033380051,0.0033380051,0.0033380051
0,0,1925,21,0.0024680044,0.0024680044,0.0024680044,0.0024680044,0.0024680044,0.0024680044,0.0024680044
0,0,1925,22,0.0023380043,0.0023380043,0.0023380043,0.0023380043,0.0023380043,0.0023380043,0.0023380043
0,0,1925,23,0.0022376051,0.0022376051,0.0022376051,0.0022376051,0.0022376051,0.0022376051,0.0022376051
0,0,1925,24,0.0020272056,0.0020272056,0.0020272056,0.0020272056,0.0020272056,0.0020272056,0.0020272056
0,0,1925,25,0.0019568063,0.0019568063,0.0019568063,0.0019568063,0.0019568063,0.0019568063,0.0019568063
0,0,1925,26,0.0019936128,0.0019936128,0.0019936128,0.0019936128,0.0019936128,0.0019936128,0.0019936128
0,0,1925,27,0.0019830139,0.0019830139,0.0019830139,0.0019830139,0.0019830139,0.0019830139,0.0019830139
0,0,1925,28,0.0018516156,0.0018516156,0.0018516156,0.0018516156,0.0018516156,0.0018516156,0.0018516156
0,0,1925,29,0.0018288205,0.0018288205,0.0018288205,0.0018288205,0.0018288205,0.0018288205,0.0018288205
0,0,1925,30,0.0018358262,0.0018358262,0.0018358262,0.0018358262,0.0018358262,0.0018358262,0.0018358262
0,0,1925,31,0.0019328334,0.0019328334,0.0019328334,0.0019328334,0.0019328334,0.0019328334,0.0019328334
0,0,1925,32,0.0020600414,0.0020600414,0.0020600414,0.0020600414,0.0020600414,0.0020600414,0.0020600414
0,0,1925,33,0.0021104629,0.0021104629,0.0021104629,0.0021104629,0.0021104629,0.0021104629,0.0021104629
0,0,1925,34,0.0022316864,0.0022316864,0.0022316864,0.0022316864,0.0022316864,0.0022316864,0.0022316864
0,0,1925,35,0.0023747088,0.0023747088,0.0023747088,0.0023747088,0.0023747088,0.0023747088,0.0023747088
0,0,1925,36,0.0025063363,0.0025063363,0.0025063363,0.0025063363,0.0025063363,0.0025063363,0.0025063363
0,0,1925,37,0.0028131907,0.0028131907,0.0028131907,0.0028131907,0.0028131907,0.0028131907,0.0028131907
