"","yr2010","yr2011","yr2012","yr2013","yr2014","yr2015","yr2016","yr2017","yr2018","yr2019","yr2020","yr2021","yr2022","yr2023","yr2024","yr2025","yr2026","yr2027","yr2028","yr2029","yr2030","yr2031","yr2032","yr2033","yr2034","yr2035","yr2036","yr2037","yr2038","yr2039","yr2040","yr2041","yr2042","yr2043","yr2044","yr2045","yr2046","yr2047","yr2048","yr2049","yr2050","yr2051","yr2052","yr2053","yr2054","yr2055","yr2056","yr2057","yr2058","yr2059","yr2060"
"pop_61",1804460,1862310,1861236,1920100,1997755,2062678,2130418,2138130,2202875,2213751,2216521,2277642,2259066,2223298,2221497,2217022,2167768,2046127,2011761,2003833,2046071,2152711,2138561,2029443,1951680,1924229,1981747,1936227,2000565,2022556,2068244,2194324,2173693,2203879,2213089,2193483,2266183,2261696,2269554,2322421,2389448,2496604,2519030,2492610,2455922,2450144,2432221,2411299,2417551,2425877,2438483
"pop_62",1804891,1793429,1851094,1850333,1922903,1987903,2052653,2120157,2128095,2192673,2203745,2206621,2267615,2249470,2214184,2212621,2208421,2159663,2038966,2005026,1997269,2039554,2145805,2131955,2023578,1946358,1919266,1976700,1931616,1995852,2017902,2063613,2189296,2168981,2199227,2208603,2189273,2261875,2257577,2265582,2318397,2385362,2492298,2514814,2488646,2452264,2446637,2428959,2408258,2414638,2423068
"pop_63",1779931,1792299,1781199,1838640,1870539,1912339,1977070,2041613,2108872,2117027,2181429,2192597,2195705,2256541,2238855,2204082,2202731,2198824,2150583,2030882,1997380,1989817,2032137,2137965,2124425,2016840,1940196,1913473,1970812,1926176,1990293,2012413,2058135,2183373,2163404,2193710,2203242,2184202,2256683,2252582,2260734,2313499,2380370,2487067,2509689,2483799,2447718,2442260,2424830,2404366,2410863
"pop_64",1471779,1765886,1778399,1767667,1825793,1858974,1900731,1965175,2029489,2096467,2104851,2168952,2180337,2183680,2244346,2227125,2192859,2191761,2188145,2140445,2021790,1988745,1981397,2023737,2129105,2115892,2009156,1933107,1906776,1964003,1919844,1983814,2006012,2051710,2176482,2156871,2187221,2196906,2178175,2250516,2246633,2254917,2307625,2374372,2480807,2503529,2477928,2442167,2436893,2419736,2399507
"pop_65",1377977,1459085,1750418,1763065,1777315,1813039,1846219,1887917,1952036,2016085,2082753,2091294,2155153,2166760,2170348,2230812,2214066,2180355,2179509,2176178,2129043,2011504,1978948,1971812,2014153,2119020,2106152,2000304,1924910,1898989,1956084,1912418,1976237,1998489,2044167,2168423,2149167,2179567,2189408,2170996,2243174,2239512,2247935,2300556,2367179,2473306,2496134,2470835,2435427,2430336,2413443
"pop_66",1370011,1364649,1445119,1733478,1760799,1763268,1798914,1832072,1873684,1937451,2001203,2067456,2076222,2139835,2151652,2155488,2215721,2199467,2166332,2165724,2162706,2116175,1999814,1967757,1960849,2003166,2107499,2094971,1990094,1915401,1889909,1946850,1903705,1967333,1989636,2035281,2158955,2140087,2170516,2180519,2162437,2234425,2230990,2239545,2292075,2358534,2464338,2487262,2462294,2427268,2422369
"pop_67",1369531,1355132,1350089,1429854,1834277,1745039,1747771,1783312,1816418,1857934,1921310,1984675,2050549,2059530,2122861,2134886,2138973,2198938,2183194,2150646,2150312,2147593,2101694,1986595,1955063,1948388,1990678,2094410,2082252,1978407,1904470,1879430,1936192,1893605,1957004,1979365,2024942,2147986,2129523,2159975,2170139,2152399,2224162,2220965,2229673,2282079,2348365,2453779,2476804,2452182,2417563
"pop_68",1249874,1352847,1338909,1334181,1359937,1815724,1727761,1730737,1766145,1799183,1840576,1903497,1966481,2031950,2041131,2104141,2116383,2120716,2180375,2165159,2133226,2133162,2130751,2085534,1971771,1940782,1934359,1976608,2079681,2067906,1965166,1892042,1867477,1924040,1882038,1945180,1967591,2013082,2135418,2117379,2147845,2158162,2140800,2212294,2209347,2218201,2270472,2336554,2441533,2464645,2440406
"pop_69",1146349,1232941,1334677,1321209,1346338,1345279,1795519,1708901,1712117,1747361,1780332,1821593,1884047,1946615,2011626,2021022,2083666,2096106,2100690,2160016,2145329,2114036,2114258,2112163,2067660,1955308,1924914,1918759,1960943,2063301,2051923,1950368,1878104,1854053,1910377,1868992,1931841,1954287,1999679,2121264,2103649,2134116,2144589,2127620,2198801,2196136,2205144,2257260,2323094,2427577,2450773
"pop_70",1095752,1129100,1214557,1314950,1318379,1330014,1329242,1773538,1688349,1691828,1726881,1759775,1800862,1862815,1924917,1989422,1999018,2061254,2073885,2078728,2137660,2123534,2092914,2093423,2091650,2047882,1937071,1907300,1901426,1943524,2045086,2034133,1933853,1862507,1838999,1895046,1854318,1916835,1939301,1984572,2105307,2088156,2118606,2129247,2112687,2183534,2181137,2190318,2242235,2307803,2411727
"pop_71",1043127,1077463,1110493,1194723,1352220,1300455,1312147,1311663,1749584,1665929,1669655,1704551,1737287,1778174,1839573,1901131,1965089,1974880,2036646,2049459,2054543,2113048,2099503,2069584,2070374,2068915,2025980,1916795,1887700,1882121,1924090,2024788,2014264,1915347,1845004,1822057,1877788,1837762,1899907,1922388,1967494,2087290,2070617,2101041,2111860,2095720,2166189,2164084,2173424,2225128,2290370
"pop_72",1003390,1023865,1057774,1090449,1183698,1331510,1280897,1292617,1292423,1723527,1641491,1645516,1680163,1712727,1753357,1814137,1875106,1938449,1948429,2009658,2022650,2027990,2086006,2073043,2043853,2044928,2043840,2001767,1894322,1865945,1860668,1902491,2002226,1992167,1894707,1825443,1803086,1858453,1819176,1880895,1903390,1948290,2067051,2050861,2081239,2092232,2076556,2146587,2144786,2154296,2205735
"pop_73",948045,982884,1003189,1036628,1088408,1163643,1309008,1259609,1271356,1271445,1695235,1614964,1619231,1653601,1685950,1726282,1786390,1846705,1909358,1919530,1980155,1993306,1998899,2056354,2043992,2015556,2016964,2016258,1975099,1869537,1841898,1836957,1878580,1977277,1967686,1871801,1803693,1781949,1836908,1798425,1859661,1882151,1926818,2044417,2028755,2059064,2070229,2055049,2124569,2123102,2132770
"pop_74",920734,926622,960908,981020,1031799,1067871,1141832,1284565,1236443,1248210,1248587,1664550,1586121,1590634,1624685,1656792,1696784,1756133,1815719,1877614,1887966,1947907,1961212,1967042,2023885,2012147,1984547,1986292,1985955,1945788,1842233,1815399,1810799,1852182,1949709,1940612,1846440,1779571,1758489,1812977,1775344,1836034,1858497,1902882,2019203,2004097,2034315,2045669,2030996,2099944,2098809
"pop_75",902556,897660,903678,937367,970054,1010002,1045537,1118130,1258016,1211244,1223013,1223731,1631235,1554764,1559518,1593212,1625038,1664630,1723142,1781916,1842967,1853483,1912680,1926117,1932197,1988333,1977282,1950563,1952661,1952718,1913588,1812218,1786216,1781980,1823074,1919312,1910735,1818396,1752866,1732482,1786444,1749711,1809785,1832212,1876259,1991164,1976653,2006765,2018287,2004149,2072463
"pop_76",833265,877504,873027,879171,934982,947133,986311,1021265,1092364,1229175,1183826,1195623,1196635,1595035,1520648,1525643,1558936,1590437,1629565,1687152,1745030,1805134,1815813,1874163,1887746,1894048,1949454,1939111,1913335,1915782,1916229,1878223,1779177,1754060,1750203,1790972,1885790,1877755,1787392,1723306,1703655,1757007,1721243,1780619,1802990,1846653,1960002,1946112,1976087,1987777,1974209
"pop_77",814193,807683,850841,846792,866379,910160,922249,960582,994894,1064367,1197857,1154051,1165828,1167146,1555731,1483575,1488809,1521629,1552745,1591346,1647902,1704789,1763856,1774670,1832091,1845775,1852363,1906945,1897321,1872538,1875352,1876205,1839396,1742865,1718677,1715213,1755589,1848833,1841373,1753142,1690617,1671726,1724393,1689664,1748255,1770539,1813762,1925380,1912167,1941965,1953819
"pop_78",792369,786522,780530,822529,831401,840660,883371,895353,932786,966369,1034074,1164022,1121803,1133553,1135171,1513171,1443394,1448853,1481150,1511819,1549809,1605233,1661029,1718941,1729879,1786253,1800059,1806915,1860582,1851697,1827976,1831132,1832423,1796888,1703040,1679848,1676793,1716704,1808222,1801329,1715423,1654585,1636487,1688375,1654766,1712473,1734650,1777354,1887050,1874546,1904130
"pop_79",780322,762548,757204,751748,802816,803792,813019,854558,866422,902863,935639,1001471,1127565,1087039,1098730,1100618,1467248,1399991,1405668,1437367,1467533,1504830,1559009,1613584,1670217,1681265,1736512,1750405,1757528,1810169,1802047,1779434,1782964,1784667,1750503,1659545,1637386,1634758,1674117,1763719,1757435,1674017,1614997,1597745,1648758,1616338,1673064,1695096,1737217,1844788,1833005
"pop_80",763432,747780,731053,726227,723658,772979,774175,783321,823575,835283,870627,902532,966300,1088213,1049459,1061044,1063197,1417541,1352942,1358795,1389803,1419349,1455858,1508629,1561823,1617018,1628167,1682125,1696072,1703413,1754885,1747559,1726104,1729968,1732076,1699363,1611525,1590446,1588240,1626935,1714377,1708713,1628006,1570948,1554594,1604598,1573446,1629044,1650867,1692280,1797429
"pop_81",717318,727984,713418,697779,704463,693655,741123,742519,751557,790408,801905,836085,866999,928520,1045930,1009031,1020479,1022867,1363962,1302187,1308201,1338403,1367244,1402830,1454047,1505700,1559351,1570551,1623072,1637009,1644549,1694699,1688167,1667923,1672112,1674623,1643424,1558935,1538993,1537208,1575135,1660156,1655122,1577333,1522419,1506989,1555855,1526057,1580359,1601922,1642507
"pop_82",689733,680125,690604,677150,676286,671747,661704,707204,708808,717704,755047,766342,799249,829083,888206,1000792,965855,977129,979742,1306720,1247934,1254094,1283422,1311497,1346070,1395602,1445629,1497589,1508822,1559769,1573682,1581413,1630132,1624415,1605444,1609956,1612855,1583268,1502347,1483597,1482256,1519320,1601727,1597338,1522675,1470046,1455594,1503205,1474857,1527732,1548989
"pop_83",650370,649800,641145,651408,647736,640996,636939,627695,671098,672906,681641,717402,728427,759965,788633,845179,952631,919753,930828,933682,1245594,1189962,1196241,1224643,1251858,1285332,1333082,1381344,1431481,1442727,1491980,1505831,1513743,1560902,1556025,1538393,1543223,1546504,1518625,1441501,1424006,1423129,1459230,1538810,1535088,1463778,1413593,1400166,1446404,1419580,1470920
"pop_84",610099,608376,608253,600558,624666,609641,603611,600051,591647,632816,634809,643383,677417,688136,718220,745631,799434,901412,870693,881531,884596,1180483,1128196,1134593,1161976,1188257,1220564,1266405,1312778,1360938,1372180,1419600,1433364,1441449,1486922,1482889,1466645,1471785,1475476,1449385,1376307,1360112,1359716,1394761,1471295,1468260,1400521,1352943,1340600,1385351,1360139
"pop_85",575520,566225,565042,565347,565616,583225,569531,564228,561192,553643,592443,594650,602985,635194,645572,674116,700180,751049,847223,818766,829334,832606,1111517,1062746,1069228,1095502,1120812,1151851,1195629,1239965,1286017,1297236,1342677,1356296,1364556,1408196,1405038,1390246,1395680,1399760,1375562,1306754,1291927,1292011,1325889,1399164,1396847,1332907,1288082,1276863,1319996
"pop_86",522439,529486,521362,520689,532756,523428,540064,527740,523164,520646,513958,550299,552675,560749,591000,601006,627904,652541,700316,790388,764260,774520,777979,1039048,993932,1000475,1025599,1049859,1079519,1121107,1163263,1207088,1218236,1261554,1274998,1283389,1325074,1322775,1309471,1315194,1319657,1297426,1233079,1219652,1220228,1252842,1322633,1321041,1261090,1219182,1209104
"pop_87",463948,476026,482893,475914,487498,488221,480024,495644,484687,480833,478819,473014,506772,509285,517057,545284,554860,580041,603155,647693,731400,707648,717555,721162,963656,922319,928945,952821,975943,1004102,1043369,1083236,1124683,1135718,1176766,1189978,1198457,1238050,1236591,1224810,1230796,1235600,1215384,1155696,1143697,1144779,1176000,1242116,1241237,1185464,1146590
"pop_88",422340,418271,429584,436223,435594,441946,442965,435897,450447,440833,437679,436173,431217,462315,464934,472360,498472,507573,530958,552475,593645,670781,649418,658929,662651,885983,848528,855204,877751,899654,926232,963054,1000501,1039438,1050305,1088965,1101868,1110391,1147758,1147118,1136858,1143063,1148174,1130006,1075116,1064564,1066122,1095865,1158080,1157911,1106454
"pop_89",368559,376331,373122,383625,394561,390203,396227,397523,391539,404962,396671,394189,393148,389015,417385,420066,427108,451047,459624,481152,501006,538710,609111,590148,599202,602993,806803,773275,779941,801089,821687,846581,880862,915777,952090,962729,998850,1011371,1019884,1054905,1055033,1046279,1052649,1058031,1041918,991924,982819,984826,1012969,1071126,1071621
"pop_90",314202,324246,331471,329044,342975,348754,345268,350949,352455,347503,359763,352750,350872,350263,346894,372511,375226,381846,403561,411579,431206,449346,483523,547121,530507,539052,542923,727005,697375,703975,723653,742876,766000,797650,829929,863523,873842,907320,919384,927820,960377,961203,953915,960384,965966,951906,906873,899158,901587,928014,981951
"pop_91",257998,272620,281674,288317,289389,298726,304137,301456,306736,308407,304408,315510,309672,308344,308111,305457,328318,331013,337162,356648,364055,381760,398146,428787,485588,471237,479297,483176,647576,621760,628225,646385,664163,685459,714402,743978,774745,784681,815436,826965,835248,865232,866676,860787,867289,873000,860945,820843,814482,817272,841901
"pop_92",212338,220466,233313,241374,245393,248068,256383,261380,259413,264262,266029,262902,272812,268059,267221,267312,265297,285444,288066,293707,310977,317742,333515,348143,375279,425375,413243,420758,424585,569610,547470,553732,570326,586597,605995,632203,659020,686907,696371,724336,735260,743280,770634,772613,768017,774487,780251,770123,734873,729781,732868
"pop_93",173041,178483,185612,196749,200852,206687,209249,216556,221110,219752,224136,225949,223583,232304,228523,228096,228450,227001,244498,247019,252127,267213,273321,287180,300076,323784,367417,357356,364275,367993,494210,475561,481556,496544,511266,528741,552179,576213,601217,610134,635286,645497,653182,677862,680263,676857,683203,688942,680632,650078,646161
"pop_94",139674,142903,147638,153800,157183,165982,171083,173490,179799,183879,183030,186932,188711,186998,194566,191640,191552,192088,191120,206103,208468,213012,226004,231421,243440,254642,275101,312550,304380,310677,314211,422483,407067,412714,426088,439247,454770,475473,496748,518894,527181,549525,558951,566209,588221,590921,588572,594700,600316,593684,567606
"pop_95",112295,113182,116006,120060,114526,127313,134625,139001,141196,146563,150152,149705,153119,154815,153643,160092,157903,158064,158728,158144,170760,172938,176909,187914,192655,202904,212533,229908,261538,255063,260698,264016,355432,342943,348181,359948,371538,385151,403179,421751,441091,448677,468247,476831,483589,502965,505860,504415,510238,515635,510508
"pop_96",86347,89197,90048,92469,90261,90723,101066,107024,110713,112669,117147,120247,120096,123015,124582,123841,129238,127660,127992,128713,128430,138864,140815,144228,153400,157459,166103,174231,188742,215009,210011,214980,218027,293911,284013,288782,298966,309018,320771,336237,352202,368837,375670,392550,400247,406445,423258,426226,425532,430970,436060
"pop_97",65026,67143,69483,70265,63710,69837,70334,78544,83288,86338,88036,91694,94308,94362,96814,98215,97800,102230,101137,101569,102304,102232,110694,112409,115282,122776,126226,133382,140122,152027,173445,169689,173994,176725,238560,230934,235173,243847,252425,262392,275442,288936,303009,309054,323379,330171,335743,350108,353047,352930,357904
"pop_98",46700,49428,51139,53016,46757,48087,52821,53307,59675,63373,65831,67268,70186,72341,72527,74529,75750,75561,79124,78400,78877,79582,79656,86369,87829,90203,96232,99108,104918,110409,119980,137100,134373,138026,140427,189834,184095,187795,195050,202222,210531,221337,232547,244239,249484,261431,267311,272230,284296,287088,287405
"pop_99",98144,102965,108599,114066,90264,92460,94129,98469,101815,108876,116556,123641,129467,135501,141167,145133,149277,153036,155500,159939,162559,164784,166925,168569,174943,180722,186720,195589,204100,214523,226041,241470,265496,280328,293059,303385,348722,377041,399195,419583,438823,458388,480385,504642,530989,553704,578923,601279,620751,643880,662581
