"","yr2010","yr2011","yr2012","yr2013","yr2014","yr2015","yr2016","yr2017","yr2018","yr2019","yr2020","yr2021","yr2022","yr2023","yr2024","yr2025","yr2026","yr2027","yr2028","yr2029","yr2030","yr2031","yr2032","yr2033","yr2034","yr2035","yr2036","yr2037","yr2038","yr2039","yr2040","yr2041","yr2042","yr2043","yr2044","yr2045","yr2046","yr2047","yr2048","yr2049","yr2050","yr2051","yr2052","yr2053","yr2054","yr2055","yr2056","yr2057","yr2058","yr2059","yr2060"
"pop_75",1622276,1614753,1631188,1696815,1773421,1840533,1905179,2046381,2308444,2221477,2245438,2250016,3011121,2863753,2865859,2926656,2979535,3056691,3160971,3269009,3391198,3409850,3524196,3554905,3568783,3682973,3654214,3609699,3614973,3620389,3558975,3371313,3321768,3323716,3405695,3593602,3565749,3394063,3267935,3241077,3355277,3283267,3397240,3450673,3540575,3777124,3742051,3808654,3836632,3820760,3966558
"pop_76",1484580,1567931,1561252,1577727,1693253,1722783,1788375,1851709,1989322,2244419,2160559,2184430,2189523,2930152,2787570,2790385,2850256,2902569,2978539,3080858,3186872,3306631,3325657,3437943,3468747,3483024,3595253,3568300,3525725,3531702,3537841,3478625,3296150,3248634,3251194,3332271,3516750,3490417,3323167,3200443,3174931,3287410,3217689,3330071,3383120,3471990,3704525,3671119,3737206,3765370,3750606
"pop_77",1436190,1429986,1510817,1504988,1556002,1639501,1668560,1732515,1794409,1928156,2175819,2095260,2118978,2124576,2843370,2705841,2709360,2768198,2819838,2894454,2994630,3098426,3215545,3234890,3344922,3375744,3390518,3500579,3475474,3434924,3441611,3448487,3391571,3214625,3169229,3172415,3252449,3433173,3408431,3245926,3126841,3102731,3213296,3146009,3256619,3309211,3396899,3625037,3593371,3658849,3687183
"pop_78",1387386,1378148,1372776,1450942,1480267,1501182,1582161,1610671,1672863,1733170,1862778,2102544,2025401,2048931,2055011,2750507,2618321,2622527,2680205,2731049,2804161,2901986,3003351,3117569,3137209,3244736,3275606,3290836,3398518,3375304,3336873,3344268,3351885,3297392,3126324,3083136,3086950,3165777,3342419,3319304,3161881,3046693,3024037,3132488,3067771,3176395,3228444,3314786,3538104,3508254,3573019
"pop_79",1351396,1325748,1317462,1312928,1413154,1422273,1442885,1521140,1549041,1609329,1667895,1793123,2024429,1950875,1974161,1980674,2651383,2524804,2529680,2586043,2635974,2707402,2802665,2901349,3012413,3032282,3137163,3168002,3183660,3288712,3267444,3231220,3239325,3247644,3195713,3030891,2989994,2994436,3071882,3244053,3222630,3070645,2959605,2938456,3044580,2982574,3088985,3140380,3225216,3443245,3415266
"pop_80",1307116,1285350,1261519,1254197,1263394,1351639,1360791,1381003,1456341,1483523,1541732,1598425,1718925,1941180,1871355,1894298,1901200,2545435,2424725,2430201,2485092,2533923,2603441,2695842,2791555,2899147,2919248,3021162,3051858,3067865,3169993,3150702,3116756,3125507,3134490,3085224,2927065,2888554,2893581,2969408,3136631,3116951,2970796,2864198,2844599,2948088,2888942,2992849,3043443,3126523,3338650
"pop_81",1214245,1236521,1216588,1194610,1215284,1202361,1286716,1295851,1315584,1387791,1414139,1470146,1524763,1640206,1852816,1786857,1809377,1816606,2432652,2318089,2324131,2377363,2424925,2492298,2581543,2673990,2777884,2798129,2896769,2927197,2943487,3042397,3025093,2993486,3002837,3012430,2965944,2814859,2778803,2784406,2858365,3020159,3002252,2862328,2760462,2742456,2842994,2786872,2887954,2937608,3018673
"pop_82",1152533,1141560,1163167,1145079,1153333,1149985,1138205,1218463,1227548,1246730,1315607,1341081,1394722,1447120,1557199,1759610,1697683,1719706,1727230,2313511,2205386,2211963,2263396,2309553,2374581,2460445,2549479,2649404,2669731,2764841,2794919,2811457,2906902,2891614,2862417,2872352,2882518,2838937,2695302,2661797,2667959,2739873,2895826,2879734,2746409,2649545,2633161,2730506,2677560,2775566,2824148
"pop_83",1071256,1076096,1066537,1087409,1090418,1084276,1081525,1070912,1146850,1155863,1174422,1239800,1264295,1315441,1365449,1469854,1661512,1603771,1625228,1633014,2187914,2086507,2093593,2143075,2187695,2250181,2332513,2417891,2513568,2533913,2625237,2654887,2671637,2763333,2750090,2723385,2733877,2744588,2704035,2568243,2537375,2544095,2613753,2763443,2749210,2622866,2531267,2516555,2610448,2560811,2655493
"pop_84",987836,992636,997811,989639,1036315,1017451,1012226,1010072,1000647,1072050,1080934,1098846,1160503,1183960,1232454,1279906,1378356,1558690,1505284,1526099,1534098,2056046,1961640,1969190,2016567,2059491,2119345,2197898,2279373,2370536,2390834,2478117,2507234,2524146,2611857,2600652,2576506,2587507,2598737,2561323,2433753,2405601,2412868,2480051,2623052,2610736,2491720,2405653,2392649,2482829,2436651
"pop_85",916831,907751,912816,918266,925381,958787,941853,937533,935986,927751,994426,1003165,1020332,1078101,1100420,1146127,1190876,1283065,1451583,1402622,1422714,1430872,1918420,1831253,1839210,1884330,1925522,1982530,2057077,2134402,2220784,2240972,2323950,2352424,2369449,2452884,2443721,2422187,2433644,2445351,2411169,2292182,2266796,2274574,2339064,2474979,2464584,2353243,2272950,2261676,2347877
"pop_86",820333,834812,827214,832474,856136,848198,879331,864312,860876,859913,852847,914678,923203,939547,993269,1014374,1057154,1099057,1184734,1341005,1296548,1315836,1324090,1776030,1696256,1704562,1747395,1786703,1840681,1910983,1983918,2065298,2085273,2163688,2191407,2208445,2287368,2280201,2261282,2273141,2285246,2254388,2144253,2121660,2129903,2191485,2319914,2311427,2208046,2133745,2124195
"pop_87",717701,739458,753202,747010,771029,776788,770079,798857,785727,783122,782713,776808,833654,841911,857358,906904,926724,966460,1005387,1084360,1228066,1188122,1206515,1214778,1630207,1557917,1566626,1607017,1644285,1695035,1760890,1829259,1905404,1925062,1998666,2025493,2042437,2116618,2111364,2095056,2107233,2119650,2092124,1991049,1971246,1979902,2038351,2158915,2152307,2057117,1988946
"pop_88",643266,639867,659923,672865,676079,691754,697471,691931,718304,707001,705181,705299,700482,752256,760188,774675,819967,838410,875008,910866,982992,1113931,1078456,1095857,1104043,1482402,1417740,1426733,1464564,1499646,1546998,1608245,1671854,1742567,1761777,1830358,1856146,1872887,1942100,1938659,1924900,1937297,1949919,1925701,1833819,1816754,1825740,1880854,1993230,1988429,1901577
"pop_89",551900,566636,564281,582590,600259,599204,613523,619129,614699,638627,629065,627960,628532,624738,671414,678967,692417,733407,750426,783816,816519,881734,999828,968728,985046,993062,1334326,1277200,1286365,1321511,1354264,1398100,1454586,1513279,1578406,1597024,1660399,1685002,1701411,1765473,1763708,1752402,1764886,1777597,1756633,1673958,1659554,1668774,1720347,1824279,1821180
"pop_90",461530,479855,493236,491793,513331,524832,524373,537330,542751,539322,560811,552893,552408,553358,550492,592109,599213,611575,648267,663807,693950,723466,781784,887116,860222,875370,883259,1187705,1137908,1147126,1179486,1209813,1250005,1301632,1355284,1414722,1432598,1490624,1513892,1529836,1588603,1588346,1579356,1591809,1604451,1586629,1513092,1501207,1510551,1558410,1653708
"pop_91",372766,395683,411874,423893,427331,442185,452570,452613,464190,469352,466826,485912,479477,479515,480773,478724,515381,521993,533212,565661,579688,606585,632911,684440,777258,754344,768379,776025,1044398,1001631,1010753,1040272,1068074,1104557,1151258,1199811,1253493,1270485,1323087,1344884,1360207,1413587,1414642,1407809,1420057,1432490,1417648,1353049,1343525,1352861,1396875
"pop_92",302236,314704,334552,348672,355279,362183,375203,384455,384904,395115,399945,398206,414922,409816,410281,411762,410419,442273,448343,458391,486714,499212,522911,546085,591024,671729,652656,665506,672808,906329,870186,879088,905722,930921,963660,1005433,1048891,1096821,1112786,1159942,1180150,1194698,1242671,1244816,1239908,1251810,1263877,1251831,1195826,1188466,1197675
"pop_93",241679,250969,261738,278696,286604,295845,301995,313248,321369,322118,330997,335448,334356,348788,344842,345627,347242,346481,373754,379243,388119,412476,423463,444051,464170,502806,572091,556516,568138,574986,775341,745351,753887,777626,800188,829204,866096,904512,946801,961603,1003381,1021875,1035510,1078119,1081116,1077889,1089286,1100835,1091336,1043499,1038070
"pop_94",191573,197183,205078,214244,219260,234146,242066,247453,257013,264032,264984,272583,276593,276020,288291,285336,286334,288003,287702,310696,315575,323284,343909,353415,371033,388237,421040,479614,467176,477529,483850,653167,628760,636793,657665,677593,702945,735090,768594,805412,818941,855466,872168,884766,922125,925728,923932,934664,945544,938306,898099
"pop_95",151161,153399,158156,164759,157054,175609,187727,194398,199015,207004,212972,214030,220420,223961,223779,234032,231905,233016,234661,234696,253754,258015,264591,281770,289861,304687,319248,346647,395352,385649,394734,400467,541233,521772,529197,547283,564608,586436,614034,642840,674420,686586,718054,732925,744381,776670,780651,780007,789953,800035,794753
"pop_96",114193,118678,120616,124576,121336,123059,137851,147520,153039,156924,163471,168454,169533,174800,177858,177955,186364,184894,186036,187596,187862,203365,207007,212515,226571,233324,245668,257773,280258,320054,312674,320515,325623,440612,425452,432160,447578,462393,480893,504203,528576,555243,566003,592680,605701,615946,643430,647566,647805,656855,666033
"pop_97",84654,87799,91397,93038,84101,92909,94383,105942,113492,117962,121167,126418,130487,131520,135784,138358,138630,145394,144428,145534,146958,147359,159717,162774,167297,178574,184167,194251,204125,222241,254152,248700,255351,259801,351985,340464,346389,359300,371750,387147,406497,426771,448904,458247,480485,491681,500668,523678,527769,528641,536714
"pop_98",59953,63647,66139,68965,60314,62843,69548,70777,79615,85377,88922,91500,95617,98871,99809,103182,105303,105664,110990,110391,111416,112670,113132,122777,125281,128920,137832,142370,150449,158346,172652,197735,193836,199359,203148,275584,267054,272169,282784,293040,305621,321393,337945,355974,363919,382126,391568,399295,418219,422090,423364
"pop_99",121523,127909,135339,142635,112331,115838,119028,125670,131011,141107,152203,162265,170787,179361,187400,193395,199795,205642,209833,216629,220882,224541,228011,230812,240069,248562,257297,270102,282448,297075,313134,335018,369197,389979,407856,422477,487563,527388,558061,586298,612851,640337,671319,705618,743502,776045,812498,845092,873511,907772,934838
