"","yr2010","yr2011","yr2012","yr2013","yr2014","yr2015","yr2016","yr2017","yr2018","yr2019","yr2020","yr2021","yr2022","yr2023","yr2024","yr2025","yr2026","yr2027","yr2028","yr2029","yr2030","yr2031","yr2032","yr2033","yr2034","yr2035","yr2036","yr2037","yr2038","yr2039","yr2040","yr2041","yr2042","yr2043","yr2044","yr2045","yr2046","yr2047","yr2048","yr2049","yr2050","yr2051","yr2052","yr2053","yr2054","yr2055","yr2056","yr2057","yr2058","yr2059","yr2060"
"pop_83",2530352,2563010,2557730,2621662,2662374,2666146,2674166,2666220,2862006,2905658,2964992,3143194,3224400,3342872,3471310,3759322,4265822,4116916,4180076,4210084,5671902,5397082,5402568,5530600,5635584,5810470,6019334,6243732,6518830,6574310,6828094,6924004,6977776,7247220,7197242,7143156,7177786,7223148,7147300,6794362,6714594,6761286,6965316,7389338,7327804,6996244,6748476,6741640,7029782,6895890,7158378
"pop_84",2270956,2310182,2342156,2339424,2475558,2452632,2457652,2466264,2460394,2642322,2684072,2740470,2906644,2983478,3094690,3215302,3483994,3955286,3819444,3880110,3910102,5270096,5017228,5024744,5146156,5246534,5412602,5610144,5822346,6082124,6137290,6377764,6470930,6524608,6780158,6737338,6690282,6726072,6772022,6704308,6376488,6305212,6352268,6547630,6949606,6895412,6586486,6356232,6353102,6627802,6504840
"pop_85",2051816,2053292,2090854,2121896,2163548,2258528,2239204,2245278,2254388,2250502,2418228,2457786,2511130,2664900,2736918,2840584,2953026,3201716,3636840,3514092,3571980,3601656,4856830,4626330,4635718,4750146,4845932,5002454,5188272,5387684,5631304,5685900,5912358,6002476,6055740,6296488,6260646,6220568,6257300,6303798,6244094,5942218,5879300,5926472,6112558,6491374,6444330,6158752,5946632,5947076,6207504
"pop_86",1790670,1835526,1838852,1874512,1944584,1953086,2040272,2024180,2031192,2040692,2038626,2192026,2229248,2279188,2420416,2487324,2583262,2687158,2915268,3313412,3203706,3258552,3287668,4435978,4227908,4238998,4346502,4437244,4583836,4757228,4943264,5170100,5223794,5435524,5522116,5574614,5799886,5770872,5737536,5774926,5821454,5769900,5494450,5439888,5486834,5662892,6017512,5977480,5715824,5522146,5526054
"pop_87",1525420,1583544,1625050,1629930,1704962,1735246,1744342,1823450,1810496,1818120,1827936,1827518,1966468,2001218,2047568,2175836,2237596,2325506,2420656,2627890,2988754,2891848,2943402,2971638,4012042,3826200,3839198,3939410,4024718,4160902,4321466,4493712,4703284,4755698,4952114,5034668,5086026,5295266,5272676,5245880,5283568,5329890,5286222,5037232,4990852,5037154,5202630,5531894,5498774,5261298,5086154
"pop_88",1327972,1332164,1384646,1422696,1445998,1502174,1530448,1539738,1610828,1600768,1608914,1618820,1619816,1744226,1776352,1819012,1934402,1990720,2070532,2156816,2343110,2666722,2582280,2630186,2657234,3589904,3426570,3440904,3533658,3613126,3738326,3885834,4043938,4235842,4286528,4467038,4545160,4594996,4787626,4770986,4750346,4788012,4833682,4797558,4575030,4536364,4581728,4735904,5039228,5012588,4799348
"pop_89",1102100,1143942,1149248,1196076,1236858,1256702,1306676,1332614,1342068,1405220,1397662,1406040,1415868,1418044,1528178,1557644,1596362,1698926,1749834,1821478,1898776,2064330,2351216,2278592,2322672,2348264,3175208,3033562,3048942,3133864,3207142,3321322,3455398,3599076,3773074,3821518,3985952,4059212,4107062,4282714,4271528,4256538,4293684,4338204,4309300,4112690,4081304,4125322,4267666,4544468,4523964
"pop_90",885614,935432,972416,978514,1024328,1058756,1076956,1120780,1144336,1153594,1209078,1203702,1212188,1221642,1224804,1321064,1347576,1382270,1472378,1517692,1581224,1649662,1794930,2045978,1984476,2024526,2048870,2773000,2651962,2668010,2744924,2811870,2914730,3035366,3164484,3320546,3366414,3514518,3582434,3627912,3786424,3780078,3770164,3806510,3849364,3826978,3655498,3630880,3673020,3803224,4053328
"pop_91",689844,739800,782720,815022,829494,862598,892526,908896,946842,967822,976796,1024776,1021256,1029562,1038580,1042342,1125338,1149026,1179646,1257616,1297504,1353004,1412820,1538504,1755178,1703954,1740166,1762986,2388500,2286778,2303026,2371906,2432326,2523862,2631084,2745718,2884086,2926894,3058690,3120916,3163536,3305010,3302848,3297490,3332340,3373122,3356540,3209204,3190598,3230444,3348204
"pop_92",540334,566480,608656,645072,660814,686196,714444,740058,754576,786878,805284,813736,854628,852572,860482,868882,873050,943466,964324,990928,1057418,1091950,1139810,1191230,1298340,1482484,1440986,1473306,1494354,2026746,1942726,1958824,2019698,2073528,2153902,2247886,2348384,2469406,2508838,2624616,2680850,2720362,2845022,2846170,2844598,2877510,2915746,2904392,2779544,2766302,2803532
"pop_93",412594,435706,457644,492724,515636,536148,557702,581402,602870,615530,642620,658454,666218,700516,699584,706936,714556,718782,777600,795538,818284,874056,903444,944074,987528,1077342,1231690,1198708,1227210,1246142,1692166,1624110,1639590,1692630,1739916,1809436,1890662,1977506,2081888,2117540,2217864,2268032,2303996,2412422,2416126,2417462,2448048,2483276,2476280,2372328,2363590
"pop_94",312030,326318,345292,363408,373340,409874,426836,444752,464282,481964,492796,515080,528476,535422,563656,563526,570108,576950,581046,629230,644434,663534,709440,734078,767878,803978,878244,1005350,979850,1004408,1021276,1388526,1334584,1349100,1394534,1435362,1494558,1563632,1637456,1726064,1757806,1843364,1887428,1919694,2012504,2018042,2021598,2049458,2081360,2077862,1992886
"pop_95",233674,241838,253434,268738,255682,290438,319298,333126,347672,363428,377738,386794,404730,415810,421828,444668,445096,450848,456756,460544,499306,511888,527600,564750,584928,612554,642216,702536,805270,785980,806878,821476,1118384,1076552,1089844,1128118,1162722,1212158,1269954,1331720,1405648,1433354,1505144,1543232,1571598,1649682,1656302,1661310,1686254,1714656,1713840
"pop_96",167460,177280,183858,193086,186890,194414,221208,243502,254522,266118,278554,289874,297264,311418,320380,325474,343556,344240,349144,354204,357556,388048,398270,410908,440276,456512,478838,502764,550738,632138,617906,635278,647756,883008,851478,863242,894936,923674,964282,1011642,1062392,1122986,1146740,1205834,1238102,1262502,1327044,1334142,1339914,1361734,1386530
"pop_97",118090,124254,131810,137020,122588,138760,144604,164764,181622,190160,199220,208792,217550,223434,234352,241396,245566,259576,260370,264454,268596,271480,294940,303040,312980,335736,348650,366322,385164,422530,485666,475540,489744,500150,682728,659386,669614,695258,718602,751294,789316,830250,878938,898876,946614,973274,993868,1046146,1053136,1059218,1077956
"pop_98",79832,85586,90268,95962,81510,88686,100588,105026,119910,132312,138854,145696,152904,159516,164028,172308,177716,181050,191636,192402,195720,199032,201386,219022,225338,232960,250306,260298,274010,288478,316962,364886,357890,369198,377594,516126,499410,507990,528322,546916,572652,602620,634878,673140,689458,727230,748802,765708,807184,813708,819568
"pop_99",53012,56524,60694,64164,53732,57522,62692,71260,74532,85216,94092,98970,104064,109334,114208,117614,123648,127672,130270,138022,138738,141318,143918,145806,158738,163494,169298,182214,189838,200172,211030,232242,267754,263080,271898,278528,381146,369570,376532,392256,406722,426462,449558,474374,503808,516812,546002,563014,576664,608778,614608
